 Date Time SO2 OZ NO2 CHX NO
 03.03.13 00:00 0.01 0.03 0.47 1.97 0.38
 -------- 01:00 0.01 0.03 0.44 2.26 0.39
 -------- 02:00 0.01 0.03 0.41 2.12 0.24
 -------- 03:00 0.00 0.03 0.36 1.74 0.14
 -------- 04:00 0.00 0.02 0.36 1.82 0.17
 03.03.13 05:00 0.00 0.03 0.32 1.68 0.12
 -------- 06:00 0.00 0.02 0.36 1.79 0.25
 -------- 07:00 0.01 0.02 0.37 1.81 0.36
 -------- 08:00 0.01 0.02 0.41 2.09 0.38
 -------- 09:00 0.01 0.02 0.46 1.85 0.29
 03.03.13 10:00 0.01 0.03 0.48 1.75 0.28
 -------- 11:00 0.01 0.05 0.46 1.74 0.24
 -------- 12:00 0.00 0.08 0.42 1.71 0.21
 -------- 13:00 0.00 0.10 0.42 1.56 0.17
 -------- 14:00 0.00 0.13 0.42 1.56 0.17
 03.03.13 15:00 0.00 0.15 0.39 1.54 0.15
 -------- 16:00 0.00 0.15 0.39 1.55 0.14
 -------- 17:00 0.01 0.13 0.39 1.57 0.14
 -------- 18:00 0.00 0.14 0.40 1.54 0.12
 -------- 19:00 0.00 0.12 0.38 1.56 0.11
 03.03.13 20:00 0.00 0.14 0.37 1.57 0.10
 -------- 21:00 0.00 0.16 0.34 1.53 0.08
 -------- 22:00 0.00 0.19 0.32 1.55 0.06
 -------- 23:00 0.00 0.23 0.25 1.50 0.04
 -------- 00:00 0.00 0.19 0.30 1.50 0.03
 04.03.13 01:00 ---- 0.22 0.21 1.49 0.02
 -------- 02:00 ---- 0.28 0.12 1.47 0.01
 -------- 03:00 ---- 0.31 0.09 1.45 0.01
 -------- 04:00 ---- 0.31 0.09 1.44 0.01
 -------- 05:00 ---- 0.31 0.12 1.44 0.01
 04.03.13 06:00 ---- 0.31 0.11 1.44 0.02
 -------- 07:00 0.00 0.27 0.19 1.47 0.04
 -------- 08:00 0.00 0.26 0.23 1.47 0.04
 -------- 09:00 0.00 0.27 0.21 1.50 0.03
 -------- 10:00 0.00 0.29 0.19 1.51 0.04
 04.03.13 11:00 0.00 0.27 0.27 1.48 0.07
 -------- 12:00 0.00 0.29 0.21 1.46 0.05
 -------- 13:00 0.00 0.32 0.17 1.45 0.04
 -------- 14:00 0.00 0.31 0.20 1.46 0.05
 -------- 15:00 0.00 0.32 0.17 1.46 0.03
 04.03.13 16:00 0.00 0.32 0.18 1.46 0.03
 -------- 17:00 0.00 0.30 0.19 1.49 0.03
 -------- 18:00 0.00 0.29 0.19 1.44 0.02
 -------- 19:00 ---- 0.32 0.16 1.44 0.02
 -------- 20:00 ---- 0.30 0.19 1.47 0.02
 04.03.13 21:00 ---- 0.26 0.25 1.50 0.45
 -------- 22:00 ---- 0.24 0.26 1.47 0.01
 -------- 23:00 ---- 0.21 0.28 1.47 0.03
 -------- 00:00 ---- 0.21 0.30 1.47 0.03
