 Date Time SO2 OZ NO2 CHX NO
 21.10.12 00:00 0.01 0.12 0.11 1.51 0.05
 -------- 01:00 0.01 0.17 0.08 1.47 0.04
 -------- 02:00 0.01 0.16 0.07 1.48 0.04
 -------- 03:00 0.00 0.16 0.07 1.47 0.04
 -------- 04:00 0.00 0.18 0.06 1.45 0.03
 21.10.12 05:00 0.00 0.21 0.05 1.49 0.03
 -------- 06:00 0.00 0.21 0.07 1.55 0.04
 -------- 07:00 0.00 0.28 0.06 1.44 0.03
 -------- 08:00 0.00 0.29 0.06 1.45 0.03
 -------- 09:00 0.00 0.27 0.09 1.47 0.04
 21.10.12 10:00 0.00 0.23 0.12 1.51 0.08
 -------- 11:00 0.01 0.24 0.12 1.48 0.07
 -------- 12:00 0.01 0.28 0.11 1.49 0.06
 -------- 13:00 0.00 0.31 0.10 1.49 0.05
 -------- 14:00 0.00 0.31 0.11 1.55 0.06
 21.10.12 15:00 0.00 0.26 0.13 1.51 0.07
 -------- 16:00 0.01 0.24 0.14 1.57 0.09
 -------- 17:00 0.01 0.19 0.15 1.57 0.09
 -------- 18:00 0.01 0.16 0.16 1.61 0.10
 -------- 19:00 0.01 0.16 0.16 1.57 0.10
 21.10.12 20:00 0.01 0.21 0.13 1.57 0.07
 -------- 21:00 0.01 0.20 0.12 1.56 0.08
 -------- 22:00 0.01 0.27 0.11 1.52 0.05
 -------- 23:00 0.01 0.31 0.10 1.50 0.04
 -------- 00:00 0.00 0.31 0.09 1.50 0.04
 22.10.12 01:00 0.00 0.31 0.07 1.49 0.03
 -------- 02:00 0.00 0.32 0.07 1.49 0.03
 -------- 03:00 0.00 0.31 0.07 1.49 0.02
 -------- 04:00 0.00 0.28 0.07 1.49 0.03
 -------- 05:00 0.00 0.24 0.07 1.49 0.03
 22.10.12 06:00 0.00 0.14 0.11 1.52 0.05
 -------- 07:00 0.01 0.05 0.15 1.58 0.12
 -------- 08:00 0.01 0.04 0.14 1.59 0.15
 -------- 09:00 0.01 0.05 0.13 1.65 0.12
 -------- 10:00 0.01 0.07 0.08 1.49 0.05
 22.10.12 11:00 0.00 0.11 0.08 1.47 0.04
 -------- 12:00 0.00 0.17 0.06 1.44 0.02
 -------- 13:00 0.00 0.16 0.06 1.43 0.02
 -------- 14:00 0.00 0.19 0.08 1.45 0.04
 -------- 15:00 0.00 0.27 0.09 1.42 0.03
 22.10.12 16:00 0.00 0.37 0.08 1.41 0.02
 -------- 17:00 0.00 0.40 0.09 1.40 0.02
 -------- 18:00 0.00 0.35 0.09 1.42 0.02
 -------- 19:00 0.00 0.29 0.11 1.46 0.03
 -------- 20:00 0.00 0.18 0.13 1.43 0.04
 22.10.12 21:00 0.00 0.13 0.15 1.42 0.05
 -------- 22:00 0.00 0.14 0.13 1.41 0.04
 -------- 23:00 0.00 0.17 0.12 1.42 0.04
