 Date Time SO2 OZ NO2 CHX NO
 03.12.12 00:00 0.00 0.23 0.10 1.43 0.03
 -------- 01:00 0.00 0.24 0.09 1.45 0.03
 -------- 02:00 0.00 0.27 0.08 1.46 0.02
 -------- 03:00 0.00 0.28 0.08 1.44 0.02
 -------- 04:00 0.00 0.23 0.09 1.40 0.02
 03.12.12 05:00 0.00 0.19 0.12 1.43 0.03
 -------- 06:00 0.00 0.08 0.18 1.52 0.06
 -------- 07:00 0.01 0.06 0.20 1.67 0.13
 -------- 08:00 0.01 0.05 0.19 1.71 0.17
 -------- 09:00 0.01 0.01 0.24 1.67 0.18
 03.12.12 10:00 0.01 ---- 0.23 1.58 0.17
 -------- 11:00 0.01 0.01 0.24 1.63 0.26
 -------- 12:00 0.01 0.01 0.26 1.70 0.27
 -------- 13:00 0.01 0.01 0.26 1.74 0.27
 -------- 14:00 0.01 0.01 0.26 1.73 0.26
 03.12.12 15:00 0.01 0.01 0.26 1.68 0.26
 -------- 16:00 0.01 0.01 0.27 1.67 0.20
 -------- 17:00 0.01 0.01 0.25 1.67 0.16
 -------- 18:00 0.01 0.01 0.25 1.62 0.17
 -------- 19:00 0.01 0.01 0.25 1.57 0.13
 03.12.12 20:00 0.01 0.01 0.23 1.55 0.09
 -------- 21:00 0.00 0.08 0.18 1.53 0.06
 -------- 22:00 0.00 0.09 0.18 1.51 0.05
 -------- 23:00 0.00 0.14 0.14 1.51 0.03
 -------- 00:00 0.00 0.17 0.10 1.41 0.02
 04.12.12 01:00 0.00 0.22 0.10 1.46 0.01
 -------- 02:00 0.00 0.23 0.09 1.46 0.01
 -------- 03:00 0.00 0.30 0.05 1.43 0.01
 -------- 04:00 ---- 0.34 0.04 1.45 0.01
 -------- 05:00 0.00 0.28 0.07 1.51 0.01
 04.12.12 06:00 0.00 0.23 0.10 1.49 0.03
 -------- 07:00 0.00 0.17 0.12 1.52 0.04
 -------- 08:00 0.00 0.10 0.15 1.54 0.10
 -------- 09:00 0.00 0.08 0.16 1.56 0.09
 -------- 10:00 0.00 0.04 0.16 1.60 0.12
 04.12.12 11:00 0.00 0.01 0.17 1.60 0.11
 -------- 12:00 0.00 0.01 0.19 1.85 0.14
 -------- 13:00 0.01 0.01 0.18 1.73 0.19
 -------- 14:00 0.01 ---- 0.18 1.75 0.24
 -------- 15:00 0.01 ---- 0.19 1.86 0.37
