 Date Time SO2 OZ NO2 CHX NO
 12.10.12 00:00 0.01 0.04 0.10 1.52 0.06
 -------- 01:00 0.00 0.09 0.08 1.49 0.03
 -------- 02:00 0.00 0.09 0.08 1.51 0.03
 -------- 03:00 0.00 0.08 0.08 1.53 0.05
 -------- 04:00 0.00 0.06 0.08 1.53 0.04
 12.10.12 05:00 0.00 0.12 0.06 1.49 0.03
 -------- 06:00 0.01 0.09 0.07 1.54 0.06
 -------- 07:00 0.01 0.07 0.10 1.50 0.10
 -------- 08:00 0.01 0.02 0.12 1.62 0.24
 -------- 09:00 0.01 0.01 0.12 1.67 0.24
 12.10.12 10:00 0.01 0.01 0.12 1.69 0.20
 -------- 11:00 0.01 0.01 0.14 1.69 0.23
 -------- 12:00 0.01 0.03 0.14 1.57 0.19
 -------- 13:00 0.01 0.03 0.16 1.55 0.17
 -------- 14:00 0.01 0.03 0.19 1.58 0.18
 12.10.12 15:00 0.01 0.02 0.21 1.64 0.21
 -------- 16:00 0.01 0.01 0.27 1.85 0.26
 -------- 17:00 0.01 ---- 0.26 1.77 0.19
 -------- 18:00 0.01 ---- 0.22 1.70 0.18
 -------- 19:00 0.01 ---- 0.20 1.60 0.14
 12.10.12 20:00 0.01 0.01 0.19 1.56 0.12
 -------- 21:00 0.01 0.02 0.17 1.55 0.08
 -------- 22:00 0.01 0.03 0.17 1.51 0.07
 -------- 23:00 0.01 0.05 0.15 1.51 0.06
 -------- 00:00 0.00 0.07 0.12 1.71 0.04
 13.10.12 01:00 0.00 0.12 0.10 1.78 0.03
 -------- 02:00 0.00 0.11 0.10 1.49 0.04
 -------- 03:00 0.00 0.14 0.10 1.56 0.04
 -------- 04:00 0.00 0.09 0.09 1.70 0.04
 -------- 05:00 0.00 0.09 0.08 1.55 0.05
 13.10.12 06:00 0.00 0.10 0.07 1.47 0.05
 -------- 07:00 0.00 0.08 0.09 1.50 0.07
 -------- 08:00 0.01 0.08 0.09 1.49 0.08
 -------- 09:00 0.01 0.06 0.12 1.52 0.12
 -------- 10:00 0.01 0.06 0.12 1.54 0.13
 13.10.12 11:00 0.01 0.07 0.12 1.53 0.13
 -------- 12:00 0.01 0.09 0.11 1.52 0.12
 -------- 13:00 0.01 0.10 0.12 1.50 0.12
 -------- 14:00 0.01 0.16 0.13 1.48 0.10
 -------- 15:00 0.01 0.18 0.12 1.48 0.10
 13.10.12 16:00 0.01 0.18 0.13 1.47 0.10
 -------- 17:00 0.01 0.17 0.14 1.54 0.10
 -------- 18:00 0.01 0.09 0.17 1.53 0.14
 -------- 19:00 0.01 0.05 0.19 1.64 0.17
 -------- 20:00 0.01 0.03 0.19 1.68 0.22
 13.10.12 21:00 0.01 0.03 0.19 1.65 0.19
 -------- 22:00 0.01 0.05 0.16 1.61 0.15
 -------- 23:00 0.01 0.06 0.14 1.58 0.12
