 Date Time SO2 OZ NO2 CHX NO
 05.11.12 12:00 0.01 0.08 0.16 1.52 0.06
 -------- 13:00 0.01 0.09 0.17 1.57 0.11
 -------- 14:00 0.01 0.06 0.19 1.56 0.15
 -------- 15:00 0.01 0.04 0.22 1.56 0.15
 -------- 16:00 0.01 0.01 0.23 1.70 0.67
 05.11.12 17:00 0.01 ---- 0.25 1.66 0.19
 -------- 18:00 0.01 ---- 0.24 1.61 0.14
 -------- 19:00 0.01 ---- 0.20 1.57 0.12
 -------- 20:00 0.01 ---- 0.19 1.59 0.12
 -------- 21:00 0.01 ---- 0.20 1.59 0.10
 05.11.12 22:00 0.00 0.06 0.17 1.50 0.05
 -------- 23:00 0.00 0.22 0.11 1.42 0.02
 -------- 00:00 0.00 0.33 0.08 1.38 0.02
 -------- 01:00 0.00 0.40 0.07 1.36 0.01
 -------- 02:00 0.00 0.40 0.06 1.36 0.01
 06.11.12 03:00 0.00 0.39 0.06 1.36 0.01
 -------- 04:00 0.00 0.39 0.06 1.36 0.01
 -------- 05:00 0.00 0.38 0.07 1.38 0.01
 -------- 06:00 0.00 0.35 0.07 1.37 0.01
 -------- 07:00 0.00 0.31 0.09 1.39 0.02
 06.11.12 08:00 0.00 0.28 0.10 1.42 0.02
 -------- 09:00 0.00 0.26 0.10 1.42 0.02
 -------- 10:00 0.00 0.24 0.12 1.41 0.02
 -------- 11:00 0.00 0.22 0.11 1.40 0.02
 -------- 12:00 0.00 0.22 0.12 1.42 0.03
 06.11.12 13:00 0.00 0.18 0.12 1.44 0.03
 -------- 14:00 0.00 0.17 0.12 1.46 0.03
 -------- 15:00 0.00 0.15 0.13 1.44 0.04
 -------- 16:00 0.00 0.28 0.15 1.43 0.06
 -------- 17:00 0.01 0.21 0.17 1.46 0.08
 06.11.12 18:00 0.01 0.17 0.19 1.46 0.08
 -------- 19:00 0.01 0.15 0.17 1.46 0.08
 -------- 20:00 0.00 0.19 0.13 1.43 0.06
 -------- 21:00 0.00 0.23 0.11 1.43 0.05
 -------- 22:00 0.00 0.25 0.10 1.40 0.03
 06.11.12 23:00 0.00 0.26 0.10 1.40 0.03
 -------- 00:00 0.00 0.28 0.09 1.39 0.02
 -------- 01:00 0.00 0.30 0.06 1.34 0.02
 -------- 02:00 0.00 0.31 0.05 1.40 0.01
 -------- 03:00 0.00 0.32 0.05 1.39 0.01
 07.11.12 04:00 0.00 0.35 0.04 1.37 0.01
 -------- 05:00 0.00 0.34 0.05 1.36 0.02
 -------- 06:00 0.00 0.32 0.08 1.37 0.03
 -------- 07:00 0.00 0.29 0.12 1.44 0.05
 -------- 08:00 0.01 0.18 0.14 1.42 0.09
 07.11.12 09:00 0.00 0.24 0.10 1.42 0.03
 -------- 10:00 0.00 0.26 0.08 1.37 0.02
 -------- 11:00 0.00 0.26 0.09 1.37 0.02
