 Date Time SO2 OZ NO2 CHX NO
 18.12.12 00:00 0.00 0.01 0.26 1.67 0.16
 -------- 01:00 0.00 0.01 0.25 1.61 0.12
 -------- 02:00 0.00 0.01 0.24 1.60 0.11
 -------- 03:00 0.00 0.01 0.25 1.58 0.08
 -------- 04:00 0.00 0.01 0.24 1.60 0.08
 18.12.12 05:00 0.00 ---- 0.26 1.62 0.11
 -------- 06:00 0.00 0.01 0.26 1.65 0.15
 -------- 07:00 0.00 0.01 0.26 1.73 0.19
 -------- 08:00 0.01 0.01 0.26 1.74 0.29
 -------- 09:00 0.01 0.01 0.28 1.81 0.35
 18.12.12 10:00 0.01 0.01 0.30 1.79 0.32
 -------- 11:00 0.01 0.01 0.29 1.77 0.35
 -------- 12:00 0.01 0.01 0.32 1.82 0.44
 -------- 13:00 0.01 0.01 0.33 1.88 0.41
 -------- 14:00 0.01 0.01 0.34 1.91 0.50
 18.12.12 15:00 0.01 0.01 0.33 1.93 0.46
 -------- 16:00 0.01 0.01 0.35 1.95 0.51
 -------- 17:00 0.01 0.01 0.33 1.81 0.40
 -------- 18:00 0.01 ---- 0.28 1.76 0.26
 -------- 19:00 0.01 ---- 0.26 1.77 0.26
 18.12.12 20:00 0.01 0.01 0.26 1.76 0.26
 -------- 21:00 0.01 ---- 0.26 1.73 0.26
 -------- 22:00 0.01 0.01 0.25 1.76 0.29
 -------- 23:00 0.01 ---- 0.26 1.69 0.20
 -------- 00:00 0.01 ---- 0.23 1.58 0.09
 19.12.12 01:00 0.00 ---- 0.24 1.65 0.13
 -------- 02:00 0.00 ---- 0.23 1.59 0.10
 -------- 03:00 0.00 ---- 0.24 1.54 0.08
 -------- 04:00 0.00 ---- 0.25 1.73 0.10
 -------- 05:00 0.00 ---- 0.26 1.59 0.10
 19.12.12 06:00 0.00 0.01 0.23 1.64 0.12
 -------- 07:00 0.01 ---- 0.25 1.59 0.20
 -------- 08:00 0.01 0.01 0.26 1.66 0.29
 -------- 09:00 0.01 0.01 0.25 1.72 0.30
 -------- 10:00 0.01 0.01 0.25 1.71 0.30
 19.12.12 11:00 0.01 0.01 0.26 1.69 0.30
 -------- 12:00 0.01 0.01 0.25 1.63 0.26
 -------- 13:00 0.01 0.02 0.25 1.69 0.30
 -------- 14:00 0.01 0.01 0.26 1.64 0.31
 -------- 15:00 0.02 0.02 0.30 1.67 0.33
 19.12.12 16:00 0.02 0.01 0.33 1.74 0.45
 -------- 17:00 0.02 0.01 0.35 1.92 0.53
 -------- 18:00 0.01 0.01 0.31 1.77 0.41
 -------- 19:00 0.01 0.01 0.30 1.77 0.31
 -------- 20:00 0.01 0.01 0.31 1.65 0.29
 19.12.12 21:00 0.01 0.01 0.32 1.70 0.34
 -------- 22:00 0.02 0.01 0.32 1.68 0.26
 -------- 23:00 0.02 ---- 0.30 1.57 0.18
 -------- 00:00 0.01 ---- 0.30 1.55 0.14
