 Date Time SO2 OZ NO2 CHX NO
 16.12.12 00:00 0.01 ---- 0.27 1.57 0.15
 -------- 01:00 0.00 ---- 0.26 1.55 0.12
 -------- 02:00 0.00 ---- 0.25 1.58 0.10
 -------- 03:00 0.00 ---- 0.24 1.57 0.09
 -------- 04:00 0.00 ---- 0.22 1.55 0.06
 16.12.12 05:00 0.00 ---- 0.22 1.54 0.06
 -------- 06:00 0.00 ---- 0.23 1.55 0.06
 -------- 07:00 0.00 ---- 0.22 1.57 0.09
 -------- 08:00 0.00 ---- 0.25 1.57 0.11
 -------- 09:00 0.00 0.01 0.24 1.60 0.14
 16.12.12 10:00 0.01 0.01 0.29 1.67 0.25
 -------- 11:00 0.01 0.01 0.26 1.69 0.22
 -------- 12:00 0.01 0.01 0.25 1.68 0.26
 -------- 13:00 0.01 0.02 0.27 1.66 0.27
 -------- 14:00 0.01 0.02 0.29 1.71 0.27
 16.12.12 15:00 0.01 0.02 0.30 1.67 0.27
 -------- 16:00 0.01 0.02 0.33 1.70 0.26
 -------- 17:00 0.01 0.01 0.33 1.67 0.22
 -------- 18:00 0.01 0.01 0.32 1.79 0.31
 -------- 19:00 0.01 0.01 0.32 1.76 0.33
 16.12.12 20:00 0.01 0.01 0.32 1.70 0.30
 -------- 21:00 0.01 0.01 0.33 1.81 0.39
 -------- 22:00 0.01 0.01 0.32 1.86 0.38
 -------- 23:00 0.01 0.01 0.30 1.81 0.34
 -------- 00:00 0.01 ---- 0.32 1.76 0.27
 17.12.12 01:00 0.01 0.01 0.31 1.83 0.27
 -------- 02:00 0.01 0.01 0.31 1.90 0.29
 -------- 03:00 0.01 ---- 0.31 1.96 0.26
 -------- 04:00 0.01 ---- 0.30 1.98 0.26
 -------- 05:00 0.01 0.01 0.30 2.01 0.33
 17.12.12 06:00 0.01 0.01 0.31 2.23 0.50
 -------- 07:00 0.01 0.01 0.34 2.35 0.50
 -------- 08:00 0.01 0.01 0.36 2.45 0.53
 -------- 09:00 0.01 0.02 0.34 2.33 0.69
 -------- 10:00 0.01 0.01 0.31 1.92 0.29
 17.12.12 11:00 0.01 0.01 0.30 1.76 0.21
 -------- 12:00 0.01 0.01 0.32 1.74 0.29
 -------- 13:00 0.01 0.03 0.32 1.61 0.23
 -------- 14:00 0.01 0.03 0.32 1.59 0.24
 -------- 15:00 0.01 0.07 0.28 1.53 0.18
 17.12.12 16:00 0.00 0.11 0.26 1.50 0.09
 -------- 17:00 0.00 0.07 0.29 1.58 0.10
 -------- 18:00 0.01 0.02 0.32 1.66 0.21
 -------- 19:00 0.00 0.01 0.33 1.66 0.17
 -------- 20:00 0.00 0.01 0.33 1.66 0.17
 17.12.12 21:00 0.00 0.01 0.31 1.64 0.16
 -------- 22:00 0.00 ---- 0.27 1.62 0.13
 -------- 23:00 0.00 0.01 0.26 1.62 0.14
