 Date Time SO2 OZ NO2 CHX NO
 20.03.13 00:00 ---- 0.12 ---- 1.91 ----
 -------- 01:00 ---- 0.14 ---- 1.91 ----
 -------- 02:00 ---- 0.18 ---- 1.72 ----
 -------- 03:00 ---- 0.16 ---- 1.67 ----
 -------- 04:00 ---- 0.11 ---- 1.79 ----
 20.03.13 05:00 ---- 0.11 ---- 1.66 ----
 -------- 06:00 ---- 0.12 ---- 1.61 ----
 -------- 07:00 ---- 0.11 ---- 1.71 ----
 -------- 08:00 ---- 0.10 ---- 1.82 ----
 -------- 09:00 ---- 0.12 ---- 1.81 ----
 20.03.13 10:00 ---- 0.11 ---- 1.67 ----
 -------- 11:00 ---- 0.14 ---- 1.55 ----
 -------- 12:00 ---- 0.15 ---- 1.56 ----
 -------- 13:00 ---- 0.19 ---- 1.51 ----
 -------- 14:00 ---- 0.19 ---- 1.51 ----
 20.03.13 15:00 ---- 0.21 ---- 1.50 ----
 -------- 16:00 ---- 0.22 ---- 1.49 ----
 -------- 17:00 ---- 0.22 ---- 1.50 ----
 -------- 18:00 ---- 0.21 ---- 1.51 ----
 -------- 19:00 ---- 0.22 ---- 1.50 ----
 20.03.13 20:00 ---- 0.21 ---- 1.53 ----
 -------- 21:00 ---- 0.20 ---- 1.59 ----
 -------- 22:00 ---- 0.20 ---- 1.51 ----
 -------- 23:00 ---- 0.24 ---- 1.49 ----
 -------- 00:00 ---- 0.24 ---- 1.49 ----
 21.03.13 01:00 ---- 0.25 ---- 1.48 ----
 -------- 02:00 ---- 0.26 ---- 1.47 ----
 -------- 03:00 ---- 0.25 ---- 1.47 ----
 -------- 04:00 ---- 0.24 ---- 1.47 ----
 -------- 05:00 ---- 0.19 ---- 1.69 ----
 21.03.13 06:00 ---- 0.18 ---- 1.64 ----
 -------- 07:00 ---- 0.15 ---- 1.64 ----
 -------- 08:00 ---- 0.10 ---- 1.73 ----
 -------- 09:00 ---- 0.12 ---- 1.59 ----
 -------- 10:00 ---- 0.15 ---- 1.68 ----
 21.03.13 11:00 ---- 0.16 ---- 1.58 ----
 -------- 12:00 ---- 0.18 ---- 1.56 ----
 -------- 13:00 ---- 0.18 ---- 1.54 ----
 -------- 14:00 ---- 0.17 ---- 1.55 ----
 -------- 15:00 ---- 0.19 ---- 1.51 ----
 21.03.13 16:00 ---- 0.17 ---- 1.52 ----
 -------- 17:00 ---- 0.17 ---- 1.54 ----
 -------- 18:00 ---- 0.18 ---- 1.53 ----
 -------- 19:00 ---- 0.16 ---- 1.53 ----
 -------- 20:00 ---- 0.10 ---- 1.58 ----
 21.03.13 21:00 ---- 0.07 ---- 1.63 ----
 -------- 22:00 ---- 0.07 ---- 1.70 ----
 -------- 23:00 ---- 0.10 ---- 1.64 ----
