 Date Time SO2 OZ NO2 CHX NO
 24.09.12 12:00 0.00 0.22 0.08 1.46 0.06
 -------- 13:00 0.00 0.22 0.08 1.47 0.05
 -------- 14:00 0.00 0.25 0.09 1.48 0.05
 -------- 15:00 0.00 0.27 0.08 1.46 0.04
 -------- 16:00 0.00 0.28 0.08 1.45 0.03
 24.09.12 17:00 0.00 0.23 0.09 1.47 0.05
 -------- 18:00 0.00 0.20 0.09 1.47 0.05
 -------- 19:00 0.00 0.16 0.08 1.47 0.05
 -------- 20:00 0.00 0.14 0.08 1.48 0.06
 -------- 21:00 0.00 0.17 0.07 1.46 0.05
 24.09.12 22:00 0.00 0.16 0.07 1.48 0.06
 -------- 23:00 0.00 0.14 0.07 1.49 0.07
 -------- 00:00 0.00 0.14 0.07 1.47 0.07
 -------- 01:00 0.00 0.13 0.07 1.47 0.08
 -------- 02:00 0.00 0.15 0.06 1.46 0.07
 25.09.12 03:00 0.00 0.17 0.05 1.44 0.07
 -------- 04:00 0.00 0.17 0.05 1.44 0.07
 -------- 05:00 0.00 0.17 0.06 1.46 0.07
 -------- 06:00 0.00 0.15 0.07 1.48 0.08
 -------- 07:00 0.00 0.10 0.09 1.49 0.11
 25.09.12 08:00 0.01 0.08 0.11 1.51 0.13
 -------- 09:00 0.00 0.10 0.11 1.51 0.13
 -------- 10:00 0.01 0.13 0.10 1.51 0.11
 -------- 11:00 0.00 0.16 0.10 1.49 0.10
 -------- 12:00 0.00 0.19 0.11 1.51 0.09
 25.09.12 13:00 0.01 0.20 0.10 1.48 0.09
 -------- 14:00 0.01 0.18 0.11 1.48 0.10
 -------- 15:00 0.00 0.19 0.12 1.49 0.10
 -------- 16:00 0.00 0.18 0.12 1.49 0.10
 -------- 17:00 0.01 0.17 0.12 1.50 0.11
 25.09.12 18:00 0.01 0.14 0.13 1.49 0.12
 -------- 19:00 0.01 0.09 0.13 1.53 0.14
 -------- 20:00 0.01 0.08 0.11 1.53 0.15
 -------- 21:00 0.01 0.11 0.10 1.48 0.14
 -------- 22:00 0.00 0.13 0.09 1.49 0.13
 25.09.12 23:00 0.00 0.11 0.09 1.48 0.12
 -------- 00:00 0.00 0.14 0.07 1.48 0.09
 -------- 01:00 0.00 0.15 0.07 1.46 0.08
 -------- 02:00 0.00 0.14 0.06 1.45 0.08
 -------- 03:00 0.00 0.14 0.06 1.44 0.08
 26.09.12 04:00 0.00 0.13 0.06 1.44 0.08
 -------- 05:00 0.00 0.11 0.06 1.45 0.09
 -------- 06:00 0.00 0.06 0.08 1.51 0.11
 -------- 07:00 0.00 0.04 0.09 1.55 0.14
 -------- 08:00 0.01 0.01 0.11 1.65 0.21
 26.09.12 09:00 0.01 0.04 0.09 1.52 0.15
 -------- 10:00 0.01 0.07 0.09 1.50 0.14
 -------- 11:00 0.01 0.10 0.10 1.51 0.15
