 Date Time SO2 OZ NO2 CHX NO
 03.01.13 12:00 0.00 0.19 0.11 1.60 0.02
 -------- 13:00 0.00 0.17 0.18 1.55 0.06
 -------- 14:00 0.00 0.12 0.22 1.60 0.13
 -------- 15:00 0.01 0.12 0.22 1.60 0.10
 -------- 16:00 0.00 0.16 0.20 1.55 0.08
 03.01.13 17:00 0.00 0.15 0.21 1.54 0.08
 -------- 18:00 0.00 0.12 0.21 1.56 0.09
 -------- 19:00 0.00 0.12 0.18 1.51 0.05
 -------- 20:00 0.00 0.19 0.14 1.49 0.03
 -------- 21:00 0.00 0.18 0.13 1.50 0.03
 03.01.13 22:00 0.00 0.15 0.15 1.49 0.04
 -------- 23:00 0.00 0.17 0.13 1.50 0.03
 -------- 00:00 0.00 0.15 0.14 1.53 0.04
 -------- 01:00 0.00 0.17 0.11 1.52 0.02
 -------- 02:00 0.00 0.18 0.09 1.46 0.01
 04.01.13 03:00 0.00 0.18 0.10 1.42 0.01
 -------- 04:00 0.00 0.19 0.10 1.42 0.01
 -------- 05:00 0.00 0.19 0.11 1.41 0.02
 -------- 06:00 0.00 0.18 0.13 1.41 0.02
 -------- 07:00 0.00 0.19 0.12 1.40 0.02
 04.01.13 08:00 0.00 0.11 0.17 1.43 0.07
 -------- 09:00 0.00 0.08 0.20 1.46 0.10
 -------- 10:00 0.00 0.07 0.20 1.50 0.11
 -------- 11:00 0.00 0.08 0.19 1.48 0.07
 -------- 12:00 0.00 0.08 0.20 1.51 0.10
 04.01.13 13:00 0.00 0.08 0.20 1.54 0.11
 -------- 14:00 0.01 0.06 0.23 1.57 0.15
 -------- 15:00 0.01 0.06 0.22 1.57 0.14
 -------- 16:00 0.01 0.06 0.23 1.54 0.13
 -------- 17:00 0.01 0.06 0.22 1.56 0.10
 04.01.13 18:00 0.01 0.04 0.24 1.60 0.18
 -------- 19:00 0.01 0.04 0.21 1.55 0.10
 -------- 20:00 0.01 0.02 0.20 1.66 0.18
 -------- 21:00 0.01 0.03 0.19 1.64 0.13
 -------- 22:00 0.01 0.02 0.20 1.64 0.15
 04.01.13 23:00 0.01 0.01 0.20 1.66 0.11
 -------- 00:00 0.00 0.03 0.18 1.64 0.06
 -------- 01:00 0.00 0.01 0.17 1.62 0.07
 -------- 02:00 0.00 0.03 0.19 1.58 0.06
 -------- 03:00 0.00 0.05 0.18 1.56 0.06
 05.01.13 04:00 0.00 0.08 0.15 1.52 0.03
 -------- 05:00 0.00 0.09 0.16 1.57 0.04
 -------- 06:00 0.00 0.05 0.17 1.51 0.03
 -------- 07:00 0.00 0.08 0.17 1.65 0.03
 -------- 08:00 0.00 0.09 0.17 1.63 0.06
 05.01.13 09:00 0.00 0.11 0.16 1.52 0.03
 -------- 10:00 0.00 0.12 0.17 1.51 0.05
 -------- 11:00 0.00 0.10 0.18 1.45 0.05
