 Date Time SO2 OZ NO2 CHX NO
 17.01.13 00:00 0.00 0.07 0.24 1.49 0.05
 -------- 01:00 0.00 0.13 0.19 1.45 0.04
 -------- 02:00 0.00 0.19 0.17 1.42 0.02
 -------- 03:00 0.00 0.17 0.17 1.40 0.02
 -------- 04:00 0.00 0.20 0.18 1.40 0.03
 17.01.13 05:00 0.00 0.21 0.16 1.40 0.02
 -------- 06:00 0.00 0.19 0.18 1.42 0.04
 -------- 07:00 0.00 0.12 0.22 1.46 0.09
 -------- 08:00 0.00 0.09 0.26 1.53 0.14
 -------- 09:00 0.00 0.06 0.26 1.54 0.12
 17.01.13 10:00 0.00 0.11 0.23 1.52 0.09
 -------- 11:00 0.00 0.11 0.25 1.51 0.10
 -------- 12:00 0.00 0.13 0.22 1.50 0.08
 -------- 13:00 0.00 0.13 0.23 1.52 0.10
 -------- 14:00 0.00 0.13 0.25 1.54 0.11
 17.01.13 15:00 0.00 0.18 0.20 1.52 0.07
 -------- 16:00 0.00 0.21 0.17 1.52 0.06
 -------- 17:00 0.00 0.19 0.20 1.51 0.06
 -------- 18:00 0.00 0.19 0.18 1.50 0.05
 -------- 19:00 0.00 0.20 0.17 1.48 0.04
 17.01.13 20:00 0.00 0.19 0.19 1.49 0.06
 -------- 21:00 0.00 0.19 0.19 1.49 0.05
 -------- 22:00 0.00 0.20 0.18 1.49 0.04
 -------- 23:00 0.00 0.23 0.15 1.49 0.03
 -------- 00:00 0.00 0.24 0.16 1.48 0.03
 18.01.13 01:00 0.00 0.29 0.12 1.47 0.02
 -------- 02:00 0.00 0.31 0.10 1.46 0.01
 -------- 03:00 0.00 0.34 0.09 1.46 0.01
 -------- 04:00 0.00 0.32 0.08 1.46 0.01
 -------- 05:00 0.00 0.32 0.11 1.47 0.02
 18.01.13 06:00 0.00 0.26 0.14 1.49 0.04
 -------- 07:00 0.00 0.16 0.19 1.51 0.07
 -------- 08:00 0.00 0.16 0.20 1.52 0.06
 -------- 09:00 0.00 0.14 0.22 1.55 0.08
 -------- 10:00 0.00 0.14 0.20 1.53 0.06
 18.01.13 11:00 0.00 0.15 0.18 1.54 0.08
 -------- 12:00 0.00 0.12 0.22 1.56 0.12
 -------- 13:00 0.00 0.14 0.22 1.55 0.10
 -------- 14:00 0.00 0.11 0.23 1.55 0.13
 -------- 15:00 0.00 0.12 0.23 1.59 0.15
 18.01.13 16:00 0.00 0.08 0.25 1.60 0.14
 -------- 17:00 0.00 0.09 0.23 1.58 0.11
 -------- 18:00 0.00 0.10 0.23 1.58 0.10
 -------- 19:00 0.00 0.11 0.21 1.59 0.07
 -------- 20:00 0.00 0.11 0.21 1.55 0.08
 18.01.13 21:00 0.00 0.10 0.21 1.56 0.08
 -------- 22:00 0.00 0.12 0.20 1.54 0.05
 -------- 23:00 0.00 0.13 0.20 1.53 0.06
 -------- 00:00 0.00 0.14 0.18 1.52 0.03
