 Date Time SO2 OZ NO2 CHX NO
 11.10.12 00:00 0.00 0.28 0.06 1.43 0.02
 -------- 01:00 0.00 0.28 0.05 1.43 0.02
 -------- 02:00 0.00 0.29 0.04 1.42 0.01
 -------- 03:00 0.00 0.29 0.03 1.42 0.01
 -------- 04:00 0.00 0.30 0.04 1.42 0.02
 11.10.12 05:00 0.00 0.25 0.04 1.42 0.02
 -------- 06:00 0.00 0.24 0.05 1.42 0.02
 -------- 07:00 0.00 0.21 0.06 1.43 0.03
 -------- 08:00 0.00 0.18 0.09 1.43 0.04
 -------- 09:00 0.00 0.23 0.09 1.43 0.04
 11.10.12 10:00 0.00 0.26 0.08 1.42 0.03
 -------- 11:00 0.00 0.23 0.10 1.43 0.04
 -------- 12:00 0.00 0.26 0.08 1.43 0.03
 -------- 13:00 0.00 0.19 0.09 1.44 0.05
 -------- 14:00 0.00 0.18 0.09 1.43 0.04
 11.10.12 15:00 0.00 0.17 0.09 1.46 0.05
 -------- 16:00 0.00 0.18 0.09 1.45 0.04
 -------- 17:00 0.00 0.15 0.11 1.47 0.06
 -------- 18:00 0.00 0.11 0.13 1.47 0.06
 -------- 19:00 0.00 0.12 0.11 1.47 0.05
 11.10.12 20:00 0.00 0.09 0.12 1.48 0.05
 -------- 21:00 0.00 0.09 0.10 1.48 0.05
 -------- 22:00 0.00 0.11 0.09 1.46 0.04
 -------- 23:00 0.00 0.07 0.10 1.50 0.05
 -------- 00:00 0.01 0.04 0.10 1.53 0.07
 12.10.12 01:00 0.00 0.09 0.08 1.49 0.03
 -------- 02:00 0.00 0.09 0.08 1.51 0.03
 -------- 03:00 0.00 0.08 0.08 1.53 0.05
 -------- 04:00 0.00 0.06 0.08 1.53 0.04
 -------- 05:00 0.00 0.12 0.06 1.49 0.03
 12.10.12 06:00 0.01 0.09 0.07 1.54 0.06
 -------- 07:00 0.01 0.07 0.10 1.50 0.10
 -------- 08:00 0.01 0.02 0.12 1.62 0.24
 -------- 09:00 0.01 0.01 0.12 1.67 0.24
 -------- 10:00 0.01 0.01 0.12 1.69 0.20
 12.10.12 11:00 0.01 0.01 0.14 1.69 0.23
 -------- 12:00 0.01 0.03 0.14 1.57 0.19
 -------- 13:00 0.01 0.03 0.16 1.55 0.17
 -------- 14:00 0.01 0.03 0.19 1.58 0.18
 -------- 15:00 0.01 0.02 0.21 1.64 0.21
 12.10.12 16:00 0.01 0.01 0.27 1.85 0.26
 -------- 17:00 0.01 ---- 0.26 1.77 0.19
 -------- 18:00 0.01 ---- 0.22 1.70 0.18
 -------- 19:00 0.01 ---- 0.20 1.60 0.14
 -------- 20:00 0.01 0.01 0.19 1.56 0.12
 12.10.12 21:00 0.01 0.02 0.17 1.55 0.08
 -------- 22:00 0.01 0.03 0.17 1.51 0.07
 -------- 23:00 0.01 0.05 0.15 1.51 0.06
