 Date Time SO2 OZ NO2 CHX NO
 15.02.13 12:00 0.01 0.02 0.39 1.68 0.22
 -------- 13:00 0.01 0.03 0.37 1.70 0.25
 -------- 14:00 0.01 0.04 0.35 1.60 0.21
 -------- 15:00 0.01 0.06 0.35 1.60 0.20
 -------- 16:00 0.01 0.10 0.33 1.56 0.16
 15.02.13 17:00 0.01 0.09 0.32 1.91 0.18
 -------- 18:00 0.01 0.07 0.35 2.13 0.21
 -------- 19:00 0.01 0.06 0.34 1.83 0.22
 -------- 20:00 0.01 0.05 0.33 1.71 0.17
 -------- 21:00 0.00 0.19 0.23 1.47 0.76
 15.02.13 22:00 0.00 0.23 0.23 1.50 0.04
 -------- 23:00 0.00 0.16 0.27 1.71 0.07
 -------- 00:00 0.00 0.08 0.37 1.71 0.17
 -------- 01:00 0.00 0.01 0.40 1.76 0.16
 -------- 02:00 0.01 0.01 0.36 1.94 0.22
 16.02.13 03:00 0.01 0.01 0.35 2.01 0.18
 -------- 04:00 0.00 0.01 0.35 1.85 0.17
 -------- 05:00 0.00 0.01 0.33 1.88 0.20
 -------- 06:00 0.01 0.01 0.32 1.87 0.22
 -------- 07:00 0.01 0.01 0.31 1.84 0.28
 16.02.13 08:00 0.01 0.01 0.37 2.18 0.36
 -------- 09:00 0.01 0.01 0.38 2.18 0.59
 -------- 10:00 0.01 0.02 0.38 2.23 0.63
 -------- 11:00 0.01 0.01 0.43 2.22 0.59
 -------- 12:00 0.01 0.01 0.43 2.18 0.50
 16.02.13 13:00 0.01 0.02 0.40 1.84 0.25
 -------- 14:00 0.01 0.04 0.42 1.86 0.25
 -------- 15:00 0.01 0.07 0.39 1.65 0.17
 -------- 16:00 0.00 0.12 0.35 1.55 0.11
 -------- 17:00 0.01 0.11 0.38 1.63 0.17
 16.02.13 18:00 0.00 0.03 0.41 1.77 0.10
 -------- 19:00 0.00 0.02 0.38 1.73 0.08
 -------- 20:00 0.00 0.14 0.28 1.62 0.04
 -------- 21:00 0.00 0.23 0.23 1.52 0.05
 -------- 22:00 0.00 0.27 0.21 1.49 0.03
 16.02.13 23:00 0.00 0.28 0.20 1.48 0.03
 -------- 00:00 0.00 0.29 0.20 1.51 0.03
 -------- 01:00 0.00 0.29 0.21 1.63 0.03
 -------- 02:00 0.00 0.27 0.21 1.71 0.03
 -------- 03:00 0.00 0.31 0.17 1.49 0.02
 17.02.13 04:00 0.00 0.28 0.18 1.58 0.03
 -------- 05:00 0.00 0.24 0.20 2.04 0.03
 -------- 06:00 0.00 0.29 0.20 2.07 0.03
 -------- 07:00 0.00 0.30 0.19 2.01 0.03
 -------- 08:00 0.00 0.38 0.19 1.43 0.03
 17.02.13 09:00 0.00 0.20 0.26 1.54 0.09
 -------- 10:00 0.00 0.25 0.25 1.49 0.08
 -------- 11:00 0.00 0.17 0.30 1.52 0.14
 -------- 12:00 0.00 0.24 0.24 1.48 0.08
