 Date Time SO2 OZ NO2 CHX NO
 06.02.13 00:00 0.00 0.32 0.18 1.44 0.02
 -------- 01:00 0.00 0.34 0.17 1.41 0.02
 -------- 02:00 0.00 0.36 0.17 1.42 0.02
 -------- 03:00 0.00 0.38 0.15 1.39 0.01
 -------- 04:00 0.00 0.41 0.15 1.42 0.01
 06.02.13 05:00 0.00 0.39 0.17 1.42 0.02
 -------- 06:00 0.00 0.38 0.19 1.38 0.02
 -------- 07:00 0.00 0.31 0.21 1.40 0.03
 -------- 08:00 0.00 0.30 0.22 1.39 0.03
 -------- 09:00 0.00 0.26 0.26 1.41 0.05
 06.02.13 10:00 0.00 0.34 0.21 1.40 0.05
 -------- 11:00 0.00 0.32 0.24 1.39 0.04
 -------- 12:00 0.00 0.35 0.22 1.42 0.04
 -------- 13:00 0.00 0.32 0.23 1.44 0.04
 -------- 14:00 0.00 0.29 0.27 1.45 0.06
 06.02.13 15:00 0.00 0.19 0.33 1.50 0.13
 -------- 16:00 0.00 0.20 0.33 1.48 0.08
 -------- 17:00 0.00 0.22 0.32 1.49 0.08
 -------- 18:00 0.00 0.24 0.31 1.47 0.07
 -------- 19:00 0.00 0.26 0.26 1.45 0.04
 06.02.13 20:00 0.00 0.21 0.26 1.53 0.04
 -------- 21:00 0.00 0.19 0.25 1.46 0.04
 -------- 22:00 0.00 0.22 0.21 1.45 0.03
 -------- 23:00 0.00 0.22 0.22 1.44 0.03
 -------- 00:00 0.00 0.29 0.19 1.44 0.02
 07.02.13 01:00 0.00 0.28 0.20 1.42 0.02
 -------- 02:00 0.00 0.26 0.20 1.42 0.02
 -------- 03:00 0.00 0.26 0.21 1.42 0.02
 -------- 04:00 0.00 0.36 0.19 1.40 0.02
 -------- 05:00 0.00 0.31 0.23 1.42 0.04
 07.02.13 06:00 0.00 0.30 0.21 1.44 0.03
 -------- 07:00 0.00 0.26 0.25 1.48 0.07
 -------- 08:00 0.00 0.26 0.23 1.50 0.05
 -------- 09:00 0.00 0.22 0.24 1.49 0.06
 -------- 10:00 0.00 0.18 0.21 1.50 0.05
 07.02.13 11:00 0.00 0.19 0.24 1.51 0.06
 -------- 12:00 0.00 0.19 0.23 1.47 0.05
 -------- 13:00 0.00 0.20 0.23 1.49 0.05
 -------- 14:00 0.00 0.17 0.24 1.51 0.08
 -------- 15:00 0.00 0.16 0.26 1.53 0.10
 07.02.13 16:00 0.00 0.17 0.28 1.65 0.10
 -------- 17:00 0.00 0.14 0.30 1.55 0.10
 -------- 18:00 0.00 0.04 0.35 1.57 0.18
 -------- 19:00 0.01 0.03 0.34 1.55 0.12
 -------- 20:00 0.00 0.09 0.29 1.51 0.09
 07.02.13 21:00 0.00 0.11 0.26 1.48 0.07
 -------- 22:00 0.00 0.19 0.24 1.49 0.06
 -------- 23:00 0.00 0.25 0.20 1.45 0.04
 -------- 00:00 0.00 0.26 0.19 1.47 0.02
