 Date Time SO2 OZ NO2 CHX NO
 29.01.13 12:00 0.00 0.13 0.30 1.55 0.11
 -------- 13:00 0.00 0.11 0.34 1.55 0.12
 -------- 14:00 0.00 0.12 0.34 1.58 0.14
 -------- 15:00 0.01 0.09 0.37 1.61 0.19
 -------- 16:00 0.01 0.10 0.36 1.61 0.15
 29.01.13 17:00 0.01 0.07 0.38 1.66 0.18
 -------- 18:00 0.01 0.01 0.42 1.76 0.33
 -------- 19:00 0.01 0.01 0.41 1.64 0.24
 -------- 20:00 0.01 0.01 0.44 1.67 0.22
 -------- 21:00 0.01 0.01 0.41 1.62 0.19
 29.01.13 22:00 0.00 0.03 0.40 1.56 0.10
 -------- 23:00 0.00 0.04 0.36 1.51 0.07
 -------- 00:00 0.00 0.01 0.41 1.64 0.14
 -------- 01:00 0.00 0.01 0.38 1.56 0.07
 -------- 02:00 0.00 0.03 0.35 1.52 0.04
 30.01.13 03:00 0.00 0.04 0.35 1.56 0.05
 -------- 04:00 0.00 0.01 0.39 1.60 0.05
 -------- 05:00 0.00 0.01 0.40 1.61 0.07
 -------- 06:00 0.00 0.01 0.40 1.68 0.14
 -------- 07:00 0.01 0.01 0.42 1.79 0.32
 30.01.13 08:00 0.01 ---- 0.44 1.78 0.32
 -------- 09:00 0.01 ---- 0.42 1.73 0.25
 -------- 10:00 0.01 0.01 0.43 1.72 0.27
 -------- 11:00 0.01 0.01 0.41 1.69 0.24
 -------- 12:00 0.01 0.01 0.43 1.74 0.27
 30.01.13 13:00 0.01 0.01 0.42 1.77 0.28
 -------- 14:00 0.01 0.01 0.43 1.69 0.27
 -------- 15:00 0.01 0.02 0.42 1.72 0.26
 -------- 16:00 0.01 0.01 0.41 1.71 0.24
 -------- 17:00 0.01 0.01 0.45 1.80 0.27
 30.01.13 18:00 0.01 0.01 0.43 1.82 0.21
 -------- 19:00 0.01 0.01 0.40 1.92 0.16
 -------- 20:00 0.01 ---- 0.41 1.75 0.17
 -------- 21:00 0.00 ---- 0.39 1.61 0.11
 -------- 22:00 0.00 0.02 0.35 1.56 0.06
 30.01.13 23:00 0.00 0.10 0.32 1.50 0.05
 -------- 00:00 0.00 0.19 0.26 1.46 0.02
 -------- 01:00 0.00 0.24 0.22 1.42 0.02
 -------- 02:00 0.00 0.26 0.21 1.40 0.02
 -------- 03:00 0.00 0.29 0.20 1.39 0.02
 31.01.13 04:00 0.00 0.29 0.20 1.41 0.02
 -------- 05:00 0.00 0.27 0.23 1.40 0.03
 -------- 06:00 0.00 0.27 0.24 1.43 0.03
 -------- 07:00 0.00 0.23 0.27 1.47 0.04
 -------- 08:00 0.00 0.17 0.29 1.50 0.09
 31.01.13 09:00 0.00 0.14 0.31 1.53 0.09
 -------- 10:00 0.00 0.16 0.29 1.52 0.06
 -------- 11:00 0.00 0.16 0.28 1.48 0.06
 -------- 12:00 0.00 0.19 0.27 1.47 0.06
