 Date Time SO2 OZ NO2 CHX NO
 04.03.13 12:00 0.00 0.29 0.21 1.46 0.05
 -------- 13:00 0.00 0.32 0.17 1.45 0.04
 -------- 14:00 0.00 0.31 0.20 1.46 0.05
 -------- 15:00 0.00 0.32 0.17 1.46 0.03
 -------- 16:00 0.00 0.32 0.18 1.46 0.03
 04.03.13 17:00 0.00 0.30 0.19 1.49 0.03
 -------- 18:00 0.00 0.29 0.19 1.44 0.02
 -------- 19:00 ---- 0.32 0.16 1.44 0.02
 -------- 20:00 ---- 0.30 0.19 1.47 0.02
 -------- 21:00 ---- 0.26 0.25 1.50 0.45
 04.03.13 22:00 ---- 0.24 0.26 1.47 0.01
 -------- 23:00 ---- 0.21 0.28 1.47 0.03
 -------- 00:00 ---- 0.20 0.33 1.56 0.05
 -------- 01:00 0.00 0.15 0.42 1.51 0.05
 -------- 02:00 0.00 0.12 0.48 1.67 0.06
 05.03.13 03:00 0.00 0.13 0.39 1.82 0.03
 -------- 04:00 ---- 0.17 0.31 1.55 0.02
 -------- 05:00 0.00 0.10 0.54 1.75 0.13
 -------- 06:00 0.00 0.07 0.58 1.72 0.17
 -------- 07:00 0.00 0.07 0.66 1.73 0.34
 05.03.13 08:00 0.01 0.04 0.75 1.97 0.60
 -------- 09:00 0.01 0.04 0.78 1.90 0.58
 -------- 10:00 0.01 0.05 0.74 1.78 0.52
 -------- 11:00 0.00 0.10 0.66 1.67 0.28
 -------- 12:00 0.00 0.16 0.55 1.59 0.22
 05.03.13 13:00 0.00 0.21 0.45 1.52 0.13
 -------- 14:00 0.00 0.19 0.52 1.54 0.15
 -------- 15:00 0.00 0.21 0.43 1.49 0.15
 -------- 16:00 0.00 0.23 0.36 1.51 0.09
 -------- 17:00 0.00 0.24 0.36 1.48 0.09
 05.03.13 18:00 0.00 0.22 0.38 1.47 0.09
 -------- 19:00 0.01 0.09 0.61 1.85 0.39
 -------- 20:00 0.01 0.03 0.66 1.80 0.36
 -------- 21:00 0.01 0.03 0.68 2.14 0.99
 -------- 22:00 0.01 0.03 0.62 1.93 0.76
 05.03.13 23:00 0.01 0.02 0.59 1.67 0.32
 -------- 00:00 0.00 0.01 0.66 1.64 0.24
 -------- 01:00 0.00 0.01 0.64 1.66 0.25
 -------- 02:00 0.00 0.01 0.65 1.61 0.14
 -------- 03:00 0.00 0.01 0.65 1.59 0.08
 06.03.13 04:00 0.00 0.02 0.67 1.57 0.09
 -------- 05:00 0.00 0.03 0.64 1.61 0.10
 -------- 06:00 0.00 0.04 0.62 1.64 0.15
 -------- 07:00 0.00 0.05 0.60 1.63 0.10
 -------- 08:00 0.00 0.05 0.58 1.63 0.12
 06.03.13 09:00 0.00 0.07 0.57 1.65 0.15
 -------- 10:00 0.00 0.09 0.50 1.59 0.13
 -------- 11:00 0.00 0.15 0.43 1.56 0.07
