 Date Time SO2 OZ NO2 CHX NO
 14.02.13 00:00 0.00 0.20 0.29 1.48 0.07
 -------- 01:00 0.00 0.27 0.25 1.43 0.04
 -------- 02:00 0.00 0.36 0.21 1.39 0.02
 -------- 03:00 0.00 0.36 0.20 1.37 0.01
 -------- 04:00 0.00 0.33 0.21 1.37 0.01
 14.02.13 05:00 0.00 0.32 0.19 1.39 0.02
 -------- 06:00 0.00 0.20 0.25 1.42 0.04
 -------- 07:00 0.00 0.11 0.31 1.72 0.10
 -------- 08:00 0.00 0.09 0.34 2.25 0.10
 -------- 09:00 0.00 0.09 0.30 2.08 0.11
 14.02.13 10:00 0.00 0.11 0.30 1.78 0.11
 -------- 11:00 0.00 0.13 0.28 1.67 0.11
 -------- 12:00 0.00 0.19 0.29 1.49 0.10
 -------- 13:00 0.00 0.30 0.25 1.52 0.09
 -------- 14:00 0.00 0.27 0.27 1.46 0.08
 14.02.13 15:00 0.00 0.29 0.27 1.44 0.07
 -------- 16:00 0.00 0.33 0.24 1.41 0.05
 -------- 17:00 0.00 0.30 0.29 1.46 0.07
 -------- 18:00 0.00 0.26 0.29 1.49 0.06
 -------- 19:00 0.00 0.17 0.34 1.46 0.10
 14.02.13 20:00 0.00 0.12 0.37 1.54 0.16
 -------- 21:00 0.01 0.04 0.43 1.63 0.24
 -------- 22:00 0.01 0.01 0.44 1.66 0.19
 -------- 23:00 0.01 0.01 0.43 1.71 0.16
 -------- 00:00 0.00 0.01 0.41 1.69 0.13
 15.02.13 01:00 0.00 0.01 0.41 1.71 0.12
 -------- 02:00 0.00 0.01 0.40 1.69 0.08
 -------- 03:00 0.00 ---- 0.39 1.69 0.06
 -------- 04:00 0.00 ---- 0.40 1.72 0.09
 -------- 05:00 0.00 ---- 0.38 1.75 0.09
 15.02.13 06:00 0.00 0.01 0.38 1.75 0.13
 -------- 07:00 0.01 ---- 0.40 1.78 0.25
 -------- 08:00 0.01 0.01 0.41 1.93 0.37
 -------- 09:00 0.01 ---- 0.42 1.85 0.29
 -------- 10:00 0.01 0.01 0.41 1.84 0.32
 15.02.13 11:00 0.01 0.01 0.42 1.77 0.27
 -------- 12:00 0.01 0.01 0.40 1.69 0.24
 -------- 13:00 0.01 0.03 0.37 1.70 0.25
 -------- 14:00 0.01 0.04 0.35 1.60 0.21
 -------- 15:00 0.01 0.06 0.35 1.60 0.20
 15.02.13 16:00 0.01 0.10 0.33 1.56 0.16
 -------- 17:00 0.01 0.09 0.32 1.91 0.18
 -------- 18:00 0.01 0.07 0.35 2.13 0.21
 -------- 19:00 0.01 0.06 0.34 1.83 0.22
 -------- 20:00 0.01 0.05 0.33 1.71 0.17
 15.02.13 21:00 0.00 0.19 0.23 1.47 0.76
 -------- 22:00 0.00 0.23 0.23 1.50 0.04
 -------- 23:00 0.00 0.16 0.27 1.71 0.07
 -------- 00:00 0.00 0.12 0.32 1.69 0.11
