 Date Time SO2 OZ NO2 CHX NO
 12.01.13 12:00 0.00 0.03 0.22 1.65 0.21
 -------- 13:00 0.01 0.04 0.22 1.63 0.15
 -------- 14:00 0.00 0.03 0.22 1.66 0.21
 -------- 15:00 0.01 0.03 0.22 1.67 0.21
 -------- 16:00 0.00 0.04 0.20 1.62 0.14
 12.01.13 17:00 0.01 0.02 0.23 1.68 0.25
 -------- 18:00 0.01 0.01 0.22 1.70 0.16
 -------- 19:00 0.01 ---- 0.22 1.91 0.13
 -------- 20:00 0.01 0.01 0.23 2.09 0.24
 -------- 21:00 0.01 0.01 0.23 2.31 0.27
 12.01.13 22:00 0.01 0.01 0.22 2.14 0.25
 -------- 23:00 0.01 0.01 0.23 1.93 0.23
 -------- 00:00 0.01 0.01 0.21 1.90 0.20
 -------- 01:00 0.01 0.01 0.21 1.98 0.12
 -------- 02:00 0.00 0.01 0.19 1.78 0.09
 13.01.13 03:00 0.00 0.03 0.17 1.83 0.04
 -------- 04:00 0.00 0.05 0.15 1.64 0.02
 -------- 05:00 0.00 0.07 0.15 1.55 0.04
 -------- 06:00 0.00 0.12 0.13 1.54 0.03
 -------- 07:00 0.00 0.13 0.13 1.51 0.02
 13.01.13 08:00 0.00 0.11 0.14 1.51 0.03
 -------- 09:00 0.00 0.11 0.13 1.51 0.02
 -------- 10:00 0.00 0.09 0.15 1.54 0.05
 -------- 11:00 0.00 0.11 0.15 1.53 0.06
 -------- 12:00 0.00 0.15 0.14 1.53 0.05
 13.01.13 13:00 0.00 0.17 0.14 1.52 0.05
 -------- 14:00 0.00 0.15 0.17 1.51 0.09
 -------- 15:00 0.00 0.16 0.16 1.51 0.08
 -------- 16:00 0.00 0.16 0.19 1.52 0.08
 -------- 17:00 0.00 0.16 0.17 1.53 0.08
 13.01.13 18:00 0.00 0.15 0.17 1.53 0.09
 -------- 19:00 0.00 0.12 0.17 1.62 0.09
 -------- 20:00 0.00 0.18 0.15 1.55 0.06
 -------- 21:00 0.00 0.18 0.15 1.52 0.05
 -------- 22:00 0.00 0.20 0.16 1.53 0.06
 13.01.13 23:00 0.00 0.21 0.14 1.51 0.04
 -------- 00:00 0.00 0.21 0.13 1.48 0.04
 -------- 01:00 0.00 0.23 0.12 1.48 0.02
 -------- 02:00 0.00 0.24 0.09 1.45 0.02
 -------- 03:00 0.00 0.26 0.09 1.44 0.01
 14.01.13 04:00 0.00 0.26 0.10 1.43 0.02
 -------- 05:00 0.00 0.24 0.10 1.43 0.02
 -------- 06:00 0.00 0.22 0.12 1.44 0.03
 -------- 07:00 0.00 0.17 0.16 1.48 0.06
 -------- 08:00 0.00 0.11 0.22 1.54 0.12
 14.01.13 09:00 0.00 0.09 0.21 1.51 0.09
 -------- 10:00 0.00 0.15 0.19 1.48 0.07
 -------- 11:00 0.00 0.13 0.21 1.52 0.09
 -------- 12:00 0.00 0.10 0.21 1.52 0.09
