 Date Time SO2 OZ NO2 CHX NO
 18.02.13 12:00 0.00 0.23 0.21 1.45 0.08
 -------- 13:00 0.00 0.25 0.22 1.44 0.07
 -------- 14:00 0.00 0.27 0.21 1.49 0.09
 -------- 15:00 0.00 0.26 0.24 1.53 0.08
 -------- 16:00 0.00 0.25 0.27 1.51 0.10
 18.02.13 17:00 0.00 0.24 0.29 1.52 0.10
 -------- 18:00 0.00 0.18 0.34 1.56 0.13
 -------- 19:00 0.00 0.17 0.34 1.58 0.14
 -------- 20:00 0.00 0.10 0.36 1.59 0.15
 -------- 21:00 0.00 0.13 0.33 1.56 0.12
 18.02.13 22:00 0.00 0.21 0.28 1.58 0.07
 -------- 23:00 0.00 0.18 0.29 1.58 0.08
 -------- 00:00 0.00 0.16 0.28 1.60 0.05
 -------- 01:00 0.00 0.17 0.27 1.60 0.05
 -------- 02:00 0.00 0.18 0.25 1.69 0.03
 19.02.13 03:00 0.00 0.10 0.28 1.72 0.03
 -------- 04:00 0.00 0.13 0.25 1.61 0.02
 -------- 05:00 0.00 0.19 0.24 1.55 0.04
 -------- 06:00 0.00 0.21 0.24 1.55 0.04
 -------- 07:00 0.00 0.17 0.29 1.62 0.11
 19.02.13 08:00 0.01 0.06 0.36 1.79 0.26
 -------- 09:00 0.01 0.04 0.34 1.73 0.24
 -------- 10:00 0.01 0.03 0.33 1.69 0.25
 -------- 11:00 0.01 0.06 0.32 1.65 0.21
 -------- 12:00 0.00 0.25 0.27 1.53 0.09
 19.02.13 13:00 0.00 0.31 0.28 1.51 0.10
 -------- 14:00 0.00 0.38 0.24 1.49 0.06
 -------- 15:00 0.00 0.36 0.25 1.51 0.07
 -------- 16:00 0.00 0.33 0.27 1.52 0.08
 -------- 17:00 0.00 0.28 0.33 1.51 0.10
 19.02.13 18:00 0.00 0.26 0.35 1.54 0.11
 -------- 19:00 0.00 0.22 0.36 1.57 0.11
 -------- 20:00 0.00 0.15 0.38 1.58 0.14
 -------- 21:00 0.00 0.24 0.33 1.53 0.08
 -------- 22:00 0.00 0.33 0.27 1.50 0.07
 19.02.13 23:00 0.00 0.30 0.30 1.51 0.06
 -------- 00:00 0.00 0.28 0.29 1.51 0.06
 -------- 01:00 0.00 0.13 0.35 1.59 0.10
 -------- 02:00 0.00 0.09 0.31 1.63 0.06
 -------- 03:00 0.00 0.15 0.26 1.61 0.03
 20.02.13 04:00 0.00 0.15 0.25 1.59 0.03
 -------- 05:00 0.00 0.15 0.25 1.63 0.05
 -------- 06:00 0.00 0.08 0.31 1.68 0.11
 -------- 07:00 0.00 0.08 0.31 1.68 0.15
 -------- 08:00 0.01 0.03 0.36 1.83 0.25
 20.02.13 09:00 0.01 0.02 0.36 1.96 0.41
 -------- 10:00 0.00 0.06 0.34 1.71 0.18
 -------- 11:00 0.00 0.09 0.31 1.71 0.15
 -------- 12:00 0.00 0.07 0.33 1.71 0.18
