 Date Time SO2 OZ NO2 CHX NO
 24.11.12 00:00 0.00 0.04 0.15 1.47 0.03
 -------- 01:00 0.00 0.07 0.14 1.49 0.02
 -------- 02:00 0.00 0.07 0.13 1.50 0.02
 -------- 03:00 0.00 0.12 0.11 1.49 0.01
 -------- 04:00 0.00 0.12 0.09 1.48 0.01
 24.11.12 05:00 0.00 0.14 0.09 1.46 0.01
 -------- 06:00 0.00 0.12 0.09 1.47 0.01
 -------- 07:00 0.00 0.12 0.09 1.47 0.02
 -------- 08:00 0.00 0.11 0.10 1.48 0.02
 -------- 09:00 0.00 0.07 0.11 1.48 0.03
 24.11.12 10:00 0.00 0.05 0.12 1.53 0.03
 -------- 11:00 0.00 0.07 0.12 1.50 0.05
 -------- 12:00 0.00 0.07 0.12 1.49 0.06
 -------- 13:00 0.01 0.08 0.13 1.50 0.07
 -------- 14:00 0.00 0.08 0.11 1.50 0.06
 24.11.12 15:00 0.01 0.08 0.12 1.50 0.07
 -------- 16:00 0.01 0.09 0.13 1.46 0.06
 -------- 17:00 0.01 0.07 0.14 1.43 0.06
 -------- 18:00 0.01 0.05 0.15 1.46 0.10
 -------- 19:00 0.01 0.04 0.16 1.51 0.12
 24.11.12 20:00 0.01 0.03 0.16 1.55 0.11
 -------- 21:00 0.01 0.01 0.18 1.54 0.14
 -------- 22:00 0.01 0.01 0.18 1.54 0.16
 -------- 23:00 0.01 ---- 0.19 1.53 0.12
 -------- 00:00 0.01 ---- 0.21 1.59 0.18
 25.11.12 01:00 0.01 ---- 0.20 1.61 0.16
 -------- 02:00 0.01 ---- 0.18 1.53 0.12
 -------- 03:00 0.01 ---- 0.19 1.49 0.08
 -------- 04:00 0.00 ---- 0.19 1.52 0.06
 -------- 05:00 0.00 ---- 0.19 1.50 0.04
 25.11.12 06:00 0.00 0.01 0.18 1.45 0.04
 -------- 07:00 0.00 0.01 0.17 1.41 0.04
 -------- 08:00 0.00 0.03 0.15 1.44 0.07
 -------- 09:00 0.01 0.04 0.16 1.43 0.07
 -------- 10:00 0.01 0.04 0.17 1.46 0.09
 25.11.12 11:00 0.01 0.03 0.19 1.53 0.14
 -------- 12:00 0.01 0.03 0.18 1.56 0.14
 -------- 13:00 0.01 0.02 0.19 1.60 0.17
 -------- 14:00 0.01 0.01 0.20 1.62 0.20
 -------- 15:00 0.01 0.01 0.23 1.63 0.25
 25.11.12 16:00 0.01 0.01 0.21 1.59 0.19
 -------- 17:00 0.01 0.01 0.21 1.58 0.19
 -------- 18:00 0.01 ---- 0.20 1.63 0.19
 -------- 19:00 0.01 ---- 0.21 1.61 0.16
 -------- 20:00 0.01 0.01 0.20 1.62 0.17
 25.11.12 21:00 0.01 ---- 0.20 1.55 0.10
 -------- 22:00 0.01 ---- 0.20 1.57 0.08
 -------- 23:00 0.01 0.01 0.19 1.51 0.07
