 Date Time SO2 OZ NO2 CHX NO
 01.10.12 00:00 0.00 0.26 0.11 1.46 0.06
 -------- 01:00 0.00 0.32 0.09 1.45 0.06
 -------- 02:00 0.00 0.34 0.09 1.43 0.05
 -------- 03:00 0.00 0.37 0.07 1.42 0.05
 -------- 04:00 0.00 0.37 0.08 1.42 0.05
 01.10.12 05:00 0.00 0.35 0.08 1.42 0.05
 -------- 06:00 0.00 0.34 0.09 1.42 0.06
 -------- 07:00 0.00 0.29 0.10 1.42 0.07
 -------- 08:00 0.00 0.20 0.13 1.46 0.10
 -------- 09:00 0.00 0.21 0.13 1.46 0.11
 01.10.12 10:00 0.00 0.26 0.12 1.43 0.10
 -------- 11:00 0.00 0.29 0.12 1.46 0.09
 -------- 12:00 0.00 0.30 0.12 1.43 0.08
 -------- 13:00 0.01 0.30 0.13 1.43 0.08
 -------- 14:00 0.01 0.30 0.13 1.44 0.09
 01.10.12 15:00 0.00 0.29 0.13 1.43 0.08
 -------- 16:00 0.01 0.24 0.14 1.47 0.10
 -------- 17:00 0.01 0.25 0.14 1.45 0.10
 -------- 18:00 0.01 0.28 0.14 1.44 0.10
 -------- 19:00 0.01 0.22 0.17 1.52 0.13
 01.10.12 20:00 0.01 0.07 0.19 1.58 0.19
 -------- 21:00 0.01 0.09 0.20 1.56 0.16
 -------- 22:00 0.01 0.10 0.17 1.57 0.15
 -------- 23:00 0.00 0.11 0.15 1.53 0.12
 -------- 00:00 0.01 0.05 0.14 1.56 0.15
 02.10.12 01:00 0.00 0.10 0.12 1.53 0.11
 -------- 02:00 0.00 0.06 0.12 1.53 0.10
 -------- 03:00 0.00 0.05 0.11 1.55 0.09
 -------- 04:00 0.00 0.07 0.10 1.50 0.09
 -------- 05:00 0.00 0.06 0.11 1.52 0.10
 02.10.12 06:00 0.00 0.01 0.12 1.60 0.16
 -------- 07:00 0.01 0.03 0.13 1.68 0.22
 -------- 08:00 0.00 0.06 0.11 1.49 0.14
 -------- 09:00 0.01 0.05 0.12 1.51 0.15
 -------- 10:00 0.00 0.10 0.10 1.49 0.11
 02.10.12 11:00 0.00 0.15 0.11 1.49 0.10
 -------- 12:00 0.00 0.25 0.12 1.51 0.10
 -------- 13:00 0.00 0.29 0.13 1.46 0.09
 -------- 14:00 0.00 0.30 0.14 1.47 0.09
 -------- 15:00 0.00 0.36 0.13 1.42 0.06
 02.10.12 16:00 0.00 0.36 0.13 1.43 0.05
 -------- 17:00 0.00 0.25 0.16 1.45 0.06
 -------- 18:00 0.00 0.19 0.18 1.48 0.09
 -------- 19:00 0.01 0.05 0.23 1.66 0.20
 -------- 20:00 0.01 0.01 0.23 1.70 0.25
 02.10.12 21:00 0.01 0.01 0.21 1.71 0.24
 -------- 22:00 0.01 0.01 0.20 1.67 0.20
 -------- 23:00 0.01 0.01 0.20 1.65 0.20
