 Date Time SO2 OZ NO2 CHX NO
 10.10.12 00:00 0.00 0.29 0.12 1.46 0.05
 -------- 01:00 0.01 0.27 0.10 1.48 0.05
 -------- 02:00 0.01 0.25 0.09 1.54 0.04
 -------- 03:00 0.01 0.23 0.07 1.51 0.04
 -------- 04:00 0.00 0.17 0.09 1.61 0.04
 10.10.12 05:00 0.00 0.12 0.10 1.49 0.04
 -------- 06:00 0.01 0.07 0.10 1.48 0.07
 -------- 07:00 0.01 0.10 0.10 1.51 0.06
 -------- 08:00 0.01 0.03 0.14 1.75 0.24
 -------- 09:00 0.01 0.09 0.11 1.56 0.08
 10.10.12 10:00 0.01 0.09 0.13 1.57 0.09
 -------- 11:00 0.01 0.06 0.13 1.55 0.09
 -------- 12:00 0.01 0.04 0.12 1.56 0.09
 -------- 13:00 0.01 0.06 0.10 1.54 0.08
 -------- 14:00 0.01 0.11 0.10 1.50 0.07
 10.10.12 15:00 0.01 0.11 0.14 1.55 0.09
 -------- 16:00 0.01 0.08 0.13 1.52 0.07
 -------- 17:00 0.01 0.15 0.11 1.49 0.06
 -------- 18:00 0.01 0.19 0.13 1.49 0.06
 -------- 19:00 0.01 0.12 0.16 1.55 0.08
 10.10.12 20:00 0.01 0.10 0.13 1.51 0.05
 -------- 21:00 0.01 0.23 0.09 1.45 0.03
 -------- 22:00 0.00 0.28 0.09 1.47 0.03
 -------- 23:00 0.00 0.28 0.07 1.44 0.02
 -------- 00:00 0.00 0.28 0.06 1.43 0.02
 11.10.12 01:00 0.00 0.28 0.05 1.43 0.02
 -------- 02:00 0.00 0.29 0.04 1.42 0.01
 -------- 03:00 0.00 0.29 0.03 1.42 0.01
 -------- 04:00 0.00 0.30 0.04 1.42 0.02
 -------- 05:00 0.00 0.25 0.04 1.42 0.02
 11.10.12 06:00 0.00 0.24 0.05 1.42 0.02
 -------- 07:00 0.00 0.21 0.06 1.43 0.03
 -------- 08:00 0.00 0.18 0.09 1.43 0.04
 -------- 09:00 0.00 0.23 0.09 1.43 0.04
 -------- 10:00 0.00 0.26 0.08 1.42 0.03
 11.10.12 11:00 0.00 0.23 0.10 1.43 0.04
 -------- 12:00 0.00 0.26 0.08 1.43 0.03
 -------- 13:00 0.00 0.19 0.09 1.44 0.05
 -------- 14:00 0.00 0.18 0.09 1.43 0.04
 -------- 15:00 0.00 0.17 0.09 1.46 0.05
 11.10.12 16:00 0.00 0.18 0.09 1.45 0.04
 -------- 17:00 0.00 0.15 0.11 1.47 0.06
 -------- 18:00 0.00 0.11 0.13 1.47 0.06
 -------- 19:00 0.00 0.12 0.11 1.47 0.05
 -------- 20:00 0.00 0.09 0.12 1.48 0.05
 11.10.12 21:00 0.00 0.09 0.10 1.48 0.05
 -------- 22:00 0.00 0.11 0.09 1.46 0.04
 -------- 23:00 0.00 0.07 0.10 1.50 0.05
