 Date Time SO2 OZ NO2 CHX NO
 23.11.12 12:00 0.00 0.16 0.14 1.48 0.04
 -------- 13:00 0.00 0.19 0.13 1.44 0.04
 -------- 14:00 0.01 0.18 0.13 1.47 0.04
 -------- 15:00 0.00 0.17 0.15 1.49 0.05
 -------- 16:00 0.01 0.10 0.20 1.54 0.09
 23.11.12 17:00 0.01 0.02 0.22 1.61 0.21
 -------- 18:00 0.01 0.01 0.24 1.58 0.17
 -------- 19:00 0.01 0.02 0.21 1.52 0.13
 -------- 20:00 0.01 0.02 0.20 1.49 0.12
 -------- 21:00 0.01 0.01 0.19 1.49 0.10
 23.11.12 22:00 0.01 0.03 0.17 1.45 0.05
 -------- 23:00 0.00 0.04 0.16 1.44 0.04
 -------- 00:00 0.00 0.05 0.15 1.46 0.03
 -------- 01:00 0.00 0.07 0.14 1.49 0.02
 -------- 02:00 0.00 0.07 0.13 1.50 0.02
 24.11.12 03:00 0.00 0.12 0.11 1.49 0.01
 -------- 04:00 0.00 0.12 0.09 1.48 0.01
 -------- 05:00 0.00 0.14 0.09 1.46 0.01
 -------- 06:00 0.00 0.12 0.09 1.47 0.01
 -------- 07:00 0.00 0.12 0.09 1.47 0.02
 24.11.12 08:00 0.00 0.11 0.10 1.48 0.02
 -------- 09:00 0.00 0.07 0.11 1.48 0.03
 -------- 10:00 0.00 0.05 0.12 1.53 0.03
 -------- 11:00 0.00 0.07 0.12 1.50 0.05
 -------- 12:00 0.00 0.07 0.12 1.49 0.06
 24.11.12 13:00 0.01 0.08 0.13 1.50 0.07
 -------- 14:00 0.00 0.08 0.11 1.50 0.06
 -------- 15:00 0.01 0.08 0.12 1.50 0.07
 -------- 16:00 0.01 0.09 0.13 1.46 0.06
 -------- 17:00 0.01 0.07 0.14 1.43 0.06
 24.11.12 18:00 0.01 0.05 0.15 1.46 0.10
 -------- 19:00 0.01 0.04 0.16 1.51 0.12
 -------- 20:00 0.01 0.03 0.16 1.55 0.11
 -------- 21:00 0.01 0.01 0.18 1.54 0.14
 -------- 22:00 0.01 0.01 0.18 1.54 0.16
 24.11.12 23:00 0.01 ---- 0.19 1.53 0.12
 -------- 00:00 0.01 ---- 0.21 1.59 0.18
 -------- 01:00 0.01 ---- 0.20 1.61 0.16
 -------- 02:00 0.01 ---- 0.18 1.53 0.12
 -------- 03:00 0.01 ---- 0.19 1.49 0.08
 25.11.12 04:00 0.00 ---- 0.19 1.52 0.06
 -------- 05:00 0.00 ---- 0.19 1.50 0.04
 -------- 06:00 0.00 0.01 0.18 1.45 0.04
 -------- 07:00 0.00 0.01 0.17 1.41 0.04
 -------- 08:00 0.00 0.03 0.15 1.44 0.07
 25.11.12 09:00 0.01 0.04 0.16 1.43 0.07
 -------- 10:00 0.01 0.04 0.17 1.46 0.09
 -------- 11:00 0.01 0.03 0.19 1.53 0.14
