 Date Time SO2 OZ NO2 CHX NO
 18.09.12 00:00 0.01 ---- 0.07 1.83 0.33
 -------- 01:00 0.01 ---- 0.05 1.81 0.28
 -------- 02:00 0.01 ---- 0.05 2.35 0.32
 -------- 03:00 0.01 ---- 0.05 2.14 0.27
 -------- 04:00 0.01 ---- 0.04 1.72 0.19
 18.09.12 05:00 0.01 ---- 0.04 1.68 0.21
 -------- 06:00 0.01 0.01 0.06 1.72 0.22
 -------- 07:00 0.01 0.01 0.10 1.63 0.23
 -------- 08:00 0.01 0.03 0.11 1.63 0.20
 -------- 09:00 0.01 0.03 0.11 1.64 0.20
 18.09.12 10:00 0.01 0.05 0.10 1.54 0.16
 -------- 11:00 0.00 0.10 0.10 1.49 0.13
 -------- 12:00 0.00 0.20 0.10 1.50 0.12
 -------- 13:00 0.01 0.30 0.13 1.46 0.11
 -------- 14:00 0.01 0.21 0.16 1.49 0.12
 18.09.12 15:00 0.01 0.30 0.14 1.47 0.10
 -------- 16:00 0.01 0.28 0.17 1.50 0.13
 -------- 17:00 0.00 0.32 0.15 1.47 0.09
 -------- 18:00 0.01 0.27 0.18 1.50 0.10
 -------- 19:00 0.01 0.11 0.20 1.66 0.13
 18.09.12 20:00 0.01 0.03 0.21 1.67 0.16
 -------- 21:00 0.01 0.02 0.20 1.79 0.23
 -------- 22:00 0.01 ---- 0.18 1.77 0.23
 -------- 23:00 0.00 0.03 0.15 1.62 0.13
 -------- 00:00 0.00 0.06 0.13 1.63 0.11
 19.09.12 01:00 0.00 0.05 0.13 1.73 0.11
 -------- 02:00 0.00 0.05 0.12 1.68 0.10
 -------- 03:00 0.00 0.03 0.13 1.70 0.12
 -------- 04:00 0.00 0.01 0.14 1.69 0.12
 -------- 05:00 0.00 0.03 0.13 1.64 0.12
 19.09.12 06:00 0.01 0.02 0.14 1.69 0.16
 -------- 07:00 0.01 ---- 0.16 1.87 0.21
 -------- 08:00 0.01 ---- 0.18 1.89 0.30
 -------- 09:00 0.01 0.01 0.17 1.81 0.26
 -------- 10:00 0.01 0.07 0.15 1.66 0.17
 19.09.12 11:00 0.00 0.17 0.13 1.55 0.12
 -------- 12:00 0.00 0.27 0.13 1.52 0.09
 -------- 13:00 0.01 0.41 0.12 1.47 0.06
 -------- 14:00 0.01 0.48 0.14 1.45 0.06
 -------- 15:00 0.01 0.50 0.14 1.47 0.06
 19.09.12 16:00 0.00 0.53 0.14 1.46 0.05
 -------- 17:00 0.00 0.51 0.14 1.46 0.05
 -------- 18:00 0.00 0.42 0.17 1.46 0.05
 -------- 19:00 0.00 0.41 0.16 1.47 0.05
 -------- 20:00 0.01 0.16 0.23 1.64 0.14
 19.09.12 21:00 0.01 0.09 0.23 1.65 0.17
 -------- 22:00 0.01 0.11 0.20 1.60 0.14
 -------- 23:00 0.00 0.14 0.20 1.56 0.13
