 Date Time SO2 OZ NO2 CHX NO
 05.01.13 12:00 0.00 0.15 0.16 1.46 0.05
 -------- 13:00 0.00 0.16 0.16 1.44 0.05
 -------- 14:00 0.00 0.16 0.18 1.46 0.09
 -------- 15:00 0.00 0.08 0.22 1.52 0.11
 -------- 16:00 0.00 0.16 0.16 1.47 0.05
 05.01.13 17:00 0.00 0.20 0.14 1.50 0.04
 -------- 18:00 0.00 0.13 0.20 1.51 0.10
 -------- 19:00 0.00 0.08 0.23 1.55 0.10
 -------- 20:00 0.00 0.06 0.23 1.57 0.12
 -------- 21:00 0.01 0.04 0.24 1.59 0.14
 05.01.13 22:00 0.01 0.04 0.24 1.57 0.14
 -------- 23:00 0.01 0.04 0.24 1.74 0.11
 -------- 00:00 0.01 0.05 0.23 1.76 0.11
 -------- 01:00 0.00 0.06 0.21 1.73 0.08
 -------- 02:00 0.00 0.07 0.21 1.70 0.07
 06.01.13 03:00 0.00 0.10 0.18 1.79 0.04
 -------- 04:00 0.00 0.11 0.18 1.95 0.05
 -------- 05:00 0.00 0.09 0.20 1.99 0.05
 -------- 06:00 0.00 0.17 0.13 1.64 0.02
 -------- 07:00 0.00 0.20 0.12 1.46 0.02
 06.01.13 08:00 0.00 0.21 0.11 1.42 0.01
 -------- 09:00 0.00 0.22 0.11 1.40 0.01
 -------- 10:00 0.00 0.25 0.10 1.39 0.02
 -------- 11:00 0.00 0.29 0.12 1.37 0.01
 -------- 12:00 0.00 0.25 0.12 1.41 0.02
 06.01.13 13:00 0.00 0.24 0.14 1.42 0.03
 -------- 14:00 0.00 0.27 0.13 1.40 0.03
 -------- 15:00 0.00 0.27 0.11 1.38 0.02
 -------- 16:00 0.00 0.27 0.12 1.37 0.02
 -------- 17:00 0.00 0.28 0.12 1.38 0.02
 06.01.13 18:00 0.00 0.25 0.11 1.37 0.01
 -------- 19:00 0.00 0.24 0.11 1.37 0.02
 -------- 20:00 0.00 0.23 0.09 1.39 0.01
 -------- 21:00 0.00 0.25 0.09 1.40 0.01
 -------- 22:00 0.00 0.22 0.09 1.40 0.01
 06.01.13 23:00 0.00 0.23 0.07 1.38 0.01
 -------- 00:00 0.00 0.26 0.09 1.36 0.01
 -------- 01:00 0.00 0.33 0.06 1.36 0.01
 -------- 02:00 0.00 0.32 0.06 1.35 0.01
 -------- 03:00 0.00 0.31 0.06 1.34 0.01
 07.01.13 04:00 0.00 0.35 0.05 1.33 0.01
 -------- 05:00 0.00 0.34 0.05 1.33 0.01
 -------- 06:00 0.00 0.30 0.07 1.33 0.01
 -------- 07:00 0.00 0.28 0.07 1.33 0.01
 -------- 08:00 0.00 0.29 0.08 1.35 0.02
 07.01.13 09:00 0.00 0.26 0.08 1.36 0.02
 -------- 10:00 0.00 0.25 0.09 1.36 0.02
 -------- 11:00 0.00 0.27 0.08 1.35 0.01
