 Date Time SO2 OZ NO2 CHX NO
 06.01.13 00:00 0.01 0.05 0.23 1.77 0.11
 -------- 01:00 0.00 0.06 0.21 1.73 0.08
 -------- 02:00 0.00 0.07 0.21 1.70 0.07
 -------- 03:00 0.00 0.10 0.18 1.79 0.04
 -------- 04:00 0.00 0.11 0.18 1.95 0.05
 06.01.13 05:00 0.00 0.09 0.20 1.99 0.05
 -------- 06:00 0.00 0.17 0.13 1.64 0.02
 -------- 07:00 0.00 0.20 0.12 1.46 0.02
 -------- 08:00 0.00 0.21 0.11 1.42 0.01
 -------- 09:00 0.00 0.22 0.11 1.40 0.01
 06.01.13 10:00 0.00 0.25 0.10 1.39 0.02
 -------- 11:00 0.00 0.29 0.12 1.37 0.01
 -------- 12:00 0.00 0.25 0.12 1.41 0.02
 -------- 13:00 0.00 0.24 0.14 1.42 0.03
 -------- 14:00 0.00 0.27 0.13 1.40 0.03
 06.01.13 15:00 0.00 0.27 0.11 1.38 0.02
 -------- 16:00 0.00 0.27 0.12 1.37 0.02
 -------- 17:00 0.00 0.28 0.12 1.38 0.02
 -------- 18:00 0.00 0.25 0.11 1.37 0.01
 -------- 19:00 0.00 0.24 0.11 1.37 0.02
 06.01.13 20:00 0.00 0.23 0.09 1.39 0.01
 -------- 21:00 0.00 0.25 0.09 1.40 0.01
 -------- 22:00 0.00 0.22 0.09 1.40 0.01
 -------- 23:00 0.00 0.23 0.07 1.38 0.01
 -------- 00:00 0.00 0.26 0.09 1.36 0.01
 07.01.13 01:00 0.00 0.33 0.06 1.36 0.01
 -------- 02:00 0.00 0.32 0.06 1.35 0.01
 -------- 03:00 0.00 0.31 0.06 1.34 0.01
 -------- 04:00 0.00 0.35 0.05 1.33 0.01
 -------- 05:00 0.00 0.34 0.05 1.33 0.01
 07.01.13 06:00 0.00 0.30 0.07 1.33 0.01
 -------- 07:00 0.00 0.28 0.07 1.33 0.01
 -------- 08:00 0.00 0.29 0.08 1.35 0.02
 -------- 09:00 0.00 0.26 0.08 1.36 0.02
 -------- 10:00 0.00 0.25 0.09 1.36 0.02
 07.01.13 11:00 0.00 0.27 0.08 1.35 0.01
 -------- 12:00 0.00 0.25 0.09 1.35 0.02
 -------- 13:00 0.00 0.25 0.08 1.35 0.02
 -------- 14:00 0.00 0.24 0.08 1.36 0.02
 -------- 15:00 0.00 0.22 0.09 1.37 0.02
 07.01.13 16:00 0.00 0.25 0.07 1.37 0.02
 -------- 17:00 0.00 0.25 0.08 1.36 0.01
 -------- 18:00 0.00 0.21 0.10 1.38 0.02
 -------- 19:00 0.00 0.21 0.10 1.39 0.03
 -------- 20:00 0.00 0.19 0.13 1.46 0.05
 07.01.13 21:00 0.00 0.19 0.13 1.44 0.05
 -------- 22:00 0.00 0.25 0.11 1.39 0.03
 -------- 23:00 0.00 0.22 0.12 1.38 0.03
 -------- 00:00 0.00 0.24 0.12 1.38 0.02
