 Date Time SO2 OZ NO2 CHX NO
 07.03.13 00:00 0.00 0.45 0.10 1.45 0.01
 -------- 01:00 0.00 0.47 0.13 1.46 0.01
 -------- 02:00 0.00 0.49 0.11 1.44 0.00
 -------- 03:00 0.00 0.50 0.11 1.43 0.01
 -------- 04:00 0.00 0.51 0.10 1.42 0.01
 07.03.13 05:00 0.00 0.49 0.16 1.44 0.02
 -------- 06:00 0.00 0.47 0.19 1.47 0.02
 -------- 07:00 0.00 0.44 0.21 1.47 0.02
 -------- 08:00 0.00 0.39 0.26 1.51 0.04
 -------- 09:00 0.00 0.35 0.27 1.49 0.04
 07.03.13 10:00 0.00 0.32 0.27 1.46 0.05
 -------- 11:00 0.00 0.31 0.25 1.44 0.05
 -------- 12:00 0.00 0.29 0.27 1.46 0.05
 -------- 13:00 0.00 0.30 0.27 1.47 0.06
 -------- 14:00 0.00 0.30 0.25 1.45 0.05
 07.03.13 15:00 0.00 0.33 0.24 1.44 0.04
 -------- 16:00 0.00 0.30 0.26 1.45 0.05
 -------- 17:00 0.00 0.30 0.29 1.45 0.07
 -------- 18:00 0.00 0.29 0.30 1.45 0.07
 -------- 19:00 0.00 0.29 0.29 1.45 0.07
 07.03.13 20:00 0.00 0.22 0.36 1.50 0.09
 -------- 21:00 0.00 0.20 0.36 1.51 0.11
 -------- 22:00 0.00 0.17 0.39 1.52 0.13
 -------- 23:00 0.00 0.16 0.39 1.52 0.17
 -------- 00:00 0.00 0.19 0.34 1.49 0.08
 08.03.13 01:00 0.00 0.25 0.24 1.44 0.05
 -------- 02:00 0.00 0.30 0.19 1.43 0.02
 -------- 03:00 ---- 0.32 0.15 1.42 0.01
 -------- 04:00 ---- 0.28 0.19 1.43 0.02
 -------- 05:00 ---- 0.30 0.19 1.40 0.03
 08.03.13 06:00 ---- 0.34 0.15 1.42 0.01
 -------- 07:00 ---- 0.30 0.20 1.41 0.03
 -------- 08:00 ---- 0.28 0.23 1.43 0.04
 -------- 09:00 ---- 0.28 0.25 1.44 0.05
 -------- 10:00 0.00 0.26 0.28 1.45 0.06
 08.03.13 11:00 0.00 0.25 0.29 1.45 0.08
 -------- 12:00 0.00 0.25 0.32 1.45 0.07
 -------- 13:00 0.00 0.25 0.34 1.45 0.09
 -------- 14:00 0.00 0.25 0.33 1.45 0.08
 -------- 15:00 0.00 0.25 0.31 1.45 0.08
 08.03.13 16:00 0.00 0.23 0.38 1.46 0.11
 -------- 17:00 0.00 0.22 0.39 1.46 0.11
 -------- 18:00 0.00 0.19 0.43 1.51 0.13
 -------- 19:00 0.00 0.14 0.51 1.57 0.18
 -------- 20:00 0.01 0.07 0.63 1.78 0.35
 08.03.13 21:00 0.00 0.11 0.54 1.61 0.25
 -------- 22:00 0.00 0.21 0.34 1.46 0.05
 -------- 23:00 0.00 0.21 0.37 1.48 0.06
