 Date Time SO2 OZ NO2 CHX NO
 23.01.13 12:00 0.00 0.11 0.27 1.54 0.13
 -------- 13:00 0.00 0.23 0.20 1.51 0.08
 -------- 14:00 0.00 0.24 0.22 1.52 0.09
 -------- 15:00 0.00 0.19 0.25 1.51 0.10
 -------- 16:00 0.00 0.15 0.29 1.48 0.12
 23.01.13 17:00 0.00 0.15 0.28 1.51 0.12
 -------- 18:00 0.00 0.15 0.27 1.48 0.10
 -------- 19:00 0.00 0.20 0.26 1.57 0.09
 -------- 20:00 0.00 0.17 0.26 1.71 0.10
 -------- 21:00 0.00 0.15 0.28 1.61 0.10
 23.01.13 22:00 0.00 0.10 0.30 1.64 0.11
 -------- 23:00 0.00 0.04 0.32 1.55 0.13
 -------- 00:00 0.00 0.07 0.31 1.52 0.11
 -------- 01:00 0.00 0.15 0.27 1.43 0.05
 -------- 02:00 0.00 0.15 0.24 1.43 0.05
 24.01.13 03:00 0.00 0.12 0.28 1.52 0.05
 -------- 04:00 0.00 0.07 0.30 1.53 0.07
 -------- 05:00 0.00 0.03 0.35 1.59 0.18
 -------- 06:00 0.01 0.13 0.30 ---- 0.09
 -------- 07:00 0.00 0.18 0.27 ---- 0.06
 24.01.13 08:00 0.00 0.13 0.31 ---- 0.13
 -------- 09:00 0.00 0.17 0.29 ---- 0.10
 -------- 10:00 0.01 0.14 0.31 ---- 0.14
 -------- 11:00 0.01 0.15 0.32 ---- 0.13
 -------- 12:00 0.01 0.14 0.31 ---- 0.14
 24.01.13 13:00 0.01 0.18 0.31 ---- 0.11
 -------- 14:00 0.01 0.24 0.29 ---- 0.10
 -------- 15:00 0.00 0.26 0.27 ---- 0.08
 -------- 16:00 0.00 0.28 0.26 ---- 0.07
 -------- 17:00 0.00 0.27 0.27 ---- 0.08
 24.01.13 18:00 0.00 0.25 0.28 ---- 0.10
 -------- 19:00 0.00 0.23 0.29 ---- 0.09
 -------- 20:00 0.00 0.21 0.29 ---- 0.10
 -------- 21:00 0.00 0.12 0.32 ---- 0.13
 -------- 22:00 0.00 0.24 0.23 ---- 0.06
 24.01.13 23:00 0.00 0.30 0.22 ---- 0.05
 -------- 00:00 0.00 0.37 0.18 ---- 0.03
 -------- 01:00 0.00 0.36 0.17 ---- 0.02
 -------- 02:00 0.00 0.38 0.15 ---- 0.02
 -------- 03:00 0.00 0.43 0.12 ---- 0.01
 25.01.13 04:00 0.00 0.39 0.14 ---- 0.01
 -------- 05:00 0.00 0.39 0.15 ---- 0.02
 -------- 06:00 0.00 0.31 0.19 ---- 0.03
 -------- 07:00 0.00 0.25 0.23 ---- 0.07
 -------- 08:00 0.00 0.16 0.28 ---- 0.11
 25.01.13 09:00 0.00 0.16 0.28 ---- 0.10
 -------- 10:00 0.00 0.14 0.28 ---- 0.10
 -------- 11:00 0.00 0.19 0.26 ---- 0.09
 -------- 12:00 0.00 0.19 0.27 ---- 0.10
