 Date Time SO2 OZ NO2 CHX NO
 05.10.12 03:00 0.00 0.37 0.09 1.50 0.06
 -------- 04:00 0.00 0.39 0.09 1.52 0.05
 -------- 05:00 0.00 0.36 0.09 1.46 0.06
 -------- 06:00 0.00 0.26 0.12 1.49 0.07
 -------- 07:00 0.01 0.06 0.18 1.63 0.18
 05.10.12 08:00 0.01 0.01 0.19 1.69 0.26
 -------- 09:00 0.01 0.01 0.18 1.76 0.26
 -------- 10:00 0.01 ---- 0.20 1.87 0.31
 -------- 11:00 0.01 ---- 0.24 1.87 0.34
 -------- 12:00 0.01 0.01 0.23 1.71 0.28
 05.10.12 13:00 0.01 0.01 0.24 1.72 0.26
 -------- 14:00 0.01 0.01 0.23 1.77 0.29
 -------- 15:00 0.01 ---- 0.23 1.81 0.34
 -------- 16:00 0.01 0.01 0.23 1.79 0.30
 -------- 17:00 0.01 0.05 0.20 1.63 0.18
 05.10.12 18:00 0.00 0.15 0.19 1.54 0.13
 -------- 19:00 0.00 0.15 0.17 1.53 0.10
 -------- 20:00 0.00 0.11 0.16 1.52 0.09
 -------- 21:00 0.00 0.13 0.15 1.50 0.09
 -------- 22:00 0.00 0.15 0.14 1.49 0.09
 05.10.12 23:00 0.00 0.18 0.13 1.49 0.08
 -------- 00:00 0.00 0.19 0.12 1.48 0.08
 -------- 01:00 0.00 0.30 0.12 1.46 0.08
 -------- 02:00 0.00 0.25 0.14 1.47 0.08
 -------- 03:00 0.00 0.25 0.11 1.46 0.08
 06.10.12 04:00 0.00 0.23 0.11 1.45 0.07
 -------- 05:00 0.00 0.23 0.09 1.44 0.06
 -------- 06:00 0.00 0.23 0.10 1.46 0.07
 -------- 07:00 0.00 0.21 0.10 1.54 0.07
 -------- 08:00 0.00 0.19 0.10 1.46 0.07
 06.10.12 09:00 0.00 0.14 0.12 1.47 0.08
 -------- 10:00 0.00 0.11 0.13 1.51 0.08
 -------- 11:00 0.00 0.14 0.12 1.47 0.07
 -------- 12:00 0.00 0.23 0.12 1.46 0.07
 -------- 13:00 0.00 0.28 0.11 1.46 0.05
 06.10.12 14:00 0.00 0.27 0.12 1.47 0.05
 -------- 15:00 0.00 0.26 0.11 1.49 0.05
 -------- 16:00 0.00 0.26 0.10 1.48 0.05
 -------- 17:00 0.00 0.28 0.12 1.48 0.07
 -------- 18:00 0.00 0.26 0.12 1.49 0.07
 06.10.12 19:00 0.00 0.24 0.11 1.48 0.07
 -------- 20:00 0.00 0.25 0.10 1.48 0.07
 -------- 21:00 0.00 0.25 0.11 1.46 0.07
 -------- 22:00 0.00 0.27 0.10 1.45 0.06
 -------- 23:00 0.00 0.25 0.12 1.48 0.06
 07.10.12 00:00 0.00 0.26 0.11 1.45 0.07
 -------- 01:00 0.00 0.27 0.11 1.44 0.07
 -------- 02:00 0.00 0.27 0.10 1.44 0.06
