 Date Time SO2 OZ NO2 CHX NO
 15.12.12 00:00 0.01 0.01 0.28 1.48 0.07
 -------- 01:00 0.01 0.01 0.27 1.47 0.06
 -------- 02:00 0.01 ---- 0.26 1.47 0.05
 -------- 03:00 0.01 ---- 0.26 1.49 0.05
 -------- 04:00 0.01 ---- 0.26 1.49 0.04
 15.12.12 05:00 0.01 ---- 0.25 1.49 0.04
 -------- 06:00 0.01 ---- 0.26 1.50 0.06
 -------- 07:00 0.01 ---- 0.25 1.54 0.10
 -------- 08:00 0.01 ---- 0.26 1.57 0.12
 -------- 09:00 0.01 0.01 0.26 1.61 0.18
 15.12.12 10:00 0.01 0.01 0.27 1.66 0.26
 -------- 11:00 0.01 0.01 0.29 1.66 0.30
 -------- 12:00 0.01 0.03 0.29 1.68 0.27
 -------- 13:00 0.01 0.02 0.29 1.70 0.32
 -------- 14:00 0.01 0.03 0.29 1.71 0.30
 15.12.12 15:00 0.01 0.02 0.29 1.67 0.29
 -------- 16:00 0.01 0.02 0.31 1.64 0.26
 -------- 17:00 0.01 0.01 0.33 1.64 0.24
 -------- 18:00 0.01 0.01 0.32 1.63 0.22
 -------- 19:00 0.01 0.01 0.32 1.63 0.24
 15.12.12 20:00 0.01 0.01 0.31 1.65 0.25
 -------- 21:00 0.01 ---- 0.29 1.64 0.20
 -------- 22:00 0.01 ---- 0.27 1.61 0.19
 -------- 23:00 0.01 ---- 0.27 1.61 0.17
 -------- 00:00 0.01 0.01 0.26 1.58 0.15
 16.12.12 01:00 0.00 ---- 0.26 1.55 0.12
 -------- 02:00 0.00 ---- 0.25 1.58 0.10
 -------- 03:00 0.00 ---- 0.24 1.57 0.09
 -------- 04:00 0.00 ---- 0.22 1.55 0.06
 -------- 05:00 0.00 ---- 0.22 1.54 0.06
 16.12.12 06:00 0.00 ---- 0.23 1.55 0.06
 -------- 07:00 0.00 ---- 0.22 1.57 0.09
 -------- 08:00 0.00 ---- 0.25 1.57 0.11
 -------- 09:00 0.00 0.01 0.24 1.60 0.14
 -------- 10:00 0.01 0.01 0.29 1.67 0.25
 16.12.12 11:00 0.01 0.01 0.26 1.69 0.22
 -------- 12:00 0.01 0.01 0.25 1.68 0.26
 -------- 13:00 0.01 0.02 0.27 1.66 0.27
 -------- 14:00 0.01 0.02 0.29 1.71 0.27
 -------- 15:00 0.01 0.02 0.30 1.67 0.27
 16.12.12 16:00 0.01 0.02 0.33 1.70 0.26
 -------- 17:00 0.01 0.01 0.33 1.67 0.22
 -------- 18:00 0.01 0.01 0.32 1.79 0.31
 -------- 19:00 0.01 0.01 0.32 1.76 0.33
 -------- 20:00 0.01 0.01 0.32 1.70 0.30
 16.12.12 21:00 0.01 0.01 0.33 1.81 0.39
 -------- 22:00 0.01 0.01 0.32 1.86 0.38
 -------- 23:00 0.01 0.01 0.30 1.81 0.34
