 Date Time SO2 OZ NO2 CHX NO
 15.12.12 12:00 0.01 0.03 0.29 1.67 0.27
 -------- 13:00 0.01 0.02 0.29 1.70 0.32
 -------- 14:00 0.01 0.03 0.29 1.71 0.30
 -------- 15:00 0.01 0.02 0.29 1.67 0.29
 -------- 16:00 0.01 0.02 0.31 1.64 0.26
 15.12.12 17:00 0.01 0.01 0.33 1.64 0.24
 -------- 18:00 0.01 0.01 0.32 1.63 0.22
 -------- 19:00 0.01 0.01 0.32 1.63 0.24
 -------- 20:00 0.01 0.01 0.31 1.65 0.25
 -------- 21:00 0.01 ---- 0.29 1.64 0.20
 15.12.12 22:00 0.01 ---- 0.27 1.61 0.19
 -------- 23:00 0.01 ---- 0.27 1.61 0.17
 -------- 00:00 0.01 0.01 0.26 1.58 0.15
 -------- 01:00 0.00 ---- 0.26 1.55 0.12
 -------- 02:00 0.00 ---- 0.25 1.58 0.10
 16.12.12 03:00 0.00 ---- 0.24 1.57 0.09
 -------- 04:00 0.00 ---- 0.22 1.55 0.06
 -------- 05:00 0.00 ---- 0.22 1.54 0.06
 -------- 06:00 0.00 ---- 0.23 1.55 0.06
 -------- 07:00 0.00 ---- 0.22 1.57 0.09
 16.12.12 08:00 0.00 ---- 0.25 1.57 0.11
 -------- 09:00 0.00 0.01 0.24 1.60 0.14
 -------- 10:00 0.01 0.01 0.29 1.67 0.25
 -------- 11:00 0.01 0.01 0.26 1.69 0.22
 -------- 12:00 0.01 0.01 0.25 1.68 0.26
 16.12.12 13:00 0.01 0.02 0.27 1.66 0.27
 -------- 14:00 0.01 0.02 0.29 1.71 0.27
 -------- 15:00 0.01 0.02 0.30 1.67 0.27
 -------- 16:00 0.01 0.02 0.33 1.70 0.26
 -------- 17:00 0.01 0.01 0.33 1.67 0.22
 16.12.12 18:00 0.01 0.01 0.32 1.79 0.31
 -------- 19:00 0.01 0.01 0.32 1.76 0.33
 -------- 20:00 0.01 0.01 0.32 1.70 0.30
 -------- 21:00 0.01 0.01 0.33 1.81 0.39
 -------- 22:00 0.01 0.01 0.32 1.86 0.38
 16.12.12 23:00 0.01 0.01 0.30 1.81 0.34
 -------- 00:00 0.01 ---- 0.32 1.76 0.27
 -------- 01:00 0.01 0.01 0.31 1.83 0.27
 -------- 02:00 0.01 0.01 0.31 1.90 0.29
 -------- 03:00 0.01 ---- 0.31 1.96 0.26
 17.12.12 04:00 0.01 ---- 0.30 1.98 0.26
 -------- 05:00 0.01 0.01 0.30 2.01 0.33
 -------- 06:00 0.01 0.01 0.31 2.23 0.50
 -------- 07:00 0.01 0.01 0.34 2.35 0.50
 -------- 08:00 0.01 0.01 0.36 2.45 0.53
 17.12.12 09:00 0.01 0.02 0.34 2.33 0.69
 -------- 10:00 0.01 0.01 0.31 1.92 0.29
 -------- 11:00 0.01 0.01 0.30 1.76 0.21
