 Date Time SO2 OZ NO2 CHX NO
 18.10.12 00:00 0.01 0.03 0.15 1.62 0.09
 -------- 01:00 0.01 0.06 0.12 1.56 0.06
 -------- 02:00 0.01 0.05 0.12 1.58 0.06
 -------- 03:00 0.01 0.04 0.12 1.58 0.06
 -------- 04:00 0.01 0.01 0.13 1.63 0.08
 18.10.12 05:00 0.01 0.01 0.13 1.62 0.13
 -------- 06:00 0.01 ---- 0.13 1.83 0.28
 -------- 07:00 0.01 ---- 0.15 2.08 0.42
 -------- 08:00 0.01 ---- 0.15 2.04 0.41
 -------- 09:00 0.01 0.02 0.13 1.70 0.12
 18.10.12 10:00 0.01 0.05 0.10 1.55 0.05
 -------- 11:00 0.01 0.04 0.10 1.55 0.07
 -------- 12:00 0.01 0.05 0.11 1.49 0.07
 -------- 13:00 0.00 0.15 0.08 1.47 0.03
 -------- 14:00 0.00 0.11 0.10 1.49 0.04
 18.10.12 15:00 0.00 0.13 0.11 1.46 0.04
 -------- 16:00 0.01 0.08 0.15 1.53 0.10
 -------- 17:00 0.01 0.02 0.15 1.54 0.15
 -------- 18:00 0.01 0.02 0.15 1.55 0.14
 -------- 19:00 0.01 0.03 0.16 1.71 0.15
 18.10.12 20:00 0.01 0.08 0.14 1.67 0.10
 -------- 21:00 0.01 0.06 0.15 1.57 0.13
 -------- 22:00 0.01 0.17 0.11 1.49 0.07
 -------- 23:00 0.01 0.11 0.13 1.49 0.08
 -------- 00:00 0.01 0.12 0.12 1.47 0.07
 19.10.12 01:00 0.01 0.12 0.12 1.47 0.05
 -------- 02:00 0.01 0.10 0.12 1.47 0.06
 -------- 03:00 0.01 0.08 0.10 1.48 0.05
 -------- 04:00 0.01 0.06 0.11 1.50 0.04
 -------- 05:00 0.01 0.07 0.10 1.65 0.07
 19.10.12 06:00 0.01 0.03 0.11 1.90 0.10
 -------- 07:00 0.01 0.03 0.12 1.75 0.11
 -------- 08:00 0.01 0.05 0.12 1.66 0.12
 -------- 09:00 0.01 0.08 0.12 1.68 0.11
 -------- 10:00 0.01 0.07 0.14 1.70 0.17
 19.10.12 11:00 0.01 0.12 0.13 1.53 0.10
 -------- 12:00 0.01 0.16 0.12 1.48 0.07
 -------- 13:00 0.01 0.17 0.13 1.49 0.07
 -------- 14:00 0.01 0.15 0.13 1.47 0.06
 -------- 15:00 0.01 0.15 0.12 1.48 0.06
 19.10.12 16:00 0.01 0.13 0.14 1.52 0.07
 -------- 17:00 0.01 0.08 0.15 1.56 0.08
 -------- 18:00 0.01 0.03 0.15 1.58 0.08
 -------- 19:00 0.01 0.02 0.16 1.63 0.09
 -------- 20:00 0.01 0.04 0.15 1.55 0.06
 19.10.12 21:00 0.01 0.10 0.12 1.50 0.04
 -------- 22:00 0.00 0.16 0.09 1.48 0.03
 -------- 23:00 0.00 0.20 0.08 1.47 0.03
