 Date Time SO2 OZ NO2 CHX NO
 11.10.12 12:00 0.00 0.26 0.08 1.43 0.03
 -------- 13:00 0.00 0.19 0.09 1.44 0.05
 -------- 14:00 0.00 0.18 0.09 1.43 0.04
 -------- 15:00 0.00 0.17 0.09 1.46 0.05
 -------- 16:00 0.00 0.18 0.09 1.45 0.04
 11.10.12 17:00 0.00 0.15 0.11 1.47 0.06
 -------- 18:00 0.00 0.11 0.13 1.47 0.06
 -------- 19:00 0.00 0.12 0.11 1.47 0.05
 -------- 20:00 0.00 0.09 0.12 1.48 0.05
 -------- 21:00 0.00 0.09 0.10 1.48 0.05
 11.10.12 22:00 0.00 0.11 0.09 1.46 0.04
 -------- 23:00 0.00 0.07 0.10 1.50 0.05
 -------- 00:00 0.01 0.04 0.10 1.53 0.07
 -------- 01:00 0.00 0.09 0.08 1.49 0.03
 -------- 02:00 0.00 0.09 0.08 1.51 0.03
 12.10.12 03:00 0.00 0.08 0.08 1.53 0.05
 -------- 04:00 0.00 0.06 0.08 1.53 0.04
 -------- 05:00 0.00 0.12 0.06 1.49 0.03
 -------- 06:00 0.01 0.09 0.07 1.54 0.06
 -------- 07:00 0.01 0.07 0.10 1.50 0.10
 12.10.12 08:00 0.01 0.02 0.12 1.62 0.24
 -------- 09:00 0.01 0.01 0.12 1.67 0.24
 -------- 10:00 0.01 0.01 0.12 1.69 0.20
 -------- 11:00 0.01 0.01 0.14 1.69 0.23
 -------- 12:00 0.01 0.03 0.14 1.57 0.19
 12.10.12 13:00 0.01 0.03 0.16 1.55 0.17
 -------- 14:00 0.01 0.03 0.19 1.58 0.18
 -------- 15:00 0.01 0.02 0.21 1.64 0.21
 -------- 16:00 0.01 0.01 0.27 1.85 0.26
 -------- 17:00 0.01 ---- 0.26 1.77 0.19
 12.10.12 18:00 0.01 ---- 0.22 1.70 0.18
 -------- 19:00 0.01 ---- 0.20 1.60 0.14
 -------- 20:00 0.01 0.01 0.19 1.56 0.12
 -------- 21:00 0.01 0.02 0.17 1.55 0.08
 -------- 22:00 0.01 0.03 0.17 1.51 0.07
 12.10.12 23:00 0.01 0.05 0.15 1.51 0.06
 -------- 00:00 0.00 0.07 0.12 1.71 0.04
 -------- 01:00 0.00 0.12 0.10 1.78 0.03
 -------- 02:00 0.00 0.11 0.10 1.49 0.04
 -------- 03:00 0.00 0.14 0.10 1.56 0.04
 13.10.12 04:00 0.00 0.09 0.09 1.70 0.04
 -------- 05:00 0.00 0.09 0.08 1.55 0.05
 -------- 06:00 0.00 0.10 0.07 1.47 0.05
 -------- 07:00 0.00 0.08 0.09 1.50 0.07
 -------- 08:00 0.01 0.08 0.09 1.49 0.08
 13.10.12 09:00 0.01 0.06 0.12 1.52 0.12
 -------- 10:00 0.01 0.06 0.12 1.54 0.13
 -------- 11:00 0.01 0.07 0.12 1.53 0.13
