 Date Time SO2 OZ NO2 CHX NO
 03.02.13 00:00 0.01 0.01 0.34 1.73 0.26
 -------- 01:00 0.01 0.01 0.32 1.67 0.20
 -------- 02:00 0.01 ---- 0.33 1.60 0.13
 -------- 03:00 0.01 ---- 0.34 1.65 0.15
 -------- 04:00 0.00 ---- 0.36 1.63 0.11
 03.02.13 05:00 0.00 ---- 0.37 1.59 0.10
 -------- 06:00 0.00 0.03 0.33 1.66 0.09
 -------- 07:00 0.00 0.11 0.29 1.51 0.07
 -------- 08:00 0.00 0.16 0.29 1.48 0.07
 -------- 09:00 0.00 0.16 0.30 1.46 0.08
 03.02.13 10:00 0.00 0.18 0.30 1.47 0.07
 -------- 11:00 0.00 0.18 0.32 1.45 0.08
 -------- 12:00 0.00 0.16 0.32 1.47 0.09
 -------- 13:00 0.00 0.19 0.32 1.49 0.11
 -------- 14:00 0.00 0.20 0.31 1.46 0.09
 03.02.13 15:00 0.00 0.27 0.29 1.46 0.06
 -------- 16:00 0.00 0.29 0.28 1.45 0.06
 -------- 17:00 0.00 0.30 0.27 1.48 0.05
 -------- 18:00 0.00 0.30 0.26 1.47 0.05
 -------- 19:00 0.00 0.26 0.27 1.48 0.06
 03.02.13 20:00 0.00 0.23 0.28 1.48 0.06
 -------- 21:00 0.00 0.23 0.27 1.49 0.05
 -------- 22:00 0.00 0.24 0.25 1.46 0.03
 -------- 23:00 0.00 0.28 0.22 1.46 0.02
 -------- 00:00 0.00 0.29 0.22 1.47 0.02
 04.02.13 01:00 0.00 0.26 0.21 1.45 0.02
 -------- 02:00 0.00 0.27 0.20 1.47 0.02
 -------- 03:00 0.00 0.28 0.19 1.47 0.02
 -------- 04:00 0.00 0.26 0.21 1.47 0.02
 -------- 05:00 0.00 0.20 0.24 1.48 0.04
 04.02.13 06:00 0.00 0.13 0.27 1.50 0.05
 -------- 07:00 0.00 0.11 0.29 1.65 0.13
 -------- 08:00 0.01 0.02 0.37 1.98 0.30
 -------- 09:00 0.01 0.01 0.39 1.78 0.26
 -------- 10:00 0.01 0.01 0.35 1.72 0.13
 04.02.13 11:00 0.01 0.04 0.31 1.76 0.14
 -------- 12:00 0.00 0.08 0.30 1.59 0.11
 -------- 13:00 0.00 0.10 0.29 1.51 0.10
 -------- 14:00 0.00 0.12 0.28 1.62 0.09
 -------- 15:00 0.00 0.15 0.26 1.55 0.07
 04.02.13 16:00 0.00 0.13 0.26 1.49 0.08
 -------- 17:00 0.00 0.18 0.23 1.47 0.06
 -------- 18:00 0.00 0.21 0.21 1.55 0.06
 -------- 19:00 0.00 0.27 0.19 1.42 0.04
