 Date Time SO2 OZ NO2 CHX NO
 20.12.12 12:00 0.01 0.01 0.35 2.19 0.44
 -------- 13:00 0.02 0.01 0.40 2.16 0.49
 -------- 14:00 0.02 0.01 0.40 2.14 0.52
 -------- 15:00 0.02 0.01 0.41 2.07 0.47
 -------- 16:00 0.01 0.01 0.38 1.96 0.36
 20.12.12 17:00 0.01 0.01 0.36 1.99 0.36
 -------- 18:00 0.01 0.01 0.36 1.91 0.32
 -------- 19:00 0.01 0.01 0.34 1.85 0.30
 -------- 20:00 0.01 0.01 0.30 1.76 0.21
 -------- 21:00 0.01 0.01 0.28 1.78 0.22
 20.12.12 22:00 0.01 0.01 0.30 1.78 0.23
 -------- 23:00 0.01 0.01 0.29 1.80 0.24
 -------- 00:00 0.01 0.01 0.30 1.75 0.20
 -------- 01:00 0.01 0.01 0.28 1.91 0.22
 -------- 02:00 0.01 ---- 0.27 1.74 0.16
 21.12.12 03:00 0.01 ---- 0.26 1.72 0.13
 -------- 04:00 0.00 ---- 0.25 1.78 0.10
 -------- 05:00 0.00 ---- 0.25 1.71 0.12
 -------- 06:00 0.01 ---- 0.25 1.72 0.14
 -------- 07:00 0.01 0.01 0.26 1.74 0.17
 21.12.12 08:00 0.01 0.01 0.29 1.83 0.30
 -------- 09:00 0.01 0.01 0.27 1.83 0.27
 -------- 10:00 0.01 0.01 0.29 1.92 0.31
 -------- 11:00 0.01 0.01 0.29 1.95 0.35
 -------- 12:00 0.01 0.01 0.28 1.90 0.35
 21.12.12 13:00 0.01 0.02 0.30 1.86 0.29
 -------- 14:00 0.01 0.01 0.32 1.91 0.36
 -------- 15:00 0.01 0.01 0.34 2.01 0.41
 -------- 16:00 0.01 0.01 0.31 1.85 0.34
 -------- 17:00 0.01 0.01 0.28 1.80 0.33
 21.12.12 18:00 0.01 0.01 0.29 1.73 0.29
 -------- 19:00 0.01 0.01 0.26 1.77 0.25
 -------- 20:00 0.01 ---- 0.28 1.76 0.20
 -------- 21:00 0.01 0.01 0.29 1.83 0.20
 -------- 22:00 0.01 0.01 0.28 1.80 0.15
 21.12.12 23:00 0.01 ---- 0.26 1.79 0.13
 -------- 00:00 0.01 ---- 0.26 1.71 0.11
 -------- 01:00 0.01 ---- 0.25 1.66 0.06
 -------- 02:00 0.00 ---- 0.25 1.65 0.07
 -------- 03:00 0.00 ---- 0.25 1.66 0.05
 22.12.12 04:00 0.00 0.01 0.25 1.61 0.04
 -------- 05:00 0.00 0.01 0.26 1.60 0.04
 -------- 06:00 0.00 0.01 0.26 1.60 0.05
 -------- 07:00 0.00 0.01 0.28 1.60 0.05
 -------- 08:00 0.00 0.02 0.27 1.61 0.10
 22.12.12 09:00 0.00 0.02 0.29 1.58 0.09
 -------- 10:00 0.00 0.03 0.30 1.62 0.08
 -------- 11:00 0.01 0.03 0.28 1.60 0.12
