 Date Time SO2 OZ NO2 CHX NO
 08.02.13 12:00 0.00 0.04 0.32 1.57 0.18
 -------- 13:00 0.01 0.03 0.30 1.58 0.18
 -------- 14:00 0.01 0.01 0.29 1.60 0.19
 -------- 15:00 0.01 0.01 0.31 1.58 0.20
 -------- 16:00 0.01 0.02 0.31 1.61 0.17
 08.02.13 17:00 0.01 0.01 0.31 1.61 0.18
 -------- 18:00 0.01 0.01 0.32 1.62 0.21
 -------- 19:00 0.00 ---- 0.31 1.60 0.16
 -------- 20:00 0.01 ---- 0.31 1.57 0.14
 -------- 21:00 0.01 0.01 0.32 1.54 0.13
 08.02.13 22:00 0.00 0.01 0.30 1.54 0.09
 -------- 23:00 0.00 0.01 0.31 1.51 0.09
 -------- 00:00 0.00 0.04 0.27 1.45 0.05
 -------- 01:00 0.00 0.06 0.27 1.62 0.05
 -------- 02:00 0.00 0.03 0.30 1.67 0.05
 09.02.13 03:00 0.00 0.07 0.27 1.67 0.04
 -------- 04:00 0.00 0.13 0.22 1.62 0.03
 -------- 05:00 0.00 0.17 0.20 1.51 0.02
 -------- 06:00 0.00 0.20 0.20 1.54 0.04
 -------- 07:00 0.00 0.23 0.19 1.44 0.04
 09.02.13 08:00 0.00 0.15 0.25 1.47 0.09
 -------- 09:00 0.00 0.10 0.27 1.49 0.09
 -------- 10:00 0.00 0.10 0.28 1.57 0.09
 -------- 11:00 0.00 0.11 0.27 1.54 0.10
 -------- 12:00 0.00 0.10 0.28 1.54 0.11
 09.02.13 13:00 0.00 0.10 0.28 1.53 0.13
 -------- 14:00 0.00 0.10 0.29 1.53 0.13
 -------- 15:00 0.00 0.10 0.31 1.55 0.14
 -------- 16:00 0.00 0.09 0.33 1.57 0.14
 -------- 17:00 0.00 0.07 0.33 1.58 0.13
 09.02.13 18:00 0.01 0.05 0.37 1.59 0.16
 -------- 19:00 0.00 0.08 0.35 1.58 0.14
 -------- 20:00 0.00 0.13 0.32 1.60 0.12
 -------- 21:00 0.00 0.18 0.28 1.58 0.08
 -------- 22:00 0.00 0.17 0.28 1.56 0.08
 09.02.13 23:00 0.00 0.20 0.26 1.57 0.06
 -------- 00:00 0.00 0.28 0.23 1.52 0.06
 -------- 01:00 0.00 0.32 0.19 1.50 0.04
 -------- 02:00 0.00 0.33 0.17 1.47 0.03
 -------- 03:00 0.00 0.33 0.17 1.46 0.02
 10.02.13 04:00 0.00 0.31 0.16 1.47 0.03
 -------- 05:00 0.00 0.30 0.16 1.43 0.03
 -------- 06:00 0.00 0.30 0.16 1.42 0.03
 -------- 07:00 0.00 0.26 0.18 1.43 0.04
 -------- 08:00 0.00 0.23 0.18 1.45 0.04
 10.02.13 09:00 0.00 0.20 0.20 1.46 0.07
 -------- 10:00 0.00 0.17 0.23 1.50 0.07
 -------- 11:00 0.00 0.12 0.24 1.53 0.09
 -------- 12:00 0.00 0.12 0.24 1.54 0.10
