 Date Time CO NO2 CHX NO PM10
 02.05.13 00:00 0.21 0.38 1.43 0.14 0.14
 -------- 01:00 0.20 0.38 1.45 0.14 0.14
 -------- 02:00 0.19 0.38 1.44 0.12 0.13
 -------- 03:00 0.16 0.37 1.43 0.12 0.13
 -------- 04:00 0.13 0.37 1.44 0.10 0.12
 02.05.13 05:00 0.12 0.36 1.48 0.12 0.12
 -------- 06:00 0.12 0.36 1.50 0.13 0.10
 -------- 07:00 0.12 0.35 1.49 0.14 0.10
 -------- 08:00 0.09 0.35 1.45 0.09 0.10
 -------- 09:00 0.08 0.33 1.45 0.07 0.10
 02.05.13 10:00 0.05 0.21 1.46 0.03 0.07
 -------- 11:00 0.02 0.05 1.52 0.01 0.04
 -------- 12:00 0.02 0.01 1.42 0.01 0.03
 -------- 13:00 0.05 0.03 1.30 0.01 0.04
 -------- 14:00 0.04 0.01 1.34 0.01 0.04
 02.05.13 15:00 0.04 ---- 1.33 0.00 0.03
 -------- 16:00 0.04 0.01 1.35 0.01 0.04
 -------- 17:00 0.04 0.01 1.35 0.00 0.04
 -------- 18:00 0.04 0.01 1.33 0.00 0.04
 -------- 19:00 0.04 0.02 1.35 0.01 0.05
 02.05.13 20:00 0.04 0.08 1.41 0.01 0.06
 -------- 21:00 0.05 0.09 1.41 0.01 0.05
 -------- 22:00 0.10 0.26 1.43 0.01 0.09
 -------- 23:00 0.13 0.43 1.54 0.03 0.12
 -------- 00:00 0.13 0.44 1.61 0.06 0.12
 03.05.13 01:00 0.07 0.26 1.54 0.02 0.09
 -------- 02:00 0.05 0.22 1.65 0.01 0.09
 -------- 03:00 0.04 0.07 1.57 0.01 0.08
 -------- 04:00 0.04 0.04 1.32 0.01 0.06
 -------- 05:00 0.04 0.05 1.30 0.00 0.05
 03.05.13 06:00 0.04 0.07 1.33 0.00 0.06
 -------- 07:00 0.05 0.06 1.33 0.01 0.06
 -------- 08:00 0.04 0.09 1.31 0.01 0.07
 -------- 09:00 0.07 0.11 1.34 0.01 0.08
 -------- 10:00 0.06 0.13 1.33 0.01 0.09
 03.05.13 11:00 0.07 0.17 1.30 0.01 0.11
 -------- 12:00 0.07 0.13 1.38 0.01 0.11
 -------- 13:00 0.06 0.11 1.39 0.01 0.10
 -------- 14:00 0.05 0.07 1.40 0.01 0.10
 -------- 15:00 0.04 0.03 1.37 0.00 0.09
 03.05.13 16:00 0.04 0.02 1.36 0.01 0.09
 -------- 17:00 0.04 0.04 1.32 0.01 0.09
 -------- 18:00 0.04 0.07 1.36 0.01 0.09
 -------- 19:00 0.07 0.06 1.30 0.00 0.09
 -------- 20:00 0.07 0.09 1.35 0.01 0.09
 03.05.13 21:00 0.07 0.10 1.34 0.00 0.08
 -------- 22:00 0.10 0.28 1.37 0.00 0.11
 -------- 23:00 0.10 0.20 1.39 0.00 0.11
