 Date Time CO NO2 CHX NO PM10
 11.12.12 00:00 0.04 0.11 1.49 0.01 0.02
 -------- 01:00 0.03 0.06 1.45 0.01 0.01
 -------- 02:00 0.03 0.09 1.45 0.02 0.02
 -------- 03:00 0.03 0.12 1.45 0.05 0.03
 -------- 04:00 0.02 0.04 1.42 0.01 0.02
 11.12.12 05:00 0.02 0.04 1.42 0.00 0.02
 -------- 06:00 0.03 0.08 1.43 0.01 0.03
 -------- 07:00 0.06 0.11 1.44 0.01 0.03
 -------- 08:00 0.11 0.10 1.46 0.01 0.03
 -------- 09:00 0.05 0.13 1.43 0.01 0.03
 11.12.12 10:00 0.04 0.15 1.49 0.01 0.02
 -------- 11:00 0.04 0.17 1.49 0.01 0.03
 -------- 12:00 0.05 0.12 1.20 0.01 ----
 -------- 13:00 0.06 0.16 1.52 0.02 ----
 -------- 14:00 0.07 0.16 1.51 0.02 ----
 11.12.12 15:00 0.08 0.21 1.51 0.03 ----
 -------- 16:00 0.09 0.23 1.51 0.03 ----
 -------- 17:00 0.08 0.20 1.49 0.02 ----
 -------- 18:00 0.09 0.17 1.47 0.02 ----
 -------- 19:00 0.08 0.17 1.46 0.01 ----
 11.12.12 20:00 0.10 0.20 1.50 0.02 ----
 -------- 21:00 0.09 0.18 1.51 0.02 ----
 -------- 22:00 0.07 0.18 1.52 0.02 ----
 -------- 23:00 0.05 0.17 1.50 0.03 ----
 -------- 00:00 0.04 0.18 1.50 0.02 ----
 12.12.12 01:00 0.03 0.18 1.50 0.02 ----
 -------- 02:00 0.02 0.19 1.48 0.02 ----
 -------- 03:00 0.03 0.19 1.47 0.02 ----
 -------- 04:00 0.03 0.17 1.46 0.01 ----
 -------- 05:00 0.02 0.15 1.47 0.01 ----
 12.12.12 06:00 0.04 0.23 1.50 0.04 ----
 -------- 07:00 0.04 0.25 1.53 0.10 ----
 -------- 08:00 0.07 0.20 1.54 0.03 ----
 -------- 09:00 0.07 0.19 1.57 0.04 ----
 -------- 10:00 0.07 0.19 1.56 0.04 ----
 12.12.12 11:00 0.07 0.19 1.59 0.06 ----
 -------- 12:00 0.05 0.15 1.57 0.05 ----
 -------- 13:00 0.05 0.14 1.56 0.06 ----
 -------- 14:00 0.06 0.17 1.57 0.08 ----
 -------- 15:00 0.09 0.24 1.65 0.13 ----
 12.12.12 16:00 0.09 0.25 1.64 0.13 0.28
 -------- 17:00 0.07 0.25 1.63 0.08 0.16
 -------- 18:00 0.11 0.27 1.64 0.11 0.10
 -------- 19:00 0.11 0.25 1.64 0.09 0.08
 -------- 20:00 0.09 0.21 1.58 0.06 0.06
 12.12.12 21:00 0.08 0.21 1.58 0.07 0.05
 -------- 22:00 0.07 0.22 0.39 0.08 0.05
 -------- 23:00 0.05 0.21 ---- 0.06 0.05
