 Date Time CO NO2 CHX NO PM10
 16.03.13 12:00 0.13 0.25 1.42 0.12 0.41
 -------- 13:00 0.12 0.26 1.37 0.08 0.12
 -------- 14:00 0.07 0.17 1.35 0.02 0.03
 -------- 15:00 0.05 0.12 1.42 0.02 0.02
 -------- 16:00 0.06 0.12 1.35 0.02 0.04
 16.03.13 17:00 0.07 0.10 1.34 0.01 0.03
 -------- 18:00 0.06 0.15 1.45 0.01 0.04
 -------- 19:00 0.06 0.14 1.44 0.01 0.03
 -------- 20:00 0.06 0.13 1.44 0.01 0.04
 -------- 21:00 0.06 0.10 1.42 0.01 0.04
 16.03.13 22:00 0.05 0.10 1.38 0.01 0.04
 -------- 23:00 0.06 0.12 1.39 0.01 0.04
 -------- 00:00 0.05 0.13 1.34 0.01 0.01
 -------- 01:00 0.04 0.12 1.33 0.01 0.02
 -------- 02:00 0.04 0.10 1.31 0.01 0.02
 17.03.13 03:00 0.05 0.09 ---- 0.00 0.02
 -------- 04:00 0.04 0.05 ---- 0.01 0.02
 -------- 05:00 0.04 0.05 ---- 0.00 0.02
 -------- 06:00 0.04 0.04 ---- 0.00 0.02
 -------- 07:00 0.03 0.05 ---- 0.01 0.02
 17.03.13 08:00 0.04 0.09 ---- 0.01 0.02
 -------- 09:00 0.04 0.10 ---- 0.01 0.02
 -------- 10:00 0.04 0.10 ---- 0.01 0.02
 -------- 11:00 0.04 0.09 ---- 0.02 0.03
 -------- 12:00 0.05 0.09 ---- 0.02 0.03
 17.03.13 13:00 0.05 0.08 ---- 0.02 0.02
 -------- 14:00 0.05 0.08 ---- 0.02 0.02
 -------- 15:00 0.05 0.10 ---- 0.02 0.03
 -------- 16:00 0.08 0.12 ---- 0.02 0.03
 -------- 17:00 0.06 0.13 ---- 0.01 0.03
 17.03.13 18:00 0.06 0.16 ---- 0.01 0.03
 -------- 19:00 0.06 0.18 ---- 0.01 0.03
 -------- 20:00 0.05 0.14 ---- 0.01 0.02
 -------- 21:00 0.05 0.10 ---- 0.00 0.02
 -------- 22:00 0.06 0.14 ---- 0.00 0.03
 17.03.13 23:00 0.06 0.18 ---- 0.01 0.03
 -------- 00:00 0.05 0.11 ---- 0.01 0.02
 -------- 01:00 0.06 0.14 ---- 0.01 0.02
 -------- 02:00 0.06 0.17 ---- 0.01 0.03
 -------- 03:00 0.08 0.23 ---- 0.01 0.03
 18.03.13 04:00 0.07 0.28 ---- 0.01 0.03
 -------- 05:00 0.08 0.30 ---- 0.02 0.03
 -------- 06:00 0.08 0.34 ---- 0.05 0.03
 -------- 07:00 0.08 0.29 ---- 0.01 0.03
 -------- 08:00 0.10 0.31 ---- 0.03 0.03
 18.03.13 09:00 0.13 0.33 ---- 0.08 0.04
 -------- 10:00 0.13 0.32 ---- 0.09 0.04
 -------- 11:00 0.10 0.29 ---- 0.08 0.04
 -------- 12:00 0.10 0.26 ---- 0.08 0.05
