 Date Time CO NO2 CHX NO PM10
 12.02.13 12:00 0.06 0.15 1.54 0.02 0.04
 -------- 13:00 0.06 0.15 1.53 0.01 0.03
 -------- 14:00 0.06 0.18 1.54 0.02 0.03
 -------- 15:00 0.06 0.16 1.53 0.01 0.04
 -------- 16:00 0.06 0.15 1.50 0.02 0.05
 12.02.13 17:00 0.07 0.19 1.52 0.01 0.05
 -------- 18:00 0.07 0.21 1.55 0.01 0.05
 -------- 19:00 0.07 0.16 1.56 0.01 0.05
 -------- 20:00 0.07 0.19 1.56 0.01 0.06
 -------- 21:00 0.07 0.19 1.63 0.01 0.07
 12.02.13 22:00 0.06 0.20 1.61 0.01 0.07
 -------- 23:00 0.06 0.22 1.59 0.01 0.06
 -------- 00:00 0.05 0.20 1.60 0.01 0.06
 -------- 01:00 0.04 0.17 1.65 0.01 0.06
 -------- 02:00 0.04 0.20 1.67 0.01 0.07
 13.02.13 03:00 0.04 0.22 1.71 0.01 0.06
 -------- 04:00 0.06 0.24 1.77 0.04 0.06
 -------- 05:00 0.06 0.24 1.76 0.02 0.07
 -------- 06:00 0.05 0.21 1.60 0.01 0.05
 -------- 07:00 0.06 0.23 1.59 0.02 0.06
 13.02.13 08:00 0.10 0.31 1.67 0.08 0.09
 -------- 09:00 0.10 0.33 1.75 0.06 0.09
 -------- 10:00 0.13 0.33 1.66 0.10 0.08
 -------- 11:00 0.12 0.35 1.67 0.16 0.10
 -------- 12:00 0.10 0.33 1.64 0.13 0.11
 13.02.13 13:00 0.10 0.35 1.67 0.11 0.12
 -------- 14:00 0.10 0.33 1.69 0.10 0.12
 -------- 15:00 0.09 0.28 1.65 0.07 0.10
 -------- 16:00 0.09 0.32 1.68 0.07 0.12
 -------- 17:00 0.10 0.36 1.69 0.07 0.12
 13.02.13 18:00 0.11 0.41 1.73 0.10 0.10
 -------- 19:00 0.12 0.42 1.70 0.09 0.10
 -------- 20:00 0.14 0.42 1.77 0.10 0.10
 -------- 21:00 0.10 0.37 1.76 0.04 0.09
 -------- 22:00 0.10 0.34 1.73 0.03 0.06
 13.02.13 23:00 0.09 0.32 1.62 0.02 0.03
 -------- 00:00 0.09 0.36 1.76 0.03 0.04
 -------- 01:00 0.07 0.35 1.90 0.04 0.04
 -------- 02:00 0.06 0.35 1.68 0.04 0.04
 -------- 03:00 0.06 0.32 1.67 0.02 0.04
 14.02.13 04:00 0.06 0.32 1.66 0.02 0.05
 -------- 05:00 0.06 0.27 1.66 0.01 0.06
 -------- 06:00 0.05 0.27 1.66 0.01 0.06
 -------- 07:00 0.07 0.29 1.66 0.03 0.06
 -------- 08:00 0.11 0.31 1.67 0.05 0.06
 14.02.13 09:00 0.11 0.33 1.66 0.13 0.06
 -------- 10:00 0.15 0.32 1.79 0.13 0.07
 -------- 11:00 0.12 0.34 1.70 0.10 0.07
 -------- 12:00 0.12 0.33 1.70 0.10 0.08
