 Date Time CO NO2 CHX NO PM10
 18.12.12 00:00 0.10 0.27 1.62 0.12 0.08
 -------- 01:00 0.09 0.26 1.60 0.08 0.08
 -------- 02:00 0.08 0.26 1.63 0.09 0.07
 -------- 03:00 0.08 0.25 1.62 0.08 0.08
 -------- 04:00 0.10 0.25 1.62 0.07 0.08
 18.12.12 05:00 0.09 0.26 1.63 0.09 0.06
 -------- 06:00 0.11 0.27 1.66 0.12 0.08
 -------- 07:00 0.10 0.26 1.64 0.11 0.07
 -------- 08:00 0.14 0.26 1.68 0.10 0.06
 -------- 09:00 0.15 0.25 1.67 0.10 0.06
 18.12.12 10:00 0.13 0.25 1.67 0.12 0.07
 -------- 11:00 0.10 0.21 1.62 0.08 0.06
 -------- 12:00 0.10 0.20 1.66 0.10 0.06
 -------- 13:00 0.10 0.19 1.69 0.11 0.06
 -------- 14:00 0.10 0.20 1.67 0.10 0.06
 18.12.12 15:00 0.10 0.23 1.66 0.13 0.07
 -------- 16:00 0.13 0.26 1.73 0.19 0.08
 -------- 17:00 0.12 0.27 1.71 0.16 0.07
 -------- 18:00 0.11 0.27 1.67 0.13 0.08
 -------- 19:00 0.12 0.27 1.65 0.15 0.07
 18.12.12 20:00 0.13 0.26 1.69 0.15 0.06
 -------- 21:00 0.10 0.24 1.61 0.07 0.04
 -------- 22:00 0.09 0.24 1.64 0.08 0.05
 -------- 23:00 0.09 0.24 1.66 0.09 0.03
 -------- 00:00 0.06 0.18 1.58 0.02 0.03
 19.12.12 01:00 0.05 0.14 1.53 0.02 0.03
 -------- 02:00 0.04 0.13 1.52 0.01 0.03
 -------- 03:00 0.04 0.12 1.53 0.01 0.03
 -------- 04:00 0.06 0.20 1.55 0.03 0.03
 -------- 05:00 0.04 0.15 1.53 0.01 0.03
 19.12.12 06:00 0.05 0.15 1.54 0.02 0.03
 -------- 07:00 0.06 0.19 1.56 0.03 0.04
 -------- 08:00 0.09 0.20 1.59 0.05 0.04
 -------- 09:00 0.10 0.21 1.61 0.06 0.04
 -------- 10:00 0.09 0.21 1.63 0.07 0.05
 19.12.12 11:00 0.09 0.21 1.64 0.07 0.07
 -------- 12:00 0.08 0.19 1.59 0.07 0.11
 -------- 13:00 0.09 0.20 1.60 0.08 0.05
 -------- 14:00 0.09 0.20 1.61 0.07 0.06
 -------- 15:00 0.11 0.23 1.65 0.11 0.07
 19.12.12 16:00 0.15 0.29 1.74 0.20 0.09
 -------- 17:00 0.13 0.30 1.68 0.25 0.08
 -------- 18:00 0.09 0.26 1.58 0.09 0.10
 -------- 19:00 0.08 0.28 1.58 0.06 0.05
 -------- 20:00 0.09 0.28 1.62 0.07 0.05
 19.12.12 21:00 0.10 0.29 1.62 0.07 0.06
 -------- 22:00 0.09 0.28 1.60 0.06 0.06
 -------- 23:00 0.08 0.27 1.61 0.05 0.05
