 Date Time CO NO2 CHX NO PM10
 08.11.12 12:00 0.03 0.12 1.41 0.02 0.04
 -------- 13:00 0.04 0.14 1.42 0.02 0.03
 -------- 14:00 0.05 0.17 1.43 0.02 0.03
 -------- 15:00 0.04 0.15 1.40 0.02 0.03
 -------- 16:00 0.04 0.13 1.40 0.02 0.03
 08.11.12 17:00 0.04 0.16 1.40 0.02 0.03
 -------- 18:00 0.06 0.19 1.40 0.02 0.03
 -------- 19:00 0.06 0.23 1.41 0.02 0.04
 -------- 20:00 0.07 0.20 1.42 0.02 0.04
 -------- 21:00 0.05 0.19 1.41 0.01 0.05
 08.11.12 22:00 0.05 0.15 1.39 0.02 0.05
 -------- 23:00 0.04 0.15 1.39 0.01 0.04
 -------- 00:00 0.04 0.15 1.40 0.01 0.04
 -------- 01:00 0.03 0.13 1.39 0.01 0.04
 -------- 02:00 0.02 0.10 1.39 0.01 0.03
 09.11.12 03:00 0.02 0.10 1.40 0.01 0.03
 -------- 04:00 0.02 0.13 1.42 0.01 0.03
 -------- 05:00 0.02 0.11 1.46 0.01 0.02
 -------- 06:00 0.04 0.15 1.51 0.02 0.03
 -------- 07:00 0.05 0.19 1.51 0.04 0.05
 09.11.12 08:00 0.11 0.18 1.57 0.11 0.04
 -------- 09:00 0.17 0.19 1.71 0.24 0.07
 -------- 10:00 0.13 0.20 1.70 0.20 0.06
 -------- 11:00 0.13 0.20 1.70 0.17 0.06
 -------- 12:00 0.12 0.18 1.57 0.14 0.04
 09.11.12 13:00 0.08 0.17 1.54 0.08 0.03
 -------- 14:00 0.09 0.17 1.48 0.08 0.03
 -------- 15:00 0.08 0.17 1.44 0.05 0.03
 -------- 16:00 0.07 0.16 1.43 0.05 0.03
 -------- 17:00 0.07 0.16 1.42 0.04 0.03
 09.11.12 18:00 0.07 0.16 1.45 0.03 0.02
 -------- 19:00 0.05 0.13 1.43 0.02 0.03
 -------- 20:00 0.06 0.13 1.44 0.02 0.03
 -------- 21:00 0.05 0.13 1.42 0.02 0.03
 -------- 22:00 0.04 0.10 1.42 0.01 0.02
 09.11.12 23:00 0.04 0.10 1.41 0.01 0.03
 -------- 00:00 0.04 0.10 1.41 0.01 0.03
 -------- 01:00 0.03 0.06 1.40 0.00 0.03
 -------- 02:00 0.03 0.06 1.41 0.01 0.03
 -------- 03:00 0.02 0.07 1.41 0.00 0.03
 10.11.12 04:00 0.02 0.13 1.44 0.01 0.03
 -------- 05:00 0.03 0.13 1.43 0.01 0.03
 -------- 06:00 0.02 0.10 1.42 0.01 0.03
