 Date Time CO NO2 CHX NO PM10
 22.09.12 00:00 0.07 0.14 1.48 0.01 0.06
 -------- 01:00 0.07 0.13 1.48 0.01 0.06
 -------- 02:00 0.06 0.11 1.48 0.01 0.06
 -------- 03:00 0.06 0.11 1.49 0.01 0.06
 -------- 04:00 0.06 0.10 1.48 0.01 0.06
 22.09.12 05:00 0.05 0.09 1.43 0.01 0.06
 -------- 06:00 0.04 0.08 1.42 0.01 0.04
 -------- 07:00 0.04 0.08 1.42 0.01 0.04
 -------- 08:00 0.09 0.10 1.46 0.01 0.05
 -------- 09:00 0.07 0.12 1.48 0.03 0.06
 22.09.12 10:00 0.07 0.11 1.53 0.03 0.07
 -------- 11:00 0.09 0.13 1.52 0.04 0.07
 -------- 12:00 0.07 0.11 1.51 0.04 0.07
 -------- 13:00 0.07 0.12 1.48 0.03 0.08
 -------- 14:00 0.08 0.12 1.50 0.03 0.08
 22.09.12 15:00 0.08 0.14 1.52 0.02 0.09
 -------- 16:00 0.08 0.13 1.56 0.01 0.10
 -------- 17:00 0.09 0.18 1.64 0.01 0.13
 -------- 18:00 0.11 0.20 1.65 0.01 0.12
 -------- 19:00 0.14 0.25 1.67 0.01 0.13
 22.09.12 20:00 0.15 0.26 1.61 0.02 0.12
 -------- 21:00 0.15 0.26 1.70 0.04 0.14
 -------- 22:00 0.17 0.28 2.05 0.09 0.18
 -------- 23:00 0.11 0.24 1.73 0.03 0.16
 -------- 00:00 0.10 0.20 1.68 0.02 0.15
 23.09.12 01:00 0.10 0.20 1.71 0.03 0.14
 -------- 02:00 0.09 0.19 1.68 0.03 0.12
 -------- 03:00 0.08 0.20 1.71 0.02 0.10
 -------- 04:00 0.08 0.19 1.68 0.02 0.10
 -------- 05:00 0.07 0.20 1.67 0.02 0.10
 23.09.12 06:00 0.06 0.18 1.60 0.01 0.08
 -------- 07:00 0.06 0.17 1.57 0.01 0.08
 -------- 08:00 0.07 0.16 1.64 0.02 0.10
 -------- 09:00 0.08 0.16 1.69 0.03 0.10
 -------- 10:00 0.08 0.17 1.63 0.04 0.10
 23.09.12 11:00 0.08 0.16 1.60 0.03 0.09
 -------- 12:00 0.09 0.15 1.59 0.03 0.09
 -------- 13:00 0.10 0.15 1.57 0.04 0.10
 -------- 14:00 0.11 0.16 1.56 0.05 0.13
 -------- 15:00 0.11 0.15 1.57 0.05 0.10
 23.09.12 16:00 0.11 0.14 1.56 0.05 0.07
 -------- 17:00 0.12 0.14 1.56 0.05 0.07
 -------- 18:00 0.08 0.10 1.50 0.02 0.05
 -------- 19:00 0.09 0.12 1.51 0.03 0.04
 -------- 20:00 0.09 0.12 1.49 0.02 0.04
 23.09.12 21:00 0.07 0.12 1.50 0.01 0.03
 -------- 22:00 0.06 0.11 1.43 0.00 0.02
 -------- 23:00 0.04 0.09 1.42 0.00 0.02
