 Date Time CO NO2 CHX NO PM10
 17.12.12 12:00 0.25 0.46 1.95 0.42 0.12
 -------- 13:00 0.19 0.42 1.84 0.29 0.08
 -------- 14:00 0.17 0.42 1.80 0.26 0.08
 -------- 15:00 0.15 0.42 1.81 0.21 0.08
 -------- 16:00 0.14 0.39 1.77 0.18 0.07
 17.12.12 17:00 0.11 0.38 1.75 0.16 0.07
 -------- 18:00 0.13 0.35 1.78 0.11 0.06
 -------- 19:00 0.13 0.33 1.85 0.11 0.07
 -------- 20:00 0.13 0.32 1.77 0.09 0.07
 -------- 21:00 0.10 0.28 1.68 0.10 0.06
 17.12.12 22:00 0.10 0.28 1.60 0.14 0.06
 -------- 23:00 0.10 0.27 1.62 0.10 0.08
 -------- 00:00 0.10 0.27 1.62 0.12 0.08
 -------- 01:00 0.09 0.26 1.60 0.08 0.08
 -------- 02:00 0.08 0.26 1.63 0.09 0.07
 18.12.12 03:00 0.08 0.25 1.62 0.08 0.08
 -------- 04:00 0.10 0.25 1.62 0.07 0.08
 -------- 05:00 0.09 0.26 1.63 0.09 0.06
 -------- 06:00 0.11 0.27 1.66 0.12 0.08
 -------- 07:00 0.10 0.26 1.64 0.11 0.07
 18.12.12 08:00 0.14 0.26 1.68 0.10 0.06
 -------- 09:00 0.15 0.25 1.67 0.10 0.06
 -------- 10:00 0.13 0.25 1.67 0.12 0.07
 -------- 11:00 0.10 0.21 1.62 0.08 0.06
 -------- 12:00 0.10 0.20 1.66 0.10 0.06
 18.12.12 13:00 0.10 0.19 1.69 0.11 0.06
 -------- 14:00 0.10 0.20 1.67 0.10 0.06
 -------- 15:00 0.10 0.23 1.66 0.13 0.07
 -------- 16:00 0.13 0.26 1.73 0.19 0.08
 -------- 17:00 0.12 0.27 1.71 0.16 0.07
 18.12.12 18:00 0.11 0.27 1.67 0.13 0.08
 -------- 19:00 0.12 0.27 1.65 0.15 0.07
 -------- 20:00 0.13 0.26 1.69 0.15 0.06
 -------- 21:00 0.10 0.24 1.61 0.07 0.04
 -------- 22:00 0.09 0.24 1.64 0.08 0.05
 18.12.12 23:00 0.09 0.24 1.66 0.09 0.03
 -------- 00:00 0.06 0.18 1.58 0.02 0.03
 -------- 01:00 0.05 0.14 1.53 0.02 0.03
 -------- 02:00 0.04 0.13 1.52 0.01 0.03
 -------- 03:00 0.04 0.12 1.53 0.01 0.03
 19.12.12 04:00 0.06 0.20 1.55 0.03 0.03
 -------- 05:00 0.04 0.15 1.53 0.01 0.03
 -------- 06:00 0.05 0.15 1.54 0.02 0.03
 -------- 07:00 0.06 0.19 1.56 0.03 0.04
 -------- 08:00 0.09 0.20 1.59 0.05 0.04
 19.12.12 09:00 0.10 0.21 1.61 0.06 0.04
 -------- 10:00 0.09 0.21 1.63 0.07 0.05
 -------- 11:00 0.09 0.21 1.64 0.07 0.07
