 Date Time CO NO2 CHX NO
 20.10.12 00:00 0.06 0.10 1.49 0.01
 -------- 01:00 0.05 0.09 1.50 0.00
 -------- 02:00 0.04 0.08 1.46 0.00
 -------- 03:00 0.04 0.05 1.42 0.01
 -------- 04:00 0.04 0.05 1.45 0.01
 20.10.12 05:00 0.04 0.03 1.43 0.00
 -------- 06:00 0.04 0.06 1.48 0.00
 -------- 07:00 0.04 0.08 1.42 0.01
