 Date Time CO NO2 CHX NO PM10
 02.11.12 12:00 0.73 0.20 3.09 0.06 0.13
 -------- 13:00 0.14 0.20 1.55 0.06 0.07
 -------- 14:00 0.09 0.20 1.54 0.07 0.06
 -------- 15:00 0.07 0.21 1.56 0.07 0.07
 -------- 16:00 0.06 0.19 1.51 0.04 0.06
 02.11.12 17:00 0.07 0.21 1.52 0.05 0.13
 -------- 18:00 0.06 0.21 1.53 0.04 0.17
 -------- 19:00 0.06 0.20 1.52 0.04 0.07
 -------- 20:00 0.06 0.17 1.48 0.02 0.07
 -------- 21:00 0.07 0.17 1.50 0.02 0.09
 02.11.12 22:00 0.06 0.15 1.48 0.02 0.08
 -------- 23:00 0.04 0.14 1.45 0.02 0.07
 -------- 00:00 0.05 0.16 1.45 0.01 0.08
 -------- 01:00 0.05 0.15 1.46 0.01 0.07
 -------- 02:00 0.04 0.12 1.47 0.01 0.06
 03.11.12 03:00 0.04 0.09 1.54 0.01 0.05
 -------- 04:00 0.04 0.09 1.51 0.01 0.04
 -------- 05:00 0.04 0.09 1.49 0.01 0.04
 -------- 06:00 0.04 0.12 1.53 0.01 0.04
 -------- 07:00 0.05 0.17 1.54 0.02 0.04
 03.11.12 08:00 0.07 0.16 1.48 0.02 0.04
 -------- 09:00 0.06 0.15 1.47 0.02 0.04
 -------- 10:00 0.07 0.18 1.48 0.03 0.04
 -------- 11:00 0.11 0.23 1.53 0.06 0.04
 -------- 12:00 0.10 0.23 1.51 0.06 0.05
 03.11.12 13:00 0.09 0.24 1.51 0.05 0.04
 -------- 14:00 0.08 0.23 1.52 0.05 0.04
 -------- 15:00 0.08 0.23 1.52 0.05 0.03
 -------- 16:00 0.06 0.19 1.51 0.03 0.03
 -------- 17:00 0.07 0.19 1.54 0.03 0.03
 03.11.12 18:00 0.08 0.20 1.54 0.04 0.03
 -------- 19:00 0.08 0.20 1.53 0.05 0.04
 -------- 20:00 0.07 0.16 1.53 0.03 0.04
 -------- 21:00 0.04 0.11 1.49 0.02 0.02
 -------- 22:00 0.04 0.10 1.48 0.01 0.02
 03.11.12 23:00 0.04 0.09 1.49 0.01 0.02
 -------- 00:00 0.04 0.10 1.60 0.02 0.02
 -------- 01:00 0.04 0.10 1.72 0.04 0.03
 -------- 02:00 0.03 0.08 1.70 0.02 0.03
 -------- 03:00 0.03 0.07 1.60 0.01 0.02
 04.11.12 04:00 0.03 0.07 1.68 0.01 0.03
 -------- 05:00 0.02 0.06 1.54 0.01 0.02
 -------- 06:00 0.03 0.09 1.65 0.01 0.03
 -------- 07:00 0.04 0.06 1.50 0.01 0.03
 -------- 08:00 0.05 0.08 1.52 0.01 0.03
 04.11.12 09:00 0.04 0.10 1.54 0.01 0.04
 -------- 10:00 0.04 0.14 1.72 0.03 0.03
 -------- 11:00 0.04 0.10 1.53 0.02 0.04
