 Date Time CO NO2 CHX NO PM10
 14.03.13 00:00 0.10 ---- 1.35 0.02 0.07
 -------- 01:00 0.10 ---- 1.36 0.03 0.06
 -------- 02:00 0.10 ---- 1.38 0.03 0.07
 -------- 03:00 0.10 ---- 1.40 0.03 0.07
 -------- 04:00 0.10 ---- 1.42 0.03 0.08
 14.03.13 05:00 0.09 ---- 1.42 0.02 0.08
 -------- 06:00 0.09 ---- 1.41 0.04 0.08
 -------- 07:00 0.11 ---- 1.44 0.05 0.10
 -------- 08:00 0.15 ---- 1.44 0.04 0.07
 -------- 09:00 0.15 ---- 1.44 0.08 0.08
 14.03.13 10:00 0.13 ---- 1.47 0.08 0.08
 -------- 11:00 0.10 ---- 1.46 0.08 0.08
 -------- 12:00 0.11 ---- 1.48 0.08 0.09
 -------- 13:00 0.12 ---- 1.48 0.17 0.09
 -------- 14:00 0.13 ---- 1.50 0.08 0.08
 14.03.13 15:00 0.13 ---- 1.49 0.09 0.10
 -------- 16:00 0.17 ---- 1.54 0.16 0.12
 -------- 17:00 0.21 ---- 1.58 0.15 0.12
 -------- 18:00 0.09 ---- 1.35 0.02 0.08
 -------- 19:00 0.08 ---- 1.35 0.01 0.06
 14.03.13 20:00 0.06 ---- 1.35 0.01 0.05
 -------- 21:00 0.07 ---- 1.39 0.03 0.07
 -------- 22:00 0.09 ---- 1.44 0.02 0.08
 -------- 23:00 0.07 ---- 1.40 0.01 0.07
 -------- 00:00 0.07 ---- 1.39 0.01 0.07
 15.03.13 01:00 0.09 ---- 1.44 0.03 0.08
 -------- 02:00 0.07 ---- 1.41 0.02 0.07
 -------- 03:00 0.08 ---- 1.41 0.02 0.07
 -------- 04:00 0.08 ---- 1.42 0.02 0.06
 -------- 05:00 0.07 ---- 1.42 0.02 0.06
 15.03.13 06:00 0.06 ---- 1.40 0.02 0.06
 -------- 07:00 0.09 ---- 1.44 0.04 0.08
 -------- 08:00 0.16 ---- 1.52 0.16 0.10
 -------- 09:00 0.15 ---- 1.49 0.14 0.10
 -------- 10:00 0.16 ---- 1.67 0.17 0.10
 15.03.13 11:00 0.14 0.34 1.77 0.10 0.08
 -------- 12:00 0.12 0.34 1.74 0.11 0.10
 -------- 13:00 0.11 0.28 1.51 0.08 0.07
 -------- 14:00 0.09 0.22 1.44 0.05 0.06
 -------- 15:00 0.08 0.19 1.42 0.03 0.05
 15.03.13 16:00 0.09 0.21 1.42 0.03 0.05
 -------- 17:00 0.10 0.22 1.42 0.03 0.04
 -------- 18:00 0.08 0.21 1.39 0.02 0.02
 -------- 19:00 0.08 0.21 1.39 0.02 0.03
 -------- 20:00 0.08 0.24 1.41 0.02 0.02
 15.03.13 21:00 0.09 0.28 1.38 0.03 0.02
 -------- 22:00 0.09 0.29 1.54 0.03 0.02
 -------- 23:00 0.10 0.31 1.47 0.06 0.04
 -------- 00:00 0.10 0.33 1.41 0.09 0.04
