 Date Time CO NO2 CHX NO PM10
 06.02.13 00:00 0.06 0.17 1.60 0.01 0.04
 -------- 01:00 0.06 0.13 1.49 0.00 0.04
 -------- 02:00 0.06 0.10 1.46 0.01 0.04
 -------- 03:00 0.04 0.08 1.45 0.00 0.04
 -------- 04:00 0.04 0.07 1.44 0.00 0.04
 06.02.13 05:00 0.04 0.08 1.45 0.00 0.03
 -------- 06:00 0.04 0.10 1.50 0.01 0.04
 -------- 07:00 0.04 0.14 1.55 0.01 0.04
 -------- 08:00 0.12 0.17 1.59 0.02 0.05
 -------- 09:00 0.07 0.20 1.58 0.03 0.04
 06.02.13 10:00 0.07 0.22 1.61 0.04 0.04
 -------- 11:00 0.06 0.15 1.48 0.02 0.04
 -------- 12:00 0.07 0.15 1.48 0.03 0.04
 -------- 13:00 0.07 0.17 1.47 0.05 0.05
 -------- 14:00 0.07 0.20 1.48 0.03 0.06
 06.02.13 15:00 0.09 0.31 1.68 0.05 0.07
 -------- 16:00 0.10 0.29 1.57 0.04 0.06
 -------- 17:00 0.09 0.30 1.53 0.03 0.05
 -------- 18:00 0.11 0.18 1.52 0.01 0.04
 -------- 19:00 0.08 0.17 1.52 0.02 0.04
 06.02.13 20:00 0.08 0.15 1.53 0.01 0.05
 -------- 21:00 0.09 0.17 1.53 0.01 0.04
 -------- 22:00 0.08 0.14 1.51 0.01 0.04
 -------- 23:00 0.06 0.14 1.50 0.00 0.04
 -------- 00:00 0.07 0.17 1.50 0.01 0.05
 07.02.13 01:00 0.06 0.19 1.52 0.01 0.06
 -------- 02:00 0.07 0.23 1.56 0.01 0.06
 -------- 03:00 0.05 0.08 1.47 0.01 0.04
 -------- 04:00 0.05 0.14 1.49 0.01 0.04
 -------- 05:00 0.04 0.12 1.48 0.00 0.05
 07.02.13 06:00 0.05 0.11 1.49 0.01 0.05
 -------- 07:00 0.06 0.15 1.55 0.01 0.06
 -------- 08:00 0.09 0.19 1.58 0.02 0.06
 -------- 09:00 0.08 0.20 1.56 0.03 0.06
 -------- 10:00 0.09 0.23 1.58 0.04 0.07
 07.02.13 11:00 0.10 0.22 1.60 0.04 0.09
 -------- 12:00 0.09 0.21 1.60 0.04 0.08
 -------- 13:00 0.07 0.15 1.56 0.02 0.06
 -------- 14:00 0.08 0.18 1.56 0.03 0.05
 -------- 15:00 0.09 0.21 1.56 0.04 0.06
 07.02.13 16:00 0.08 0.20 1.53 0.03 0.07
 -------- 17:00 0.09 0.22 1.57 0.04 0.09
 -------- 18:00 0.08 0.19 1.53 0.02 0.07
 -------- 19:00 0.06 0.15 1.51 0.01 0.06
 -------- 20:00 0.07 0.14 1.52 0.01 0.09
 07.02.13 21:00 0.07 0.15 1.53 0.01 0.09
 -------- 22:00 0.06 0.16 1.54 0.01 0.08
 -------- 23:00 0.06 0.13 1.52 0.01 0.07
 -------- 00:00 0.04 0.10 1.50 0.01 0.05
