 Date Time CO NO2 CHX NO PM10
 18.02.13 12:00 0.06 0.21 1.54 0.03 0.04
 -------- 13:00 0.08 0.18 1.54 0.03 0.05
 -------- 14:00 0.09 0.31 1.61 0.06 0.06
 -------- 15:00 0.10 0.34 ---- 0.07 0.08
 -------- 16:00 0.11 0.30 ---- 0.06 0.08
 18.02.13 17:00 0.09 0.29 ---- 0.04 0.08
 -------- 18:00 0.08 0.26 ---- 0.03 0.07
 -------- 19:00 0.09 0.26 ---- 0.01 0.07
 -------- 20:00 0.09 0.30 ---- 0.02 0.08
 -------- 21:00 0.09 0.30 ---- 0.01 0.07
 18.02.13 22:00 0.08 0.28 ---- 0.01 0.07
 -------- 23:00 0.08 0.25 ---- 0.01 0.07
 -------- 00:00 0.08 0.27 ---- 0.01 0.06
 -------- 01:00 0.08 0.31 ---- 0.03 0.07
 -------- 02:00 0.11 0.34 ---- 0.06 0.08
 19.02.13 03:00 0.09 0.28 ---- 0.03 0.06
 -------- 04:00 0.07 0.29 ---- 0.01 0.05
 -------- 05:00 0.07 0.31 ---- 0.01 0.06
 -------- 06:00 0.06 0.24 ---- 0.01 0.06
 -------- 07:00 0.07 0.23 ---- 0.01 0.05
 19.02.13 08:00 0.10 0.25 ---- 0.02 0.05
 -------- 09:00 0.10 0.33 ---- 0.03 0.06
 -------- 10:00 0.10 0.30 ---- 0.05 0.06
 -------- 11:00 0.10 0.27 ---- 0.06 0.06
 -------- 12:00 0.09 0.21 ---- 0.05 0.05
 19.02.13 13:00 0.08 0.22 0.06 0.05 0.06
 -------- 14:00 0.09 0.27 0.08 0.07 0.08
 -------- 15:00 0.09 0.25 0.07 0.05 0.08
 -------- 16:00 0.09 0.26 0.09 0.05 0.10
 -------- 17:00 0.09 0.22 0.08 0.03 0.06
 19.02.13 18:00 0.10 0.27 0.10 0.05 0.08
 -------- 19:00 0.11 0.29 0.07 0.02 0.08
 -------- 20:00 0.11 0.33 0.06 0.02 0.07
 -------- 21:00 0.15 0.39 0.07 0.05 0.08
 -------- 22:00 0.16 0.39 0.08 0.07 0.09
 19.02.13 23:00 0.17 0.39 0.09 0.11 0.09
 -------- 00:00 0.21 0.46 0.09 0.17 0.08
 -------- 01:00 0.19 0.39 0.09 0.13 0.09
 -------- 02:00 0.20 0.38 0.09 0.13 0.08
 -------- 03:00 0.15 0.37 0.09 0.12 0.08
 20.02.13 04:00 0.13 0.37 0.08 0.12 0.08
 -------- 05:00 0.15 0.40 0.12 0.19 0.09
 -------- 06:00 0.16 0.40 0.14 0.23 0.11
 -------- 07:00 0.18 0.41 0.19 0.32 0.12
 -------- 08:00 0.23 0.43 0.22 0.35 0.11
 20.02.13 09:00 0.29 0.44 0.24 0.41 0.11
 -------- 10:00 0.30 0.46 0.27 0.42 0.12
 -------- 11:00 0.25 0.42 0.19 0.25 0.10
 -------- 12:00 0.22 0.38 0.29 0.20 0.09
