 Date Time CO NO2 CHX NO PM10
 25.02.13 00:00 0.10 0.28 1.31 0.01 0.06
 -------- 01:00 0.09 0.28 1.31 0.01 0.05
 -------- 02:00 0.08 0.26 1.32 0.01 0.05
 -------- 03:00 0.07 0.25 1.32 0.01 0.05
 -------- 04:00 0.06 0.23 1.11 0.01 0.05
 25.02.13 05:00 0.06 0.22 1.32 0.01 0.05
 -------- 06:00 0.06 0.18 1.29 0.01 0.05
 -------- 07:00 0.07 0.26 1.30 0.01 0.05
 -------- 08:00 0.11 0.30 1.10 0.02 0.05
 -------- 09:00 0.11 0.34 1.34 0.03 0.06
 25.02.13 10:00 0.11 0.32 1.35 0.04 0.06
 -------- 11:00 0.10 0.28 1.34 0.04 0.06
 -------- 12:00 0.09 0.26 1.33 0.04 0.06
 -------- 13:00 0.09 0.22 0.87 0.03 0.06
 -------- 14:00 0.09 0.24 1.32 0.03 0.07
 25.02.13 15:00 0.07 0.18 1.30 0.02 0.07
 -------- 16:00 0.05 0.18 1.29 0.03 0.06
 -------- 17:00 0.05 0.20 1.31 0.02 0.06
 -------- 18:00 0.04 0.19 1.30 0.01 0.05
 -------- 19:00 0.05 0.25 1.25 0.01 0.05
 25.02.13 20:00 0.05 0.29 1.10 0.01 0.05
 -------- 21:00 0.04 0.29 1.31 0.01 0.05
 -------- 22:00 0.04 0.29 1.32 0.01 0.05
 -------- 23:00 0.07 0.26 1.32 0.01 0.05
 -------- 00:00 0.08 0.24 1.22 0.00 0.05
 26.02.13 01:00 0.06 0.23 1.25 0.01 0.05
 -------- 02:00 0.06 0.20 1.28 0.01 0.04
 -------- 03:00 0.06 0.24 1.34 0.01 0.04
 -------- 04:00 0.06 0.27 1.35 0.00 0.04
 -------- 05:00 0.06 0.23 1.34 0.01 0.04
 26.02.13 06:00 0.06 0.33 1.37 0.01 0.04
 -------- 07:00 0.09 0.44 1.46 0.03 0.05
 -------- 08:00 0.12 0.49 1.51 0.10 0.05
 -------- 09:00 0.12 0.44 1.47 0.06 0.06
 -------- 10:00 0.12 0.45 1.46 0.10 0.07
 26.02.13 11:00 0.11 0.40 1.37 0.08 0.06
 -------- 12:00 0.11 0.33 1.38 0.06 0.08
 -------- 13:00 0.09 0.25 1.35 0.04 0.08
 -------- 14:00 0.08 0.17 1.35 0.03 0.06
 -------- 15:00 0.06 0.16 1.34 0.02 0.05
 26.02.13 16:00 0.07 0.16 1.31 0.02 0.05
 -------- 17:00 0.07 0.18 1.24 0.02 0.04
 -------- 18:00 0.07 0.20 1.31 0.01 0.05
 -------- 19:00 0.07 0.19 1.30 0.01 0.05
 -------- 20:00 0.06 0.26 1.29 0.01 0.05
 26.02.13 21:00 0.05 0.22 1.30 0.01 0.04
 -------- 22:00 0.06 0.27 1.30 0.01 0.05
 -------- 23:00 0.06 0.25 1.32 0.01 0.05
 -------- 00:00 0.04 0.23 1.32 0.00 0.05
