 Date Time CO NO2 CHX NO PM10
 02.01.13 00:00 0.08 0.17 1.58 0.01 ----
 -------- 01:00 0.08 0.17 1.56 0.02 ----
 -------- 02:00 0.06 0.12 1.53 0.01 ----
 -------- 03:00 0.05 0.05 1.49 0.01 ----
 -------- 04:00 0.04 0.03 1.48 0.01 ----
 02.01.13 05:00 0.04 0.09 1.54 0.01 ----
 -------- 06:00 0.04 0.08 1.50 0.01 ----
 -------- 07:00 0.04 0.06 1.49 0.01 ----
 -------- 08:00 0.04 0.11 1.56 0.01 ----
 -------- 09:00 0.05 0.10 1.62 0.01 ----
 02.01.13 10:00 0.05 0.07 1.52 0.01 ----
 -------- 11:00 0.06 0.09 1.55 0.01 ----
 -------- 12:00 0.06 0.11 1.55 0.01 ----
 -------- 13:00 0.07 0.10 1.56 0.02 ----
 -------- 14:00 0.06 0.08 1.56 0.01 ----
 02.01.13 15:00 0.06 0.11 1.60 0.01 ----
 -------- 16:00 0.06 0.16 1.62 0.03 ----
 -------- 17:00 0.06 0.19 1.65 0.01 ----
 -------- 18:00 0.07 0.15 1.59 0.01 ----
 -------- 19:00 0.07 0.11 1.54 0.01 ----
 02.01.13 20:00 0.07 0.13 1.61 0.01 ----
 -------- 21:00 0.06 0.12 1.61 0.00 ----
 -------- 22:00 0.06 0.11 1.56 0.01 ----
 -------- 23:00 0.06 0.10 1.51 0.01 ----
 -------- 00:00 0.05 0.09 1.48 0.01 ----
 03.01.13 01:00 0.05 0.10 1.48 0.00 ----
 -------- 02:00 0.04 0.07 1.47 0.01 ----
 -------- 03:00 0.04 0.05 1.48 0.01 ----
 -------- 04:00 0.04 0.05 1.48 0.00 ----
 -------- 05:00 0.05 0.05 1.51 0.00 ----
 03.01.13 06:00 0.04 0.04 1.50 0.00 ----
 -------- 07:00 0.07 0.05 1.53 0.01 ----
 -------- 08:00 0.06 0.06 1.62 0.00 ----
 -------- 09:00 0.07 0.10 1.62 0.01 ----
 -------- 10:00 0.06 0.11 1.63 0.01 ----
 03.01.13 11:00 0.07 0.14 1.61 0.01 ----
 -------- 12:00 0.08 0.13 1.57 0.01 ----
 -------- 13:00 0.09 0.15 1.57 0.02 ----
 -------- 14:00 0.10 0.18 1.59 0.03 ----
 -------- 15:00 0.09 0.17 1.60 0.02 ----
 03.01.13 16:00 0.09 0.16 1.61 0.02 ----
 -------- 17:00 0.08 0.13 1.55 0.01 ----
 -------- 18:00 0.08 0.10 1.52 0.01 ----
 -------- 19:00 0.08 0.14 1.51 0.01 ----
 -------- 20:00 0.08 0.17 1.55 0.01 ----
 03.01.13 21:00 0.08 0.15 1.55 0.01 ----
 -------- 22:00 0.06 0.11 1.50 0.01 ----
 -------- 23:00 0.06 0.09 1.49 0.01 ----
