 Date Time CO NO2 CHX NO PM10
 24.10.12 00:00 0.07 0.20 1.51 0.04 0.06
 -------- 01:00 0.06 0.20 1.52 0.03 0.05
 -------- 02:00 0.06 0.20 1.54 0.02 0.05
 -------- 03:00 0.05 0.18 1.53 0.01 0.05
 -------- 04:00 0.04 0.17 1.51 0.02 0.05
 24.10.12 05:00 0.05 0.17 1.53 0.05 0.06
 -------- 06:00 0.06 0.18 1.57 0.02 0.05
 -------- 07:00 0.07 0.19 1.52 0.04 0.06
 -------- 08:00 0.08 0.21 1.58 0.05 0.07
 -------- 09:00 0.12 0.21 1.67 0.10 0.09
 24.10.12 10:00 0.17 0.20 1.69 0.08 0.09
 -------- 11:00 0.09 0.20 1.70 0.06 0.10
 -------- 12:00 0.07 0.22 1.56 0.06 0.09
 -------- 13:00 0.07 0.20 1.54 0.04 0.08
 -------- 14:00 0.06 0.18 1.49 0.04 0.08
 24.10.12 15:00 0.07 0.17 1.51 0.04 0.07
 -------- 16:00 0.06 0.17 1.50 0.03 0.08
 -------- 17:00 0.06 0.14 1.49 0.03 0.07
 -------- 18:00 0.06 0.14 1.47 0.02 0.06
 -------- 19:00 0.05 0.14 1.47 0.02 0.06
 24.10.12 20:00 0.06 0.19 1.48 0.02 0.05
 -------- 21:00 0.07 0.21 1.50 0.02 0.06
 -------- 22:00 0.08 0.19 1.48 0.02 0.05
 -------- 23:00 0.08 0.18 1.60 0.02 0.04
 -------- 00:00 0.04 0.14 1.62 0.01 0.03
 25.10.12 01:00 0.03 0.13 1.66 0.02 0.03
 -------- 02:00 0.02 0.08 1.60 0.01 0.02
 -------- 03:00 0.02 0.07 1.58 0.01 0.02
 -------- 04:00 0.02 0.07 1.54 0.01 0.02
 -------- 05:00 0.02 0.07 1.56 0.01 0.03
 25.10.12 06:00 0.02 0.11 1.69 0.02 0.03
 -------- 07:00 0.05 0.12 1.64 0.02 0.03
 -------- 08:00 0.05 0.15 1.64 0.03 0.05
 -------- 09:00 0.08 0.17 1.58 0.05 0.12
 -------- 10:00 0.07 0.16 1.68 0.04 0.09
 25.10.12 11:00 0.06 0.14 1.58 0.03 0.07
 -------- 12:00 0.05 0.13 1.57 0.03 0.07
 -------- 13:00 0.06 0.16 1.67 0.04 0.07
 -------- 14:00 0.06 0.16 1.65 0.04 0.07
 -------- 15:00 0.06 0.19 1.67 0.06 0.07
 25.10.12 16:00 0.06 0.21 1.71 0.06 0.07
 -------- 17:00 0.06 0.21 1.64 0.06 0.07
 -------- 18:00 0.06 0.22 1.65 0.06 0.08
 -------- 19:00 0.06 0.19 1.66 0.05 0.06
 -------- 20:00 0.04 0.17 1.51 0.03 0.04
 25.10.12 21:00 0.04 0.12 1.43 0.02 0.04
 -------- 22:00 0.04 0.08 1.42 0.01 0.03
