 Date Time CO NO2 CHX NO PM10
 15.10.12 00:00 0.06 0.20 1.53 0.03 ----
 -------- 01:00 0.05 0.20 1.54 0.02 ----
 -------- 02:00 0.04 0.17 1.54 0.02 ----
 -------- 03:00 0.03 0.14 1.53 0.03 ----
 -------- 04:00 0.06 0.19 1.64 0.07 ----
 15.10.12 05:00 0.10 0.19 1.72 0.13 ----
 -------- 06:00 0.10 0.22 1.70 0.15 ----
 -------- 07:00 0.15 0.22 1.70 0.29 ----
 -------- 08:00 0.26 0.23 1.79 0.40 ----
 -------- 09:00 0.25 0.23 1.86 0.27 ----
 15.10.12 10:00 0.29 0.25 1.99 0.23 ----
 -------- 11:00 0.15 0.28 1.81 0.23 ----
 -------- 12:00 0.13 0.27 1.73 0.19 ----
 -------- 13:00 0.10 0.23 1.66 0.11 ----
 -------- 14:00 0.07 0.21 1.58 0.06 ----
 15.10.12 15:00 0.07 0.17 1.51 0.03 ----
 -------- 16:00 0.08 0.20 1.53 0.03 ----
 -------- 17:00 0.06 0.16 1.50 0.01 ----
 -------- 18:00 0.07 0.18 1.45 0.01 ----
 -------- 19:00 0.08 0.22 1.46 0.01 ----
 15.10.12 20:00 0.08 0.20 1.49 0.01 ----
 -------- 21:00 0.07 0.17 1.48 0.01 ----
 -------- 22:00 0.08 0.20 1.49 0.01 ----
 -------- 23:00 0.06 0.18 1.45 0.01 ----
 -------- 00:00 0.06 0.17 1.45 0.01 ----
 16.10.12 01:00 0.05 0.14 1.42 0.01 ----
 -------- 02:00 0.04 0.10 1.42 0.01 ----
 -------- 03:00 0.04 0.11 1.42 0.01 ----
 -------- 04:00 0.04 0.08 1.42 0.00 ----
 -------- 05:00 0.04 0.08 1.42 0.01 ----
 16.10.12 06:00 0.05 0.13 1.43 0.01 ----
 -------- 07:00 0.07 0.14 1.42 0.02 ----
 -------- 08:00 0.07 0.13 1.44 0.02 ----
 -------- 09:00 0.09 0.16 1.50 0.04 ----
 -------- 10:00 0.10 0.19 1.52 0.05 ----
 16.10.12 11:00 0.09 0.18 1.53 0.06 ----
 -------- 12:00 0.08 0.17 1.54 0.06 ----
 -------- 13:00 0.08 0.17 1.55 0.07 ----
 -------- 14:00 0.09 0.18 1.55 0.11 ----
 -------- 15:00 0.11 0.19 1.60 0.13 0.24
 16.10.12 16:00 0.09 0.17 1.54 0.08 0.13
 -------- 17:00 0.11 0.18 1.59 0.12 0.13
 -------- 18:00 0.11 0.18 1.55 0.10 0.11
 -------- 19:00 0.11 0.16 1.59 0.08 0.12
 -------- 20:00 0.09 0.16 1.57 0.06 0.11
 16.10.12 21:00 0.10 0.15 1.54 0.08 0.10
 -------- 22:00 0.09 0.13 1.57 0.07 0.10
 -------- 23:00 0.10 0.13 1.59 0.07 0.09
