 Date Time CO NO2 CHX NO PM10
 28.12.12 00:00 0.03 0.21 1.53 0.05 0.04
 -------- 01:00 0.03 0.19 1.51 0.04 0.04
 -------- 02:00 0.02 0.11 1.45 0.01 0.03
 -------- 03:00 ---- 0.10 1.44 0.01 0.02
 -------- 04:00 0.05 0.06 1.43 0.00 0.02
 28.12.12 05:00 0.04 0.08 1.50 0.01 0.02
 -------- 06:00 0.04 0.11 1.49 0.01 0.02
 -------- 07:00 0.07 0.14 1.50 0.02 0.02
 -------- 08:00 0.09 0.18 1.52 0.03 0.02
 -------- 09:00 0.09 0.18 1.51 0.04 0.02
 28.12.12 10:00 0.11 0.23 1.54 0.07 0.04
 -------- 11:00 0.11 0.24 1.53 0.07 0.03
 -------- 12:00 0.07 0.18 1.56 0.05 0.03
 -------- 13:00 0.08 0.22 1.74 0.08 0.03
 -------- 14:00 0.12 0.22 1.77 0.08 0.03
 28.12.12 15:00 0.08 0.23 1.77 0.08 0.03
 -------- 16:00 0.07 0.19 1.61 0.04 0.03
 -------- 18:00 0.06 ---- ---- ---- ----
 -------- 19:00 0.05 0.19 ---- 0.03 ----
 -------- 20:00 0.05 0.25 ---- 0.07 ----
 28.12.12 21:00 0.04 0.19 ---- 0.03 ----
 -------- 22:00 0.02 0.09 ---- 0.01 ----
 -------- 23:00 ---- 0.06 ---- 0.01 ----
 -------- 00:00 0.02 0.07 ---- 0.01 ----
 -------- 01:00 0.02 0.07 ---- 0.00 ----
 29.12.12 02:00 ---- 0.04 ---- 0.01 ----
 -------- 03:00 ---- 0.04 ---- 0.01 ----
 -------- 04:00 0.02 0.03 ---- 0.01 ----
 -------- 05:00 0.03 0.03 ---- 0.00 ----
 -------- 06:00 0.02 0.04 ---- 0.01 ----
 29.12.12 07:00 0.03 0.05 ---- 0.01 ----
 -------- 08:00 0.04 0.07 ---- 0.01 ----
 -------- 09:00 0.04 0.10 ---- 0.02 ----
 -------- 10:00 0.04 0.09 ---- 0.01 ----
 -------- 11:00 0.04 0.10 ---- 0.01 ----
 29.12.12 12:00 0.04 0.10 1.45 0.01 ----
 -------- 13:00 0.05 0.10 1.44 0.01 ----
 -------- 14:00 0.05 0.10 1.45 0.01 ----
 -------- 15:00 0.04 0.10 1.44 0.01 ----
 -------- 16:00 0.05 0.08 1.46 0.01 ----
 29.12.12 17:00 0.05 0.10 1.47 0.01 ----
 -------- 18:00 0.04 0.08 1.46 0.01 ----
 -------- 19:00 0.04 0.10 1.47 0.01 ----
 -------- 20:00 0.04 0.08 1.45 0.01 ----
 -------- 21:00 0.04 0.07 1.45 0.01 ----
 29.12.12 22:00 0.04 0.08 1.44 0.01 ----
 -------- 23:00 0.04 0.08 1.44 0.01 ----
