 Date Time CO NO2 CHX NO PM10
 01.05.13 00:00 0.08 0.27 1.35 0.01 0.05
 -------- 01:00 0.07 0.21 1.34 0.01 0.05
 -------- 02:00 0.05 0.12 1.32 0.00 0.05
 -------- 03:00 0.04 0.10 1.31 0.00 0.05
 -------- 04:00 0.05 0.10 1.31 0.01 0.04
 01.05.13 05:00 0.04 0.06 1.29 0.01 0.04
 -------- 06:00 0.04 0.13 1.29 0.01 0.04
 -------- 07:00 0.07 0.17 1.29 0.01 0.05
 -------- 08:00 0.05 0.12 1.25 0.01 0.05
 -------- 09:00 0.04 0.06 1.27 0.01 0.05
 01.05.13 10:00 0.04 0.05 1.27 0.01 0.05
 -------- 11:00 0.04 0.04 1.27 0.01 0.06
 -------- 12:00 0.04 0.03 1.25 0.01 0.05
 -------- 13:00 0.04 0.01 1.26 0.01 0.06
 -------- 14:00 0.03 0.01 1.25 0.01 0.05
 01.05.13 15:00 0.03 0.01 1.26 0.01 0.04
 -------- 16:00 0.03 ---- 1.24 0.00 0.04
 -------- 17:00 0.06 0.02 1.25 0.01 0.04
 -------- 18:00 0.04 0.01 1.27 0.01 0.05
 -------- 19:00 0.04 0.02 1.28 0.01 0.04
 01.05.13 20:00 0.04 0.06 1.26 0.00 0.05
 -------- 21:00 0.05 0.11 1.27 0.00 0.06
 -------- 22:00 0.07 0.16 1.31 0.00 0.08
 -------- 23:00 0.15 0.38 1.36 0.07 0.13
 -------- 00:00 0.21 0.38 1.42 0.15 0.15
 02.05.13 01:00 0.20 0.38 1.45 0.14 0.14
 -------- 02:00 0.19 0.38 1.44 0.12 0.13
 -------- 03:00 0.16 0.37 1.43 0.12 0.13
 -------- 04:00 0.13 0.37 1.44 0.10 0.12
 -------- 05:00 0.12 0.36 1.48 0.12 0.12
 02.05.13 06:00 0.12 0.36 1.50 0.13 0.10
 -------- 07:00 0.12 0.35 1.49 0.14 0.10
 -------- 08:00 0.09 0.35 1.45 0.09 0.10
 -------- 09:00 0.08 0.33 1.45 0.07 0.10
 -------- 10:00 0.05 0.21 1.46 0.03 0.07
 02.05.13 11:00 0.02 0.05 1.52 0.01 0.04
 -------- 12:00 0.02 0.01 1.42 0.01 0.03
 -------- 13:00 0.05 0.03 1.30 0.01 0.04
 -------- 14:00 0.04 0.01 1.34 0.01 0.04
 -------- 15:00 0.04 ---- 1.33 0.00 0.03
 02.05.13 16:00 0.04 0.01 1.35 0.01 0.04
 -------- 17:00 0.04 0.01 1.35 0.00 0.04
 -------- 18:00 0.04 0.01 1.33 0.00 0.04
 -------- 19:00 0.04 0.02 1.35 0.01 0.05
 -------- 20:00 0.04 0.08 1.41 0.01 0.06
 02.05.13 21:00 0.05 0.09 1.41 0.01 0.05
 -------- 22:00 0.10 0.26 1.43 0.01 0.09
 -------- 23:00 0.13 0.43 1.54 0.03 0.12
