 Date Time CO NO2 CHX NO PM10
 24.01.13 00:00 0.12 0.35 1.63 0.12 ----
 -------- 01:00 0.14 0.36 1.68 0.15 ----
 -------- 02:00 0.12 0.37 1.71 0.18 ----
 -------- 03:00 0.12 0.36 1.73 0.22 ----
 -------- 04:00 0.11 0.35 1.71 0.22 ----
 24.01.13 05:00 0.13 0.37 1.79 0.25 ----
 -------- 06:00 0.14 0.38 1.79 0.30 ----
 -------- 07:00 0.15 0.40 1.80 0.28 ----
 -------- 08:00 0.16 0.38 1.80 0.27 ----
 -------- 09:00 0.17 0.39 1.84 0.31 ----
 24.01.13 10:00 0.17 0.38 1.80 0.25 ----
 -------- 11:00 0.15 0.37 1.72 0.18 ----
 -------- 12:00 0.19 0.38 1.85 0.31 ----
 -------- 13:00 0.11 0.30 1.61 0.10 ----
 -------- 14:00 0.07 0.31 1.62 0.10 ----
 24.01.13 15:00 0.09 0.29 1.58 0.09 ----
 -------- 16:00 0.05 0.24 1.53 0.03 ----
 -------- 17:00 0.04 0.26 1.54 0.03 ----
 -------- 18:00 0.02 0.15 1.47 0.01 ----
 -------- 19:00 0.02 0.15 1.47 0.01 ----
 24.01.13 20:00 0.03 0.17 1.48 0.01 ----
 -------- 21:00 0.05 0.20 1.48 0.01 0.02
 -------- 22:00 0.04 0.18 1.47 0.01 0.02
 -------- 23:00 0.04 0.16 1.46 0.01 0.01
 -------- 00:00 0.04 0.13 1.45 0.01 0.01
 25.01.13 01:00 0.04 0.11 1.45 0.01 0.01
 -------- 02:00 0.04 0.18 1.46 0.01 0.01
 -------- 03:00 0.04 0.15 1.46 0.01 0.01
 -------- 04:00 0.04 0.19 1.46 0.01 0.01
 -------- 05:00 0.04 0.15 1.47 0.01 0.02
 25.01.13 06:00 0.04 0.12 1.47 0.01 0.01
 -------- 07:00 0.05 0.19 1.48 0.01 0.02
 -------- 08:00 0.08 0.24 1.54 0.02 0.02
 -------- 09:00 0.07 0.19 1.52 0.02 0.03
 -------- 10:00 0.06 0.16 1.51 0.02 0.02
 25.01.13 11:00 0.06 0.18 1.48 0.03 0.03
 -------- 12:00 0.05 0.20 1.56 0.05 0.04
 -------- 13:00 0.05 0.24 1.63 0.07 0.04
 -------- 14:00 0.05 0.25 1.59 0.08 0.03
 -------- 15:00 0.11 0.23 1.61 0.06 0.04
 25.01.13 16:00 0.05 0.22 1.57 0.05 0.03
 -------- 17:00 0.07 0.25 1.56 0.04 0.03
 -------- 18:00 0.08 0.29 1.54 0.03 0.03
 -------- 19:00 0.08 0.32 1.57 0.03 0.04
 -------- 20:00 0.08 0.24 1.57 0.02 0.03
 25.01.13 21:00 0.07 0.24 1.52 0.01 0.03
 -------- 22:00 0.06 0.24 1.50 0.01 0.02
 -------- 23:00 0.07 0.29 1.51 0.02 0.03
 -------- 00:00 0.08 0.31 1.52 0.04 0.03
