 Date Time CO NO2 CHX NO PM10
 03.12.12 12:00 0.10 0.20 1.62 0.11 0.05
 -------- 13:00 0.08 0.22 1.61 0.09 0.05
 -------- 14:00 0.08 0.22 1.58 0.09 0.05
 -------- 15:00 0.07 0.22 1.54 0.07 0.04
 -------- 16:00 0.07 0.23 1.57 0.05 0.04
 03.12.12 17:00 0.06 0.22 1.56 0.04 0.03
 -------- 18:00 0.07 0.22 1.58 0.03 0.03
 -------- 19:00 0.07 0.20 1.57 0.03 0.03
 -------- 20:00 0.06 0.17 1.57 0.02 0.02
 -------- 21:00 0.07 0.16 1.74 0.01 0.02
 03.12.12 22:00 0.06 0.15 1.68 0.01 0.02
 -------- 23:00 0.05 0.13 1.68 0.01 0.02
 -------- 00:00 0.04 0.14 1.67 0.01 0.02
 -------- 01:00 0.04 0.09 1.61 0.01 0.03
 -------- 02:00 0.04 0.09 1.57 0.01 0.03
 04.12.12 03:00 0.04 0.08 1.48 0.01 0.02
 -------- 04:00 0.04 0.11 1.46 0.01 0.02
 -------- 05:00 0.04 0.10 1.54 0.01 0.01
 -------- 06:00 0.04 0.09 1.63 0.01 0.01
 -------- 07:00 0.07 0.12 1.68 0.01 0.01
 04.12.12 08:00 0.07 0.15 1.60 0.02 0.01
 -------- 09:00 0.08 0.16 1.68 0.03 0.01
 -------- 10:00 0.08 0.18 1.57 0.05 0.02
 -------- 11:00 0.11 0.16 1.68 0.09 0.03
 -------- 12:00 0.11 0.14 1.65 0.13 0.03
 04.12.12 13:00 0.15 0.16 1.67 0.20 0.04
 -------- 14:00 0.17 0.24 1.72 0.45 0.05
 -------- 15:00 0.15 0.18 1.64 0.24 0.05
 -------- 16:00 0.11 0.10 1.60 0.13 0.03
 -------- 17:00 0.09 0.16 1.63 0.19 0.03
 04.12.12 18:00 0.07 0.13 1.59 0.05 0.03
 -------- 19:00 0.03 0.10 1.58 0.01 0.02
 -------- 20:00 0.03 0.08 1.64 0.01 0.02
 -------- 21:00 0.02 0.07 1.59 0.01 0.02
 -------- 22:00 0.02 0.06 1.57 0.01 0.02
 04.12.12 23:00 0.02 0.06 1.49 0.02 0.02
 -------- 00:00 0.03 0.05 1.47 0.01 0.02
 -------- 01:00 0.02 0.04 1.46 0.01 0.02
 -------- 02:00 0.02 0.05 1.45 0.01 0.02
 -------- 03:00 0.03 0.05 1.45 0.01 0.02
 05.12.12 04:00 0.02 0.05 1.45 0.00 0.02
 -------- 05:00 0.02 0.05 1.44 0.01 0.02
 -------- 06:00 0.02 0.07 1.44 0.01 0.03
 -------- 07:00 0.02 0.08 1.44 0.01 0.02
 -------- 08:00 0.05 0.12 1.47 0.02 0.02
 05.12.12 09:00 0.09 0.18 1.58 0.02 0.03
 -------- 10:00 0.08 0.20 1.56 0.03 0.03
 -------- 11:00 0.04 0.16 1.50 0.03 0.02
