 Date Time CO NO2 CHX NO PM10
 24.10.12 12:00 0.07 0.22 1.56 0.06 0.09
 -------- 13:00 0.07 0.20 1.54 0.04 0.08
 -------- 14:00 0.06 0.18 1.49 0.04 0.08
 -------- 15:00 0.07 0.17 1.51 0.04 0.07
 -------- 16:00 0.06 0.17 1.50 0.03 0.08
 24.10.12 17:00 0.06 0.14 1.49 0.03 0.07
 -------- 18:00 0.06 0.14 1.47 0.02 0.06
 -------- 19:00 0.05 0.14 1.47 0.02 0.06
 -------- 20:00 0.06 0.19 1.48 0.02 0.05
 -------- 21:00 0.07 0.21 1.50 0.02 0.06
 24.10.12 22:00 0.08 0.19 1.48 0.02 0.05
 -------- 23:00 0.08 0.18 1.60 0.02 0.04
 -------- 00:00 0.04 0.14 1.62 0.01 0.03
 -------- 01:00 0.03 0.13 1.66 0.02 0.03
 -------- 02:00 0.02 0.08 1.60 0.01 0.02
 25.10.12 03:00 0.02 0.07 1.58 0.01 0.02
 -------- 04:00 0.02 0.07 1.54 0.01 0.02
 -------- 05:00 0.02 0.07 1.56 0.01 0.03
 -------- 06:00 0.02 0.11 1.69 0.02 0.03
 -------- 07:00 0.05 0.12 1.64 0.02 0.03
 25.10.12 08:00 0.05 0.15 1.64 0.03 0.05
 -------- 09:00 0.08 0.17 1.58 0.05 0.12
 -------- 10:00 0.07 0.16 1.68 0.04 0.09
 -------- 11:00 0.06 0.14 1.58 0.03 0.07
 -------- 12:00 0.05 0.13 1.57 0.03 0.07
 25.10.12 13:00 0.06 0.16 1.67 0.04 0.07
 -------- 14:00 0.06 0.16 1.65 0.04 0.07
 -------- 15:00 0.06 0.19 1.67 0.06 0.07
 -------- 16:00 0.06 0.21 1.71 0.06 0.07
 -------- 17:00 0.06 0.21 1.64 0.06 0.07
 25.10.12 18:00 0.06 0.22 1.65 0.06 0.08
 -------- 19:00 0.06 0.19 1.66 0.05 0.06
 -------- 20:00 0.04 0.17 1.51 0.03 0.04
 -------- 21:00 0.04 0.12 1.43 0.02 0.04
 -------- 22:00 0.04 0.08 1.42 0.01 0.03
 25.10.12 23:00 0.03 0.06 1.42 0.01 0.03
 -------- 00:00 0.02 0.06 1.42 0.00 0.02
 -------- 01:00 0.02 0.04 1.43 0.00 0.02
 -------- 02:00 0.02 0.02 1.44 0.00 0.02
 -------- 03:00 0.02 0.03 1.44 0.00 0.02
 26.10.12 04:00 0.02 0.02 1.44 0.01 0.02
 -------- 05:00 0.03 0.03 1.43 0.01 0.02
 -------- 06:00 0.02 0.05 1.42 0.01 0.02
 -------- 07:00 0.04 0.07 1.45 0.01 0.01
 -------- 08:00 0.05 0.09 1.47 0.02 0.01
 26.10.12 09:00 0.06 0.17 1.52 0.06 0.02
 -------- 10:00 0.06 0.20 1.71 0.07 0.02
