 Date Time CO NO2 CHX NO PM10
 10.12.12 00:00 0.13 0.23 1.60 0.17 0.05
 -------- 01:00 0.13 0.23 1.64 0.18 0.06
 -------- 02:00 0.17 0.24 1.83 0.25 0.07
 -------- 03:00 0.14 0.25 1.88 0.23 0.07
 -------- 04:00 0.16 0.28 1.90 0.29 0.07
 10.12.12 05:00 0.13 0.27 1.98 0.21 0.08
 -------- 06:00 0.10 0.24 2.18 0.15 0.07
 -------- 07:00 0.09 0.21 2.33 0.15 0.06
 -------- 08:00 0.10 0.21 1.83 0.18 0.09
 -------- 09:00 0.08 0.17 1.56 0.12 0.08
 10.12.12 10:00 0.08 0.16 1.56 0.12 0.07
 -------- 11:00 0.09 0.16 1.58 0.10 0.08
 -------- 12:00 0.10 0.17 1.67 0.14 0.06
 -------- 13:00 0.11 0.15 1.71 0.13 0.07
 -------- 14:00 0.11 0.15 1.93 0.14 0.06
 10.12.12 15:00 0.11 0.15 1.74 0.15 0.05
 -------- 16:00 0.11 0.17 1.71 0.15 0.06
 -------- 17:00 0.11 0.17 1.66 0.13 0.05
 -------- 18:00 0.10 0.15 1.64 0.12 0.05
 -------- 19:00 0.10 0.14 1.62 0.12 0.04
 10.12.12 20:00 0.09 0.14 1.63 0.12 0.05
 -------- 21:00 0.05 0.16 1.56 0.03 0.03
 -------- 22:00 0.04 0.11 1.48 0.01 0.02
 -------- 23:00 0.05 0.12 1.47 0.01 0.02
 -------- 00:00 0.04 0.11 1.49 0.01 0.02
 11.12.12 01:00 0.03 0.06 1.45 0.01 0.01
 -------- 02:00 0.03 0.09 1.45 0.02 0.02
 -------- 03:00 0.03 0.12 1.45 0.05 0.03
 -------- 04:00 0.02 0.04 1.42 0.01 0.02
 -------- 05:00 0.02 0.04 1.42 0.00 0.02
 11.12.12 06:00 0.03 0.08 1.43 0.01 0.03
 -------- 07:00 0.06 0.11 1.44 0.01 0.03
 -------- 08:00 0.11 0.10 1.46 0.01 0.03
 -------- 09:00 0.05 0.13 1.43 0.01 0.03
 -------- 10:00 0.04 0.15 1.49 0.01 0.02
 11.12.12 11:00 0.04 0.17 1.49 0.01 0.03
 -------- 12:00 0.05 0.12 1.20 0.01 ----
 -------- 13:00 0.06 0.16 1.52 0.02 ----
 -------- 14:00 0.07 0.16 1.51 0.02 ----
 -------- 15:00 0.08 0.21 1.51 0.03 ----
 11.12.12 16:00 0.09 0.23 1.51 0.03 ----
 -------- 17:00 0.08 0.20 1.49 0.02 ----
 -------- 18:00 0.09 0.17 1.47 0.02 ----
 -------- 19:00 0.08 0.17 1.46 0.01 ----
 -------- 20:00 0.10 0.20 1.50 0.02 ----
 11.12.12 21:00 0.09 0.18 1.51 0.02 ----
 -------- 22:00 0.07 0.18 1.52 0.02 ----
 -------- 23:00 0.05 0.17 1.50 0.03 ----
