 Date Time CO NO2 CHX NO PM10
 07.03.13 00:00 0.06 0.13 1.35 0.01 0.05
 -------- 01:00 0.06 0.10 1.27 0.00 0.05
 -------- 02:00 0.06 0.08 1.26 0.00 0.05
 -------- 03:00 0.05 0.07 1.25 0.00 0.05
 -------- 04:00 0.04 0.06 1.25 0.00 0.05
 07.03.13 05:00 0.05 0.08 1.25 0.01 0.06
 -------- 06:00 0.06 0.09 1.25 0.01 0.06
 -------- 07:00 0.07 0.18 1.26 0.01 0.07
 -------- 08:00 0.08 0.24 1.27 0.01 0.07
 -------- 09:00 0.09 0.25 1.27 0.03 0.06
 07.03.13 10:00 0.06 0.18 1.27 0.03 0.05
 -------- 11:00 0.03 0.09 1.27 0.02 0.03
 -------- 12:00 0.02 0.05 1.27 0.01 0.02
 -------- 13:00 0.04 0.05 1.26 0.01 0.02
 -------- 14:00 0.04 0.05 1.26 0.01 0.02
 07.03.13 15:00 0.04 0.04 1.26 0.01 0.02
 -------- 16:00 0.06 0.04 1.26 0.01 0.02
 -------- 17:00 0.06 0.08 1.26 0.02 0.03
 -------- 18:00 0.07 0.09 1.25 0.01 0.03
 -------- 19:00 0.09 0.14 1.26 0.01 0.03
 07.03.13 20:00 0.08 0.17 1.26 0.01 0.04
 -------- 21:00 0.08 0.14 1.26 0.01 0.03
 -------- 22:00 0.10 0.21 1.26 0.01 0.04
 -------- 23:00 0.07 0.18 1.27 0.01 0.04
 -------- 00:00 0.05 0.23 1.27 0.01 0.04
 08.03.13 01:00 0.05 0.19 1.27 0.01 0.03
 -------- 02:00 0.03 0.14 1.26 0.01 0.03
 -------- 03:00 0.04 0.14 1.26 0.01 0.03
 -------- 04:00 0.03 0.11 1.25 0.01 0.02
 -------- 05:00 0.02 0.08 1.25 0.00 0.02
 08.03.13 06:00 0.03 0.10 1.09 0.01 0.02
 -------- 07:00 0.03 0.13 1.27 0.01 0.02
 -------- 08:00 0.02 0.05 1.27 0.00 0.02
 -------- 09:00 0.05 0.04 1.27 0.01 0.03
 -------- 10:00 0.04 0.05 1.26 0.01 0.03
 08.03.13 11:00 0.04 0.05 1.26 0.01 0.03
 -------- 12:00 0.07 0.07 1.27 0.02 0.04
 -------- 13:00 0.04 0.05 1.26 0.01 0.04
 -------- 14:00 0.05 0.07 1.27 0.02 0.04
 -------- 15:00 0.05 0.07 1.28 0.02 0.04
 08.03.13 16:00 0.05 0.07 1.28 0.01 0.03
 -------- 17:00 0.06 0.08 1.27 0.01 0.03
 -------- 18:00 0.06 0.12 1.27 0.02 0.04
 -------- 19:00 0.07 0.12 1.25 0.01 0.04
 -------- 20:00 0.09 0.18 1.26 0.01 0.04
 08.03.13 21:00 0.11 0.31 1.27 0.02 0.06
 -------- 22:00 0.13 0.37 1.28 0.04 0.06
 -------- 23:00 0.11 0.38 1.29 0.04 0.06
 -------- 00:00 0.10 0.35 1.29 0.02 0.04
