 Date Time CO NO2 CHX NO PM10
 28.01.13 12:00 0.12 0.37 1.71 0.15 0.05
 -------- 13:00 0.13 0.36 1.71 0.17 0.06
 -------- 14:00 0.14 0.36 1.67 0.16 0.09
 -------- 15:00 0.13 0.36 1.70 0.16 0.08
 -------- 16:00 0.13 0.37 1.75 0.17 0.09
 28.01.13 17:00 0.11 0.34 1.70 0.13 0.08
 -------- 18:00 0.10 0.28 1.58 0.03 ----
 -------- 19:00 0.08 0.28 1.60 0.03 ----
 -------- 20:00 0.10 0.33 1.65 0.05 ----
 -------- 21:00 0.11 0.33 1.67 0.04 ----
 28.01.13 22:00 0.10 0.30 1.68 0.03 ----
 -------- 23:00 0.10 0.30 1.67 0.03 ----
 -------- 00:00 0.10 0.29 1.63 0.03 ----
 -------- 01:00 0.09 0.26 1.63 0.02 ----
 -------- 02:00 0.08 0.22 1.59 0.01 ----
 29.01.13 03:00 0.09 0.23 1.62 0.01 ----
 -------- 04:00 0.07 0.19 1.60 0.01 ----
 -------- 05:00 0.06 0.18 1.59 0.01 ----
 -------- 06:00 0.07 0.18 1.58 0.01 ----
 -------- 07:00 0.09 0.26 1.60 0.03 ----
 29.01.13 08:00 0.19 0.35 1.82 0.20 ----
 -------- 09:00 0.23 0.41 1.84 0.29 ----
 -------- 10:00 0.19 0.36 1.83 0.21 ----
 -------- 11:00 0.19 0.34 1.80 0.19 ----
 -------- 12:00 0.15 0.29 1.73 0.13 ----
 29.01.13 13:00 0.13 0.27 1.63 0.07 ----
 -------- 14:00 0.11 0.28 1.68 0.08 ----
 -------- 15:00 0.11 0.29 1.68 0.09 ----
 -------- 16:00 0.15 0.35 1.81 0.20 ----
 -------- 17:00 0.17 0.38 1.84 0.22 ----
 29.01.13 18:00 0.16 0.38 1.82 0.19 ----
 -------- 19:00 0.15 0.38 1.80 0.17 ----
 -------- 20:00 0.12 0.32 1.70 0.06 0.11
 -------- 21:00 0.13 0.33 1.71 0.06 0.10
 -------- 22:00 0.15 0.35 1.75 0.11 0.10
 29.01.13 23:00 0.17 0.36 1.83 0.17 0.09
 -------- 00:00 0.10 0.32 1.72 0.08 0.08
 -------- 01:00 0.09 0.34 1.73 0.12 0.09
 -------- 02:00 0.09 0.34 1.73 0.13 0.08
 -------- 03:00 0.08 0.31 1.69 0.08 0.07
 30.01.13 04:00 0.08 0.31 1.69 0.07 0.07
 -------- 05:00 0.07 0.30 1.69 0.08 0.07
 -------- 06:00 0.06 0.28 1.66 0.05 0.06
 -------- 07:00 0.07 0.29 1.74 0.05 0.09
 -------- 08:00 0.16 0.30 1.83 0.10 0.10
 30.01.13 09:00 0.13 0.29 1.83 0.12 0.10
 -------- 10:00 0.14 0.28 1.81 0.14 0.11
 -------- 11:00 0.13 0.28 1.81 0.16 0.13
