 Date Time CO NO2 CHX NO PM10
 30.11.12 12:00 0.08 0.15 1.58 0.06 0.02
 -------- 13:00 0.09 0.14 1.58 0.07 0.02
 -------- 14:00 0.08 0.14 1.58 0.07 0.04
 -------- 15:00 0.08 0.14 1.59 0.07 0.02
 -------- 16:00 0.09 0.12 1.63 0.10 0.03
 30.11.12 17:00 0.11 0.10 1.72 0.13 0.02
 -------- 18:00 0.12 0.10 1.71 0.14 0.03
 -------- 19:00 0.13 0.09 1.68 0.14 0.03
 -------- 20:00 0.17 0.12 1.78 0.20 0.04
 -------- 21:00 0.21 0.13 1.77 0.20 0.05
 30.11.12 22:00 0.08 0.15 1.53 0.05 0.03
 -------- 23:00 0.08 0.17 1.56 0.05 0.03
 -------- 00:00 0.06 0.17 1.56 0.03 0.04
 -------- 01:00 0.05 0.17 1.60 0.02 0.32
 -------- 02:00 0.04 0.16 1.56 0.01 0.34
 01.12.12 03:00 0.06 0.20 1.66 0.03 0.04
 -------- 04:00 0.07 0.20 1.64 0.05 0.05
 -------- 05:00 0.03 0.15 1.68 0.02 0.04
 -------- 06:00 0.03 0.09 1.50 0.02 0.03
 -------- 07:00 0.03 0.08 1.45 0.02 0.03
 01.12.12 08:00 0.04 0.08 1.48 0.01 0.03
 -------- 09:00 0.07 0.10 1.51 0.02 0.03
 -------- 10:00 0.06 0.09 1.51 0.02 0.03
 -------- 11:00 0.08 0.10 1.54 0.06 0.04
 -------- 12:00 0.10 0.10 1.59 0.10 0.04
 01.12.12 13:00 0.10 0.13 1.62 0.10 0.04
 -------- 14:00 0.09 0.13 1.57 0.09 0.04
 -------- 15:00 0.10 0.12 1.58 0.09 0.03
 -------- 16:00 0.11 0.11 1.66 0.11 0.03
 -------- 17:00 0.11 0.10 1.68 0.11 0.04
 01.12.12 18:00 0.15 0.10 1.74 0.16 0.05
 -------- 19:00 0.12 0.10 1.76 0.12 0.04
 -------- 20:00 0.13 0.09 1.71 0.16 0.05
 -------- 21:00 0.15 0.10 1.72 0.18 0.07
 -------- 22:00 0.13 0.09 1.69 0.15 0.05
 01.12.12 23:00 0.09 0.09 1.62 0.10 0.04
 -------- 00:00 0.07 0.09 1.61 0.06 0.03
 -------- 01:00 0.10 0.07 1.65 0.13 0.05
 -------- 02:00 0.12 0.08 1.67 0.16 0.04
 -------- 03:00 0.11 0.10 1.70 0.20 0.04
 02.12.12 04:00 0.07 0.10 1.62 0.11 0.03
 -------- 05:00 0.07 0.10 1.58 0.09 0.02
 -------- 06:00 0.05 0.08 1.54 0.06 0.02
 -------- 07:00 0.05 0.06 1.56 0.05 0.02
 -------- 08:00 0.05 0.07 1.61 0.04 0.02
 02.12.12 09:00 0.04 0.11 1.57 0.05 0.01
 -------- 10:00 0.05 0.12 1.55 0.05 0.03
 -------- 11:00 0.04 0.11 1.50 0.04 0.02
