 Date Time CO NO2 CHX NO PM10
 02.12.12 12:00 0.05 0.12 1.52 0.05 0.03
 -------- 13:00 0.06 0.13 1.59 0.06 0.03
 -------- 14:00 0.06 0.12 1.52 0.04 0.03
 -------- 15:00 0.06 0.13 1.51 0.04 0.03
 -------- 16:00 0.06 0.16 1.56 0.06 0.03
 02.12.12 17:00 0.07 0.14 1.54 0.03 0.03
 -------- 18:00 0.05 0.12 1.48 0.01 0.02
 -------- 19:00 0.06 0.17 1.53 0.02 0.03
 -------- 20:00 0.06 0.17 1.52 0.03 0.03
 -------- 21:00 0.05 0.18 1.52 0.03 0.03
 02.12.12 22:00 0.05 0.17 1.49 0.02 0.02
 -------- 23:00 0.04 0.20 1.48 0.03 0.03
 -------- 00:00 0.04 0.21 1.49 0.03 0.03
 -------- 01:00 0.07 0.20 1.47 0.02 0.02
 -------- 02:00 0.06 0.20 1.48 0.01 0.02
 03.12.12 03:00 0.06 0.20 1.48 0.01 0.02
 -------- 04:00 0.08 0.24 1.55 0.03 0.02
 -------- 05:00 0.06 0.21 1.56 0.02 0.02
 -------- 06:00 0.04 0.23 1.58 0.02 0.02
 -------- 07:00 0.06 0.23 1.59 0.03 0.02
 03.12.12 08:00 0.09 0.22 1.61 0.07 0.03
 -------- 09:00 0.10 0.22 1.70 0.10 0.04
 -------- 10:00 0.09 0.22 1.63 0.15 0.04
 -------- 11:00 0.09 0.23 1.63 0.13 0.04
 -------- 12:00 0.09 0.20 1.62 0.10 0.05
 03.12.12 13:00 0.08 0.22 1.61 0.09 0.05
 -------- 14:00 0.08 0.22 1.58 0.09 0.05
 -------- 15:00 0.07 0.22 1.54 0.07 0.04
 -------- 16:00 0.07 0.23 1.57 0.05 0.04
 -------- 17:00 0.06 0.22 1.56 0.04 0.03
 03.12.12 18:00 0.07 0.22 1.58 0.03 0.03
 -------- 19:00 0.07 0.20 1.57 0.03 0.03
 -------- 20:00 0.06 0.17 1.57 0.02 0.02
 -------- 21:00 0.07 0.16 1.74 0.01 0.02
 -------- 22:00 0.06 0.15 1.68 0.01 0.02
 03.12.12 23:00 0.05 0.13 1.68 0.01 0.02
 -------- 00:00 0.04 0.14 1.67 0.01 0.02
 -------- 01:00 0.04 0.09 1.61 0.01 0.03
 -------- 02:00 0.04 0.09 1.57 0.01 0.03
 -------- 03:00 0.04 0.08 1.48 0.01 0.02
 04.12.12 04:00 0.04 0.11 1.46 0.01 0.02
 -------- 05:00 0.04 0.10 1.54 0.01 0.01
 -------- 06:00 0.04 0.09 1.63 0.01 0.01
 -------- 07:00 0.07 0.12 1.68 0.01 0.01
 -------- 08:00 0.07 0.15 1.60 0.02 0.01
 04.12.12 09:00 0.08 0.16 1.68 0.03 0.01
 -------- 10:00 0.08 0.18 1.57 0.05 0.02
 -------- 11:00 0.10 0.17 1.67 0.08 0.02
