 Date Time CO NO2 CHX NO PM10
 17.03.13 12:00 0.05 0.10 ---- 0.02 0.03
 -------- 13:00 0.05 0.08 ---- 0.02 0.02
 -------- 14:00 0.05 0.08 ---- 0.02 0.02
 -------- 15:00 0.05 0.10 ---- 0.02 0.03
 -------- 16:00 0.08 0.12 ---- 0.02 0.03
 17.03.13 17:00 0.06 0.13 ---- 0.01 0.03
 -------- 18:00 0.06 0.16 ---- 0.01 0.03
 -------- 19:00 0.06 0.18 ---- 0.01 0.03
 -------- 20:00 0.05 0.14 ---- 0.01 0.02
 -------- 21:00 0.05 0.10 ---- 0.00 0.02
 17.03.13 22:00 0.06 0.14 ---- 0.00 0.03
 -------- 23:00 0.06 0.18 ---- 0.01 0.03
 -------- 00:00 0.05 0.11 ---- 0.01 0.02
 -------- 01:00 0.06 0.14 ---- 0.01 0.02
 -------- 02:00 0.06 0.17 ---- 0.01 0.03
 18.03.13 03:00 0.08 0.23 ---- 0.01 0.03
 -------- 04:00 0.07 0.28 ---- 0.01 0.03
 -------- 05:00 0.08 0.30 ---- 0.02 0.03
 -------- 06:00 0.08 0.34 ---- 0.05 0.03
 -------- 07:00 0.08 0.29 ---- 0.01 0.03
 18.03.13 08:00 0.10 0.31 ---- 0.03 0.03
 -------- 09:00 0.13 0.33 ---- 0.08 0.04
 -------- 10:00 0.13 0.32 ---- 0.09 0.04
 -------- 11:00 0.10 0.29 ---- 0.08 0.04
 -------- 12:00 0.10 0.26 ---- 0.07 0.04
 18.03.13 13:00 0.09 0.20 1.39 0.05 0.04
 -------- 14:00 0.06 0.13 1.35 0.03 ----
 -------- 15:00 0.06 0.12 1.35 0.02 ----
 -------- 16:00 0.06 0.13 1.35 0.01 0.06
 -------- 17:00 0.07 0.12 1.35 0.01 0.06
 18.03.13 18:00 0.07 0.12 1.35 0.02 0.06
 -------- 19:00 0.08 0.14 1.36 0.01 0.05
 -------- 20:00 0.06 0.11 1.36 0.01 0.04
 -------- 21:00 0.06 0.10 1.35 0.01 0.03
 -------- 22:00 0.06 0.09 1.35 0.00 0.03
 18.03.13 23:00 0.06 0.12 1.35 0.01 0.03
 -------- 00:00 0.05 0.13 1.35 0.01 0.03
 -------- 01:00 0.04 0.10 1.36 0.01 0.03
 -------- 02:00 0.04 0.10 1.36 0.01 0.03
 -------- 03:00 0.06 0.20 1.37 0.01 0.03
 19.03.13 04:00 0.05 0.17 1.37 0.00 0.03
 -------- 05:00 0.05 0.15 1.36 0.00 0.02
 -------- 06:00 0.04 0.15 1.35 0.01 0.02
 -------- 07:00 0.05 0.17 1.35 0.01 0.03
 -------- 08:00 0.06 0.18 1.35 0.01 0.02
 19.03.13 09:00 0.06 0.17 1.35 0.01 0.02
 -------- 10:00 0.06 0.17 1.35 0.03 0.02
 -------- 11:00 0.06 0.15 1.38 0.03 0.03
 -------- 12:00 0.06 0.14 1.35 0.03 0.03
